ACBK1g00001,Mpyg-1-004012
ACBK3g00540,Mpyg-6-004739
ACBK3g00541,Mpyg-6-004738
ACBK3g00542,Mpyg-6-004737
ACBK3g00543,Mpyg-6-004736
ACBK3g00544,.
ACBK3g00545,Mpyg-6-004734
ACBK3g00546,Mpyg-6-004733
ACBK3g00547,Mpyg-6-004732
ACBK3g00548,Mpyg-6-004730
ACBK3g00549,Mpyg-6-004729
ACBK3g00550,Mpyg-6-004728
ACBK3g00551,Mpyg-6-004727
ACBK3g00552,.
ACBK3g00553,.
ACBK3g00554,Mpyg-6-004726
ACBK3g00555,.
ACBK3g00556,.
ACBK3g00557,Mpyg-6-004725
ACBK3g00558,Mpyg-6-004724
ACBK3g00559,Mpyg-6-004722
ACBK3g00560,Mpyg-6-004719
ACBK3g00561,Mpyg-6-004717
ACBK3g00562,Mpyg-6-004716
ACBK3g00563,Mpyg-6-004715
ACBK3g00564,Mpyg-6-004714
ACBK3g00565,Mpyg-6-004713
ACBK3g00566,.
ACBK3g00567,Mpyg-6-004711
ACBK3g00568,Mpyg-6-004710
ACBK3g00569,.
ACBK3g00570,.
ACBK3g00571,Mpyg-6-004709
ACBK3g00572,Mpyg-6-004708
ACBK3g00573,Mpyg-6-004707
ACBK3g00574,Mpyg-6-004706
ACBK3g00575,Mpyg-6-004705
ACBK3g00576,.
ACBK3g00577,Mpyg-6-004703
ACBK3g00578,Mpyg-6-004701
ACBK3g00579,.
ACBK3g00580,Mpyg-6-004699
ACBK3g00581,Mpyg-6-004698
ACBK3g00582,Mpyg-6-004696
ACBK3g00583,Mpyg-6-004320
ACBK3g00584,Mpyg-6-004319
ACBK3g00585,Mpyg-6-004318
ACBK3g00586,Mpyg-6-004317
ACBK3g00587,Mpyg-6-004316
ACBK3g00588,Mpyg-6-004315
ACBK3g00589,Mpyg-6-004314
ACBK3g00590,.
ACBK3g00591,Mpyg-6-004689
ACBK3g00592,.
ACBK3g00593,Mpyg-6-004313
ACBK3g00594,.
ACBK3g00595,.
ACBK3g00596,Mpyg-6-004688
ACBK3g00597,.
ACBK3g00598,Mpyg-6-004686
ACBK3g00599,Mpyg-6-004685
ACBK3g00600,Mpyg-6-004684
ACBK3g00601,.
ACBK3g00602,Mpyg-6-004681
ACBK3g00603,Mpyg-6-004680
ACBK3g00604,Mpyg-6-004679
ACBK3g00605,.
ACBK3g00606,Mpyg-6-004677
ACBK3g00607,Mpyg-6-004676
ACBK3g00608,Mpyg-6-004675
ACBK3g00609,.
ACBK3g00610,Mpyg-6-004674
ACBK3g00611,Mpyg-6-004673
ACBK3g00612,Mpyg-6-004672
ACBK3g00613,Mpyg-6-004671
ACBK3g00614,Mpyg-6-004670
ACBK3g00615,Mpyg-6-004669
ACBK3g00616,Mpyg-6-004668
ACBK3g00617,Mpyg-6-004667
ACBK3g00618,Mpyg-6-004666
ACBK3g00619,.
ACBK3g00620,Mpyg-6-004665
ACBK3g00621,Mpyg-6-004664
ACBK3g00622,.
ACBK3g00623,Mpyg-6-004662
ACBK3g00624,Mpyg-6-004657
ACBK3g00625,.
ACBK3g00626,.
ACBK3g00627,.
ACBK3g00628,Mpyg-6-004654
ACBK3g00629,Mpyg-6-004653
ACBK3g00630,Mpyg-6-004650
ACBK3g00631,Mpyg-6-004649
ACBK3g00632,Mpyg-6-004648
ACBK3g00633,Mpyg-6-004647
ACBK3g00634,Mpyg-6-004645
ACBK3g00635,.
ACBK3g00636,Mpyg-6-004644
ACBK3g00637,.
ACBK3g00638,Mpyg-6-004642
ACBK3g00639,Mpyg-6-004640
ACBK3g00640,Mpyg-6-004639
ACBK3g00641,Mpyg-6-004636
ACBK3g00642,Mpyg-6-004635
ACBK3g00643,Mpyg-6-004634
ACBK3g00644,.
ACBK3g00645,Mpyg-6-004633
ACBK3g00646,.
ACBK3g00647,Mpyg-6-004631
ACBK3g00648,Mpyg-6-004630
ACBK3g00649,.
ACBK3g00650,Mpyg-6-004629
ACBK3g00651,Mpyg-6-004628
ACBK3g00652,.
ACBK3g00653,.
ACBK3g00654,Mpyg-6-004627
ACBK3g00655,Mpyg-6-004626
ACBK3g00656,Mpyg-6-004625
ACBK3g00657,Mpyg-6-004624
ACBK3g00658,Mpyg-6-004623
ACBK3g00659,Mpyg-6-004622
ACBK3g00660,.
ACBK3g00661,Mpyg-6-004620
ACBK3g00662,Mpyg-6-004619
ACBK3g00663,.
ACBK3g00664,Mpyg-6-004616
ACBK3g00665,Mpyg-6-004615
ACBK3g00666,Mpyg-6-004614
ACBK3g00667,.
ACBK3g00668,Mpyg-6-004613
ACBK3g00669,.
ACBK3g00670,.
ACBK3g00671,Mpyg-6-004612
ACBK3g00672,.
ACBK3g00673,Mpyg-6-004611
ACBK3g00674,Mpyg-6-004610
ACBK3g00675,.
ACBK3g00676,Mpyg-6-004609
ACBK3g00677,Mpyg-6-004608
ACBK3g00678,Mpyg-6-004606
ACBK3g00679,Mpyg-6-004604
ACBK3g00680,Mpyg-6-004603
ACBK3g00681,Mpyg-6-004602
ACBK3g00682,Mpyg-6-004601
ACBK3g00683,Mpyg-6-004600
ACBK3g00684,Mpyg-6-004599
ACBK3g00685,.
ACBK3g00686,Mpyg-6-004598
ACBK3g00687,.
ACBK3g00688,Mpyg-6-004597
ACBK3g00689,Mpyg-6-004596
ACBK3g00690,Mpyg-6-004595
ACBK3g00691,Mpyg-6-004594
ACBK3g00692,.
ACBK3g00693,Mpyg-6-004593
ACBK3g00694,Mpyg-6-004591
ACBK3g00695,Mpyg-6-004590
ACBK3g00696,Mpyg-6-004589
ACBK3g00697,Mpyg-6-004587
ACBK3g00698,Mpyg-6-004586
ACBK3g00699,Mpyg-6-004585
ACBK3g00700,Mpyg-6-004584
ACBK3g00701,Mpyg-6-004583
ACBK3g00702,Mpyg-6-004582
ACBK3g00703,Mpyg-6-004581
ACBK3g00704,Mpyg-6-004580
ACBK3g00705,Mpyg-6-004579
ACBK3g00706,Mpyg-6-004578
ACBK3g00707,Mpyg-6-004576
ACBK3g00708,Mpyg-6-004575
ACBK3g00709,Mpyg-6-004574
ACBK3g00710,.
ACBK3g00711,Mpyg-6-004573
ACBK3g00712,Mpyg-6-004572
ACBK3g00713,Mpyg-6-004571
ACBK3g00714,Mpyg-6-004570
ACBK3g00715,Mpyg-6-004569
ACBK3g00716,Mpyg-6-004567
ACBK3g00717,.
ACBK3g00718,.
ACBK3g00719,Mpyg-6-004565
ACBK3g00720,Mpyg-6-004564
ACBK3g00721,.
ACBK3g00722,Mpyg-6-004563
ACBK3g00723,Mpyg-6-004562
ACBK3g00724,Mpyg-6-004561
ACBK3g00725,Mpyg-6-004560
ACBK3g00726,Mpyg-6-004558
ACBK3g00727,Mpyg-6-004556
ACBK3g00728,Mpyg-6-004555
ACBK3g00729,Mpyg-6-004554
ACBK3g00730,Mpyg-6-004553
ACBK3g00731,.
ACBK3g00732,Mpyg-6-004552
ACBK3g00733,Mpyg-6-004551
ACBK3g00734,Mpyg-6-004550
ACBK3g00735,.
ACBK3g00736,.
ACBK3g00737,.
ACBK3g00738,Mpyg-6-004549
ACBK3g00739,Mpyg-6-004548
ACBK3g00740,.
ACBK3g00741,Mpyg-6-004547
ACBK3g00742,.
ACBK3g00743,Mpyg-6-004546
ACBK3g00744,Mpyg-6-004545
ACBK3g00745,Mpyg-6-004544
ACBK3g00746,Mpyg-6-004543
ACBK3g00747,Mpyg-6-004542
ACBK3g00748,Mpyg-6-004540
ACBK3g00749,.
ACBK3g00750,Mpyg-6-004539
ACBK3g00751,Mpyg-6-004538
ACBK3g00752,Mpyg-6-004537
ACBK3g00753,Mpyg-6-004536
ACBK3g00754,.
ACBK3g00755,Mpyg-6-004535
ACBK3g00756,Mpyg-6-004534
ACBK3g00757,Mpyg-6-004533
ACBK3g00758,Mpyg-6-004532
ACBK3g00759,Mpyg-6-004531
ACBK3g00760,Mpyg-6-004530
ACBK3g00761,Mpyg-6-004529
ACBK3g00762,Mpyg-6-004528
ACBK3g00763,Mpyg-6-004527
ACBK3g00764,Mpyg-6-004525
ACBK3g00765,Mpyg-6-004524
ACBK3g00766,Mpyg-6-004523
ACBK3g00767,Mpyg-6-004522
ACBK3g00768,Mpyg-6-004521
ACBK3g00769,Mpyg-6-004520
ACBK3g00770,Mpyg-6-004519
ACBK3g00771,.
ACBK3g00772,.
ACBK3g00773,Mpyg-6-004518
ACBK3g00774,Mpyg-6-004516
ACBK3g00775,Mpyg-6-004515
ACBK3g00776,Mpyg-6-004514
ACBK3g00777,Mpyg-6-004513
ACBK3g00778,Mpyg-6-004512
ACBK3g00779,Mpyg-6-004509
ACBK3g00780,Mpyg-6-004508
ACBK3g00781,Mpyg-6-004507
ACBK3g00782,Mpyg-6-004506
ACBK3g00783,.
ACBK3g00784,Mpyg-6-004502
ACBK3g00785,.
ACBK3g00786,Mpyg-6-004501
ACBK3g00787,.
ACBK3g00788,Mpyg-6-004500
ACBK3g00789,Mpyg-6-004499
ACBK3g00790,Mpyg-6-004498
ACBK3g00791,Mpyg-6-004497
ACBK3g00792,Mpyg-6-004496
ACBK3g00793,Mpyg-6-004494
ACBK3g00794,.
ACBK3g00795,.
ACBK3g00796,Mpyg-6-004490
ACBK3g00797,Mpyg-6-004489
ACBK3g00798,Mpyg-6-004488
ACBK3g00799,Mpyg-6-004487
ACBK3g00800,Mpyg-6-004486
ACBK3g00801,Mpyg-6-004485
ACBK3g00802,Mpyg-6-004484
ACBK3g00803,Mpyg-6-004483
ACBK3g00804,.
ACBK3g00805,Mpyg-6-004480
ACBK3g00806,Mpyg-6-004479
ACBK3g00807,Mpyg-6-004477
ACBK3g00808,.
ACBK3g00809,Mpyg-6-004476
ACBK3g00810,Mpyg-6-004475
ACBK3g00811,Mpyg-6-004474
ACBK3g00812,Mpyg-6-004473
ACBK3g00813,.
ACBK3g00814,Mpyg-6-004470
ACBK3g00815,Mpyg-6-004469
ACBK3g00816,.
ACBK3g00817,Mpyg-6-004468
ACBK3g00818,Mpyg-6-004467
ACBK3g00819,Mpyg-6-004465
ACBK3g00820,.
ACBK3g00821,Mpyg-6-004463
ACBK3g00822,.
ACBK3g00823,Mpyg-6-004462
ACBK3g00824,Mpyg-6-004461
ACBK3g00825,Mpyg-6-004460
ACBK3g00826,Mpyg-6-004459
ACBK3g00827,Mpyg-6-004458
ACBK3g00828,Mpyg-6-004457
ACBK3g00829,Mpyg-6-004456
ACBK3g00830,Mpyg-6-004455
ACBK3g00831,.
ACBK3g00832,Mpyg-6-004454
ACBK3g00833,Mpyg-6-004453
ACBK3g00834,.
ACBK3g00835,Mpyg-6-004452
ACBK3g00836,Mpyg-6-004451
ACBK3g00837,.
ACBK3g00838,Mpyg-6-004450
ACBK3g00839,Mpyg-6-004449
ACBK3g00840,Mpyg-6-004448
ACBK3g00841,Mpyg-6-004446
ACBK3g00842,Mpyg-6-004445
ACBK3g00843,Mpyg-6-004444
ACBK3g00844,Mpyg-6-004443
ACBK3g00845,Mpyg-6-004442
ACBK3g00846,Mpyg-6-004441
ACBK3g00847,Mpyg-6-004440
ACBK3g00848,Mpyg-6-004439
ACBK3g00849,Mpyg-6-004437
ACBK3g00850,Mpyg-6-004436
ACBK3g00851,.
ACBK3g00852,Mpyg-6-004435
ACBK3g00853,Mpyg-6-004433
ACBK3g00854,Mpyg-6-004432
ACBK3g00855,Mpyg-6-004431
ACBK3g00856,Mpyg-6-004428
ACBK3g00857,Mpyg-6-004427
ACBK3g00858,Mpyg-6-004426
ACBK3g00859,Mpyg-6-004425
ACBK3g00860,.
ACBK3g00861,Mpyg-6-004423
ACBK3g00862,Mpyg-6-004422
ACBK3g00863,Mpyg-6-004421
ACBK3g00864,Mpyg-6-004420
ACBK3g00865,Mpyg-6-004419
ACBK3g00866,Mpyg-6-004418
ACBK3g00867,Mpyg-6-004417
ACBK3g00868,.
ACBK3g00869,.
ACBK3g00870,Mpyg-6-004416
ACBK3g00871,Mpyg-6-004411
ACBK3g00872,.
ACBK3g00873,Mpyg-6-004410
ACBK3g00874,Mpyg-6-004409
ACBK3g00875,.
ACBK3g00876,Mpyg-6-004407
ACBK3g00877,Mpyg-6-004406
ACBK3g00878,Mpyg-6-004405
ACBK3g00879,Mpyg-6-004404
ACBK3g00880,.
ACBK3g00881,.
ACBK3g00882,.
ACBK3g00883,.
ACBK3g00884,.
ACBK3g00885,.
ACBK3g00886,.
ACBK3g00887,.
ACBK3g00888,Mpyg-6-004402
ACBK3g00889,.
ACBK3g00890,.
ACBK3g00891,Mpyg-6-004399
ACBK3g00892,Mpyg-6-004397
ACBK3g00893,.
ACBK3g00894,Mpyg-6-004396
ACBK3g00895,Mpyg-6-004395
ACBK3g00896,.
ACBK3g00897,Mpyg-6-004394
ACBK3g00898,Mpyg-6-004393
ACBK3g00899,Mpyg-6-004392
ACBK3g00900,Mpyg-6-004391
ACBK3g00901,.
ACBK3g00902,Mpyg-6-004390
ACBK3g00903,.
ACBK3g00904,Mpyg-6-004389
ACBK3g00905,Mpyg-6-004388
ACBK3g00906,Mpyg-6-004387
ACBK3g00907,.
ACBK3g00908,Mpyg-6-004386
ACBK3g00909,.
ACBK3g00910,Mpyg-6-004384
ACBK3g00911,Mpyg-6-004383
ACBK3g00912,.
ACBK3g00913,Mpyg-6-004382
ACBK3g00914,Mpyg-6-004381
ACBK3g00915,Mpyg-6-004380
ACBK3g00916,Mpyg-6-004377
ACBK3g00917,.
ACBK3g00918,Mpyg-6-004376
ACBK3g00919,Mpyg-6-004375
ACBK3g00920,Mpyg-6-004374
ACBK3g00921,.
ACBK3g00922,.
ACBK3g00923,.
ACBK3g00924,Mpyg-6-004373
ACBK3g00925,Mpyg-6-004372
ACBK3g00926,.
ACBK3g00927,.
ACBK3g00928,.
ACBK3g00929,.
ACBK3g00930,Mpyg-6-004371
ACBK3g00931,Mpyg-6-004370
ACBK3g00932,Mpyg-6-004369
ACBK3g00933,Mpyg-6-004321
ACBK3g00934,Mpyg-6-004367
ACBK3g00935,Mpyg-6-004322
ACBK3g00936,Mpyg-6-004365
ACBK3g00937,Mpyg-6-004326
ACBK3g00938,Mpyg-6-004327
ACBK3g00939,Mpyg-6-004330
ACBK3g00940,Mpyg-6-004332
ACBK3g00941,.
ACBK3g00942,Mpyg-6-004336
ACBK3g00943,Mpyg-6-004338
ACBK3g00944,Mpyg-6-004339
ACBK3g00945,Mpyg-6-004340
ACBK3g00946,Mpyg-6-004341
ACBK3g00947,Mpyg-6-004342
ACBK3g00948,Mpyg-6-004343
ACBK3g00949,Mpyg-6-004344
ACBK3g00950,Mpyg-6-004345
ACBK3g00951,Mpyg-6-004346
ACBK3g00952,Mpyg-6-004347
ACBK3g00953,.
ACBK3g00954,Mpyg-6-004348
ACBK3g00955,Mpyg-6-004349
ACBK3g00956,Mpyg-6-004350
ACBK3g00957,.
ACBK3g00958,Mpyg-6-004351
ACBK3g00959,Mpyg-6-004352
ACBK3g00960,Mpyg-6-004353
ACBK3g00961,.
ACBK3g00962,Mpyg-6-004354
ACBK3g00963,Mpyg-6-004356
ACBK3g00964,Mpyg-6-004357
ACBK3g00965,Mpyg-6-004358
ACBK3g00966,.
ACBK3g00967,Mpyg-6-004307
ACBK3g00968,.
ACBK3g00969,Mpyg-6-004305
ACBK3g00970,Mpyg-6-004297
ACBK3g00971,Mpyg-6-004296
ACBK3g00972,Mpyg-6-004363
ACBK3g00973,Mpyg-6-004294
ACBK3g00974,.
ACBK3g00975,.
ACBK3g00976,.
ACBK3g00977,Mpyg-6-004291
ACBK3g00978,Mpyg-6-004290
ACBK3g00979,.
ACBK3g00980,Mpyg-6-004289
ACBK3g00981,.
ACBK3g00982,Mpyg-6-004287
ACBK3g00983,Mpyg-6-004286
ACBK3g00984,Mpyg-6-004285
ACBK3g00985,.
ACBK3g00986,Mpyg-6-004284
ACBK3g00987,Mpyg-6-004283
ACBK3g00988,.
ACBK3g00989,.
ACBK3g00990,.
ACBK3g00991,Mpyg-6-004282
ACBK3g00992,Mpyg-6-004281
ACBK3g00993,Mpyg-6-004280
ACBK3g00994,.
ACBK3g00995,Mpyg-6-004279
ACBK3g00996,Mpyg-6-004278
ACBK3g00997,Mpyg-6-004277
ACBK3g00998,Mpyg-6-004276
ACBK3g00999,.
ACBK3g01000,.
ACBK3g01001,.
ACBK3g01002,.
ACBK3g01003,Mpyg-6-004273
ACBK3g01004,Mpyg-6-004271
ACBK3g01005,.
ACBK3g01006,.
ACBK3g01007,.
ACBK3g01008,Mpyg-6-004270
ACBK3g01009,Mpyg-6-004269
ACBK3g01010,Mpyg-6-004268
ACBK3g01011,Mpyg-6-004267
ACBK3g01012,.
ACBK3g01013,.
ACBK3g01014,Mpyg-6-004265
ACBK3g01015,Mpyg-6-004264
ACBK3g01016,Mpyg-6-004263
ACBK3g01017,Mpyg-6-004262
ACBK3g01018,Mpyg-6-004261
ACBK3g01019,.
ACBK3g01020,Mpyg-6-004260
ACBK3g01021,Mpyg-6-004259
ACBK3g01022,Mpyg-2-001497
ACBK3g01023,.
ACBK3g01024,.
ACBK3g01025,Mpyg-2-001498
ACBK3g01026,Mpyg-2-001499
ACBK3g01027,Mpyg-2-001500
ACBK3g01028,.
ACBK3g01029,Mpyg-2-001506
ACBK3g01030,Mpyg-2-001507
ACBK3g01031,Mpyg-2-001508
ACBK3g01032,Mpyg-2-001510
ACBK3g01033,Mpyg-2-001511
ACBK3g01034,Mpyg-2-001512
ACBK3g01035,Mpyg-2-001513
ACBK3g01036,Mpyg-2-001514
ACBK3g01037,Mpyg-2-001516
ACBK3g01038,Mpyg-2-001517
ACBK3g01039,.
ACBK3g01040,Mpyg-6-004242
ACBK3g01041,Mpyg-6-004241
ACBK3g01042,Mpyg-6-004240
ACBK3g01043,Mpyg-6-004239
ACBK3g01044,Mpyg-6-004238
ACBK3g01045,Mpyg-6-004237
ACBK3g01046,Mpyg-6-004236
ACBK3g01047,Mpyg-6-004235
ACBK3g01048,Mpyg-6-004232
ACBK3g01049,Mpyg-6-004231
ACBK3g01050,.
ACBK3g01051,Mpyg-6-004230
ACBK3g01052,Mpyg-6-004229
ACBK3g01053,Mpyg-6-004228
ACBK3g01054,Mpyg-6-004227
ACBK3g01055,Mpyg-6-004226
ACBK3g01056,Mpyg-6-004225
ACBK3g01057,Mpyg-6-004224
ACBK3g01058,.
ACBK3g01059,Mpyg-6-004223
ACBK3g01060,Mpyg-6-004222
ACBK3g01061,.
ACBK3g01062,Mpyg-6-004221
ACBK3g01063,Mpyg-6-004220
ACBK3g01064,Mpyg-6-004219
ACBK3g01065,Mpyg-6-004218
ACBK3g01066,Mpyg-6-004217
ACBK3g01067,Mpyg-6-004216
ACBK3g01068,Mpyg-6-004215
ACBK3g01069,Mpyg-6-004214
ACBK3g01070,Mpyg-6-004213
ACBK3g01071,Mpyg-6-004212
ACBK3g01072,.
ACBK3g01073,.
ACBK3g01074,.
ACBK3g01075,Mpyg-6-004210
ACBK3g01076,Mpyg-6-004209
ACBK3g01077,.
ACBK3g01078,Mpyg-6-004208
ACBK3g01079,Mpyg-6-004207
ACBK3g01080,Mpyg-6-004206
ACBK3g01081,Mpyg-6-004205
ACBK3g01082,Mpyg-6-004204
ACBK3g01083,Mpyg-6-004203
ACBK3g01084,Mpyg-6-004202
ACBK3g01085,Mpyg-6-004201
ACBK3g01086,Mpyg-6-004200
ACBK3g01087,Mpyg-6-004199
ACBK3g01088,Mpyg-6-004198
ACBK3g01089,.
ACBK3g01090,Mpyg-6-004197
ACBK3g01091,.
ACBK3g01092,.
ACBK3g01093,Mpyg-6-004195
ACBK3g01094,Mpyg-6-004194
ACBK3g01095,Mpyg-6-004193
ACBK3g01096,Mpyg-6-004192
ACBK3g01097,Mpyg-6-004191
ACBK3g01098,Mpyg-6-004190
ACBK3g01099,Mpyg-6-004189
ACBK3g01100,.
ACBK3g01101,Mpyg-6-004188
ACBK3g01102,Mpyg-6-004187
ACBK3g01103,Mpyg-6-004186
ACBK3g01104,Mpyg-6-004185
ACBK3g01105,Mpyg-6-004184
ACBK3g01106,.
ACBK3g01107,.
ACBK3g01108,.
ACBK3g01109,Mpyg-6-004183
ACBK3g01110,Mpyg-6-004181
ACBK3g01111,Mpyg-6-004180
ACBK3g01112,Mpyg-6-004179
ACBK3g01113,Mpyg-6-004178
ACBK3g01114,.
ACBK3g01115,Mpyg-6-004177
ACBK3g01116,Mpyg-6-004176
ACBK3g01117,Mpyg-6-004175
ACBK3g01118,Mpyg-6-004173
ACBK3g01119,Mpyg-6-004172
ACBK3g01120,Mpyg-6-004171
ACBK3g01121,Mpyg-6-004170
ACBK3g01122,Mpyg-6-004169
ACBK3g01123,Mpyg-6-004168
ACBK3g01124,Mpyg-6-004167
ACBK3g01125,Mpyg-6-004166
ACBK3g01126,.
ACBK3g01127,.
ACBK3g01128,Mpyg-6-004165
ACBK3g01129,Mpyg-6-004164
ACBK3g01130,Mpyg-6-004163
ACBK3g01131,Mpyg-6-004162
ACBK3g01132,Mpyg-6-004161
ACBK3g01133,Mpyg-6-004160
ACBK3g01134,Mpyg-6-004159
ACBK3g01135,.
ACBK3g01136,.
ACBK3g01137,Mpyg-6-004158
ACBK3g01138,Mpyg-6-004156
ACBK3g01139,Mpyg-6-004155
ACBK3g01140,Mpyg-6-004154
ACBK3g01141,Mpyg-6-004153
ACBK3g01142,.
ACBK3g01143,.
ACBK3g01144,.
ACBK3g01145,Mpyg-6-004152
ACBK3g01146,Mpyg-6-004151
ACBK3g01147,Mpyg-6-004150
ACBK3g01148,.
ACBK3g01149,Mpyg-6-004149
ACBK3g01150,Mpyg-6-004148
ACBK3g01151,.
ACBK3g01152,Mpyg-6-004146
ACBK3g01153,Mpyg-6-004145
ACBK3g01154,Mpyg-6-004143
ACBK3g01155,.
ACBK3g01156,Mpyg-6-004142
ACBK3g01157,Mpyg-6-004141
ACBK3g01158,Mpyg-6-004140
ACBK3g01159,.
ACBK3g01160,Mpyg-6-004139
ACBK3g01161,Mpyg-6-004138
ACBK3g01162,Mpyg-6-004137
ACBK3g01163,Mpyg-6-004136
ACBK3g01164,Mpyg-6-004135
ACBK3g01165,.
ACBK3g01166,Mpyg-6-004133
ACBK3g01167,Mpyg-6-004132
ACBK3g01168,Mpyg-6-004131
ACBK3g01169,Mpyg-6-004130
ACBK3g01170,.
ACBK3g01171,Mpyg-6-004129
ACBK3g01172,.
ACBK3g01173,Mpyg-6-004128
ACBK3g01174,.
ACBK3g01175,Mpyg-6-004119
ACBK3g01176,Mpyg-6-004118
ACBK3g01177,Mpyg-6-004117
ACBK3g01178,Mpyg-6-004116
ACBK3g01179,Mpyg-6-004115
ACBK3g01180,Mpyg-6-004114
ACBK3g01181,Mpyg-6-004112
ACBK3g01182,Mpyg-6-004109
ACBK3g01183,Mpyg-6-004108
ACBK3g01184,Mpyg-6-004107
ACBK3g01185,Mpyg-6-004106
ACBK3g01186,Mpyg-6-004105
ACBK3g01187,Mpyg-6-004103
ACBK3g01188,.
ACBK3g01189,Mpyg-6-004101
ACBK3g01190,Mpyg-6-004100
ACBK3g01191,Mpyg-6-004099
ACBK3g01192,Mpyg-6-004098
ACBK3g01193,.
ACBK3g01194,Mpyg-6-004097
ACBK3g01195,Mpyg-6-004095
ACBK3g01196,Mpyg-6-004094
ACBK3g01197,Mpyg-6-004093
ACBK3g01198,Mpyg-6-004092
ACBK3g01199,Mpyg-6-004091
ACBK3g01200,.
ACBK3g01201,Mpyg-6-004089
ACBK3g01202,Mpyg-6-004088
ACBK3g01203,Mpyg-6-004087
ACBK3g01204,.
ACBK3g01205,Mpyg-6-004086
ACBK3g01206,.
ACBK3g01207,.
ACBK3g01208,.
ACBK3g01209,Mpyg-6-004085
ACBK3g01210,Mpyg-6-004084
ACBK3g01211,.
ACBK3g01212,Mpyg-6-004079
ACBK3g01213,Mpyg-6-004078
ACBK3g01214,Mpyg-6-004077
ACBK3g01215,.
ACBK3g01216,Mpyg-6-004076
ACBK3g01217,Mpyg-6-004075
ACBK3g01218,Mpyg-6-004074
ACBK3g01219,.
ACBK3g01220,Mpyg-6-004073
ACBK3g01221,.
ACBK3g01222,Mpyg-6-004072
ACBK3g01223,Mpyg-6-004071
ACBK3g01224,Mpyg-6-004070
ACBK3g01225,Mpyg-6-004069
ACBK3g01226,Mpyg-6-004068
ACBK3g01227,Mpyg-6-004067
ACBK3g01228,Mpyg-6-004066
ACBK3g01229,Mpyg-6-004065
ACBK3g01230,Mpyg-6-004064
ACBK3g01231,Mpyg-6-004063
ACBK3g01232,Mpyg-6-004062
ACBK3g01233,Mpyg-6-004061
ACBK3g01234,.
ACBK3g01235,.
ACBK3g01236,.
ACBK3g01237,.
ACBK3g01238,.
ACBK3g01239,.
ACBK3g01240,.
ACBK3g01241,Mpyg-6-004060
ACBK3g01242,Mpyg-6-004059
ACBK3g01243,.
ACBK3g01244,.
ACBK3g01245,Mpyg-6-004057
ACBK3g01246,Mpyg-6-004054
ACBK3g01247,Mpyg-6-004053
ACBK3g01248,.
ACBK3g01249,Mpyg-6-004052
ACBK3g01250,.
ACBK3g01251,Mpyg-6-004050
ACBK3g01252,.
ACBK3g01253,.
ACBK3g01254,Mpyg-6-004049
ACBK3g01255,Mpyg-6-004048
ACBK3g01256,Mpyg-6-004047
ACBK3g01257,Mpyg-6-004046
ACBK3g01258,Mpyg-6-004045
ACBK3g01259,Mpyg-6-004042
ACBK3g01260,.
ACBK3g01261,Mpyg-6-004041
ACBK3g01262,.
ACBK3g01263,.
ACBK3g01264,.
ACBK3g01265,Mpyg-6-004040
ACBK3g01266,.
ACBK3g01267,Mpyg-6-004039
ACBK3g01268,Mpyg-6-004038
ACBK3g01269,Mpyg-6-004037
ACBK3g01270,Mpyg-6-004036
ACBK3g01271,.
ACBK3g01272,.
ACBK3g01273,Mpyg-6-004034
ACBK3g01274,Mpyg-6-004033
ACBK3g01275,Mpyg-6-004032
ACBK3g01276,.
ACBK3g01277,.
ACBK3g01278,Mpyg-6-004031
ACBK3g01279,.
ACBK3g01280,Mpyg-6-004030
ACBK3g01281,.
ACBK3g01282,Mpyg-6-004028
ACBK3g01283,.
ACBK3g01284,Mpyg-6-004027
ACBK3g01285,Mpyg-6-004026
ACBK3g01286,.
ACBK3g01287,Mpyg-6-004022
ACBK3g01288,Mpyg-6-004021
ACBK3g01289,Mpyg-6-004020
ACBK3g01290,.
ACBK3g01291,Mpyg-6-004018
ACBK3g01292,.
ACBK3g01293,Mpyg-6-004017
ACBK3g01294,Mpyg-6-004016
ACBK3g01295,Mpyg-6-004015
ACBK3g01296,Mpyg-6-004014
ACBK3g01297,Mpyg-6-004013
ACBK3g01298,.
ACBK3g01299,Mpyg-6-004012
ACBK3g01300,Mpyg-6-004011
ACBK3g01301,Mpyg-6-004010
ACBK3g01302,Mpyg-6-004009
ACBK3g01303,Mpyg-6-004008
ACBK3g01304,.
ACBK3g01305,Mpyg-6-004007
ACBK3g01306,.
ACBK3g01307,.
ACBK3g01308,Mpyg-6-004005
ACBK3g01309,Mpyg-6-004004
ACBK3g01310,Mpyg-6-004003
ACBK3g01311,Mpyg-6-004002
ACBK3g01312,Mpyg-6-004001
ACBK3g01313,.
ACBK3g01314,.
ACBK3g01315,.
ACBK3g01316,Mpyg-6-004000
ACBK3g01317,.
ACBK3g01318,Mpyg-6-003999
ACBK3g01319,Mpyg-6-003998
ACBK3g01320,Mpyg-6-003997
ACBK3g01321,Mpyg-6-003996
ACBK3g01322,Mpyg-6-003995
ACBK3g01323,Mpyg-6-003992
ACBK3g01324,Mpyg-6-003991
ACBK3g01325,Mpyg-6-003990
ACBK3g01326,Mpyg-6-003989
ACBK3g01327,Mpyg-6-003986
ACBK3g01328,Mpyg-6-003985
ACBK3g01329,Mpyg-6-003984
ACBK3g01330,Mpyg-6-003983
ACBK3g01331,.
