,Aare-4-000003,Aha-4-000001,Alsp-4-000002,Aru-a04-002343,,Asu-2-001210,Asu-9-000006,Ath-2-001391,,,Cen-7-002886,Cen-10-002845,Cfle-4-002886,Chivh-2-004894,Cla-7-02636,Cne-2-003890,Cpl-320-000004,Crub-4-000001,Csa-9-003557,Csa-7-002974,Csa-16-002824,Eche-7-002234,Esal-3-000009,Iind-5-003179,Mpe-12-000003,Mpyg-2-000094,Spar-4-000006,Tar-4-002763,,,
Aara-5-000674,.,Aha-4-001015,Alsp-4-001081,.,.,Asu-2-002000,Asu-9-001170,Ath-2-002196,.,Bst-4-000790,Cen-3-000994,Cen-10-001933,Cfle-4-001971,Chivh-4-002795,Cla-7-01932,Cne-2-001355,Cpl-393-001632,Crub-4-000948,Csa-5-002325,.,Csa-16-001067,Eche-7-001691,Esal-3-001201,Iind-5-001873,Mpe-3-000299,Mpyg-2-001978,.,Tar-4-001773,,,
.,.,.,.,.,Aru-b04-001693,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000949,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,Alsp-4-001082,.,Aru-b04-001692,Asu-2-002001,Asu-9-001171,Ath-2-002197,.,.,Cen-3-000996,Cen-10-001932,.,.,Cla-7-01934,Cne-2-001351,.,Crub-4-000950,Csa-5-002324,Csa-7-001110,.,.,.,.,.,.,.,.,,,
Aara-5-000673,.,Aha-4-001018,Alsp-4-001083,.,.,Asu-2-002002,Asu-9-001173,Ath-2-002198,.,.,Cen-3-000997,Cen-10-001929,.,.,Cla-7-01935,.,Cpl-393-001631,Crub-4-000951,Csa-5-002323,Csa-7-001109,Csa-16-001066,Eche-7-001690,Esal-3-001204,Iind-5-001872,Mpe-3-000300,Mpyg-2-001981,Spar-4-001961,Tar-4-001772,,,
Aara-5-000669,.,Aha-4-001021,Alsp-4-001085,.,.,Asu-2-002004,Asu-9-001176,Ath-2-002200,.,.,Cen-3-000998,.,.,Chivh-4-002788,Cla-7-01938,Cne-2-001347,.,Crub-4-000952,Csa-5-002322,Csa-7-001108,Csa-16-001065,.,.,.,Mpe-3-000302,Mpyg-2-001985,Spar-4-001959,.,,,
Aara-5-000668,Aare-4-000971,Aha-4-001022,Alsp-4-001086,.,Aru-b04-001689,.,Asu-9-001177,Ath-2-002201,.,.,Cen-3-000999,Cen-10-001925,Cfle-4-001968,Chivh-4-002786,Cla-7-01939,Cne-2-001346,Cpl-393-001629,Crub-4-000953,Csa-5-002321,Csa-7-001107,.,Eche-7-001687,Esal-3-001207,Iind-5-001870,Mpe-3-000303,Mpyg-2-001986,.,Tar-4-001768,,,
Aara-5-000665,Aare-4-000972,Aha-4-001023,Alsp-4-001087,Aru-a04-001689,Aru-b04-001687,Asu-2-002006,Asu-9-001178,Ath-2-002203,Bdiv-4-002075,Bst-4-000784,.,Cen-10-001924,Cfle-4-001967,Chivh-4-002785,Cla-7-01942,Cne-2-001345,.,Crub-4-000954,Csa-5-002320,Csa-7-001105,.,Eche-7-001686,Esal-3-001208,Iind-5-001869,Mpe-3-000304,.,.,Tar-4-001767,,,
Aara-5-000664,Aare-4-000973,Aha-4-001024,Alsp-4-001088,Aru-a04-001688,Aru-b04-001686,Asu-2-002007,Asu-9-001179,Ath-2-002204,Bdiv-4-002076,Bst-4-000783,Cen-3-001000,Cen-10-001923,Cfle-4-001966,Chivh-4-002784,Cla-7-01943,Cne-2-001343,Cpl-393-001628,Crub-4-000955,Csa-5-002318,Csa-7-001104,Csa-16-001064,Eche-7-001685,Esal-3-001209,Iind-5-001868,Mpe-3-000305,Mpyg-2-001987,Spar-4-001957,Tar-4-001766,,,
Aara-5-000663,Aare-4-000974,Aha-4-001026,Alsp-4-001089,.,.,Asu-2-002008,Asu-9-001180,Ath-2-002205,Bdiv-4-002077,Bst-4-000781,Cen-3-001002,Cen-10-001922,Cfle-4-001965,Chivh-4-002783,Cla-7-01944,Cne-2-001341,Cpl-393-001627,Crub-4-000956,Csa-5-002317,Csa-7-001102,Csa-16-001063,Eche-7-001684,Esal-3-001210,.,Mpe-3-000306,Mpyg-2-001988,Spar-4-001956,Tar-4-001765,,,
Aara-5-000662,.,Aha-4-001027,Alsp-4-001090,Aru-a04-001687,Aru-b04-001685,Asu-2-002009,Asu-9-001181,Ath-2-002206,.,.,Cen-3-001003,Cen-10-001921,Cfle-4-001964,Chivh-4-002782,Cla-7-01945,Cne-2-001340,Cpl-393-001626,Crub-4-000957,Csa-5-002316,Csa-7-001101,Csa-16-001062,Eche-7-001683,Esal-3-001211,Iind-5-001867,Mpe-3-000307,Mpyg-2-001989,Spar-4-001955,Tar-4-001764,,,
Aara-5-000661,Aare-4-000975,Aha-4-001028,Alsp-4-001091,Aru-a04-001686,Aru-b04-001684,Asu-2-002010,Asu-9-001186,Ath-2-002207,Bdiv-4-002078,Bst-4-000780,Cen-3-001005,Cen-10-001920,Cfle-4-001963,Chivh-4-002781,Cla-7-01946,Cne-2-001337,Cpl-393-001625,Crub-4-000958,Csa-5-002315,Csa-7-001100,Csa-16-001061,Eche-7-001682,Esal-3-001213,Iind-5-001863,Mpe-3-000311,Mpyg-2-001990,Spar-4-001954,Tar-4-001760,,,
.,Aare-4-000976,Aha-4-001030,Alsp-4-001092,.,.,.,Asu-9-001188,Ath-2-002208,.,.,.,.,.,Chivh-4-002779,.,Cne-2-001335,.,Crub-4-000959,Csa-5-002313,Csa-7-001098,Csa-16-001060,.,.,.,.,.,.,.,,,
Aara-5-000659,Aare-4-000977,Aha-4-001031,Alsp-4-001093,Aru-a04-001685,Aru-b04-001683,.,Asu-9-001189,Ath-2-002209,Bdiv-4-002082,Bst-4-000778,Cen-3-001007,Cen-10-001916,.,Chivh-4-002778,Cla-7-01949,Cne-2-001334,Cpl-393-001624,Crub-4-000960,Csa-5-002312,Csa-7-001097,Csa-16-001059,.,Esal-3-001214,Iind-5-001862,Mpe-3-000312,Mpyg-2-001991,Spar-4-001953,Tar-4-001759,,,
Aara-5-000658,Aare-4-000979,Aha-4-001032,Alsp-4-001094,Aru-a04-001682,Aru-b04-001681,Asu-2-002011,Asu-9-001190,Ath-2-002210,Bdiv-4-002083,Bst-4-000777,Cen-3-001009,Cen-10-001914,Cfle-4-001959,Chivh-4-002769,Cla-7-01950,Cne-2-001330,Cpl-393-001623,Crub-4-000961,Csa-5-002310,Csa-7-001095,Csa-16-001052,.,Esal-3-001215,Iind-5-001861,Mpe-3-000313,Mpyg-2-001992,Spar-4-001952,Tar-4-001758,,,
.,.,Aha-4-001034,Alsp-4-001095,.,.,Asu-2-002012,Asu-9-001191,Ath-2-002211,.,.,Cen-3-001010,Cen-10-001913,Cfle-4-001958,Chivh-4-002765,.,Cne-2-001328,.,Crub-4-000962,Csa-5-002309,Csa-7-001094,Csa-16-001051,.,.,.,.,.,.,.,,,
.,Aare-4-000981,Aha-4-001036,Alsp-4-001096,.,.,Asu-2-002014,Asu-9-001192,Ath-2-002213,Bdiv-4-002085,Bst-4-000773,Cen-3-001011,Cen-10-001912,Cfle-4-001956,Chivh-4-002759,.,Cne-2-001319,.,Crub-4-000963,Csa-5-002303,Csa-7-001091,Csa-16-001047,Eche-7-001676,Esal-3-001216,.,Mpe-3-000314,.,.,Tar-4-001757,,,
Aara-5-000657,Aare-4-000982,Aha-4-001037,Alsp-4-001097,.,Aru-b04-001680,Asu-2-002015,Asu-9-001194,Ath-2-002214,.,.,Cen-3-001012,Cen-10-001910,.,.,Cla-7-01952,.,Cpl-393-001622,Crub-4-000964,Csa-5-002302,Csa-7-001090,Csa-16-001046,Eche-7-001674,Esal-3-001217,Iind-5-001860,Mpe-3-000316,Mpyg-2-001994,Spar-4-001951,Tar-4-001756,,,
Aara-5-000656,Aare-4-000983,Aha-4-001038,Alsp-4-001098,Aru-a04-001681,Aru-b04-001679,Asu-2-002016,Asu-9-001195,Ath-2-002215,Bdiv-4-002086,Bst-4-000772,Cen-3-001013,Cen-10-001906,Cfle-4-001954,Chivh-4-002757,Cla-7-01953,Cne-2-001318,Cpl-393-001621,Crub-4-000965,Csa-5-002299,Csa-7-001089,Csa-16-001043,Eche-7-001673,.,Iind-5-001859,Mpe-3-000317,Mpyg-2-001995,Spar-4-001950,Tar-4-001755,,,
Aara-5-000654,Aare-4-000985,Aha-4-001039,Alsp-4-001099,.,Aru-b04-001678,Asu-2-002017,Asu-9-001196,Ath-2-002216,Bdiv-4-002088,Bst-4-000771,Cen-3-001014,Cen-10-001905,Cfle-4-001953,Chivh-4-002756,Cla-7-01954,Cne-2-001314,Cpl-393-001620,Crub-4-000966,Csa-5-002297,Csa-7-001087,Csa-16-001042,Eche-7-001672,Esal-3-001218,Iind-5-001858,Mpe-3-000318,Mpyg-2-001997,Spar-4-001949,Tar-4-001754,,,
Aara-5-000653,Aare-4-000986,Aha-4-001040,Alsp-4-001100,.,Aru-b04-001677,Asu-2-002018,Asu-9-001197,Ath-2-002217,Bdiv-4-002089,Bst-4-000770,Cen-3-001015,Cen-10-001904,Cfle-4-001952,Chivh-4-002755,Cla-7-01955,Cne-2-001313,Cpl-393-001619,Crub-4-000967,Csa-5-002296,Csa-7-001086,Csa-16-001041,Eche-7-001671,Esal-3-001219,Iind-5-001857,Mpe-3-000319,Mpyg-2-001998,Spar-4-001948,Tar-4-001753,,,
Aara-5-000652,Aare-4-000987,Aha-4-001041,Alsp-4-001101,.,.,.,Asu-9-001198,Ath-2-002218,Bdiv-4-002090,Bst-4-000769,.,Cen-10-001903,.,Chivh-4-002754,Cla-7-01956,Cne-2-001312,Cpl-393-001618,Crub-4-000968,.,Csa-7-001085,Csa-16-001040,Eche-7-001670,Esal-3-001220,Iind-5-001856,Mpe-3-000320,.,.,Tar-4-001752,,,
.,Aare-4-000988,Aha-4-001042,Alsp-4-001104,.,.,Asu-2-002019,Asu-9-001200,Ath-2-002219,Bdiv-4-002091,Bst-4-000768,Cen-3-001017,Cen-10-001902,Cfle-4-001950,Chivh-4-002753,Cla-7-01957,Cne-2-001309,Cpl-393-001617,Crub-4-000969,Csa-5-002295,Csa-7-001084,Csa-16-001038,.,Esal-3-001221,Iind-5-001855,Mpe-3-000321,Mpyg-2-001999,Spar-4-001946,Tar-4-001747,,,
Aara-5-000651,Aare-4-000989,Aha-4-001043,Alsp-4-001105,Aru-a04-001679,Aru-b04-001676,Asu-2-002020,Asu-9-001201,Ath-2-002220,Bdiv-4-002092,Bst-4-000767,Cen-3-001018,Cen-10-001901,Cfle-4-001949,Chivh-4-002752,Cla-7-01958,Cne-2-001308,Cpl-393-001616,Crub-4-000970,Csa-5-002294,Csa-7-001083,Csa-16-001037,Eche-7-001668,Esal-3-001222,.,.,Mpyg-2-002000,Spar-4-001945,Tar-4-001746,,,
.,Aare-4-000990,Aha-4-001044,Alsp-4-001106,Aru-a04-001675,Aru-b04-001675,Asu-2-002021,Asu-9-001203,Ath-2-002221,Bdiv-4-002093,Bst-4-000766,Cen-3-001019,Cen-10-001900,Cfle-4-001948,Chivh-4-002751,Cla-7-01959,Cne-2-001307,Cpl-393-001615,Crub-4-000971,Csa-5-002293,Csa-7-001082,Csa-16-001036,Eche-7-001667,Esal-3-001223,.,Mpe-3-000322,Mpyg-2-002001,Spar-4-001944,Tar-4-001745,,,
Aara-5-000650,Aare-4-000993,.,Alsp-4-001107,.,Aru-b04-001674,Asu-2-002022,Asu-9-001204,Ath-2-002222,Bdiv-4-002095,Bst-4-000765,Cen-3-001020,.,Cfle-4-001947,Chivh-4-002748,Cla-7-01961,Cne-2-001303,.,Crub-4-000972,Csa-5-002292,Csa-7-001080,Csa-16-001035,.,Esal-3-001224,Iind-5-001853,Mpe-3-000323,.,.,Tar-4-001744,,,
Aara-5-000647,Aare-4-000998,Aha-4-001045,Alsp-4-001108,Aru-a04-001672,.,Asu-2-002023,Asu-9-001205,Ath-2-002223,Bdiv-4-002100,,.,.,.,.,Cla-7-01963,Cne-2-001301,.,Crub-4-000973,Csa-5-002290,.,Csa-16-001033,.,Esal-3-001225,Iind-5-001852,Mpe-3-000324,.,.,Tar-4-001743,,,
.,.,Aha-4-001047,Alsp-4-001109,Aru-a04-001671,Aru-b04-001673,.,.,.,,,Cen-3-001021,.,.,.,Cla-7-01964,.,.,Crub-4-000974,.,Csa-7-001079,.,.,Esal-3-001228,.,.,.,.,.,,,
.,Aare-4-001001,Aha-4-001048,.,.,.,.,Asu-9-001206,Ath-2-002224,,,Cen-3-001022,.,Cfle-4-001941,.,Cla-7-01965,.,.,Crub-4-000975,Csa-5-002289,.,Csa-16-001032,Eche-7-001665,Esal-3-001230,Iind-5-001850,Mpe-3-000325,.,.,Tar-4-001742,,,
Aara-5-000646,Aare-4-001002,Aha-4-001051,Alsp-4-001110,Aru-a04-001670,.,.,Asu-9-001208,Ath-2-002225,,,Cen-3-001023,.,.,.,Cla-7-01967,.,.,Crub-4-000976,Csa-5-002288,Csa-7-001078,Csa-16-001029,.,Esal-3-001231,Iind-5-001846,Mpe-3-000326,.,.,Tar-4-001740,,,
.,Aare-4-001003,Aha-4-001052,.,Aru-a04-001669,.,Asu-2-002024,Asu-9-001210,.,Bdiv-4-001948,Bst-4-000899,.,Cen-10-001899,Cfle-4-001935,Chivh-4-002740,Cla-7-01968,Cne-2-001297,.,Crub-4-000977,Csa-5-002287,Csa-7-001076,Csa-16-001028,.,.,Iind-5-001845,Mpe-3-000328,.,.,Tar-4-001737,,,
Aara-5-000645,Aare-4-001004,Aha-4-001054,Alsp-4-001112,Aru-a04-001668,Aru-b04-001670,Asu-2-002025,Asu-9-001211,Ath-2-002226,Bdiv-4-001947,Bst-4-000900,Cen-3-001024,Cen-10-001898,Cfle-4-001934,Chivh-4-002739,Cla-7-01969,Cne-2-001296,Cpl-393-001614,Crub-4-000978,Csa-5-002286,Csa-7-001075,Csa-16-001027,.,Esal-3-001232,Iind-5-001842,Mpe-3-000332,Mpyg-2-002003,Spar-4-001943,Tar-4-001736,,,
Aara-5-000644,Aare-4-001005,Aha-4-001055,Alsp-4-001113,Aru-a04-001667,Aru-b04-001669,Asu-2-002026,Asu-9-001212,Ath-2-002227,Bdiv-4-001946,Bst-4-000901,Cen-3-001025,.,.,Chivh-4-002738,Cla-7-01970,Cne-2-001295,Cpl-393-001613,Crub-4-000979,Csa-5-002285,Csa-7-001074,Csa-16-001026,Eche-7-001661,Esal-3-001233,Iind-5-001841,Mpe-3-000333,Mpyg-2-002005,Spar-4-001942,Tar-4-001735,,,
.,.,.,Alsp-4-001114,.,.,Asu-2-002027,.,Ath-2-002228,Bdiv-4-001945,Bst-4-000902,.,.,.,Chivh-4-002737,Cla-7-01971,Cne-2-001294,.,Crub-4-000980,Csa-5-002284,Csa-7-001073,Csa-16-001025,.,.,.,.,.,.,.,,,
Aara-5-000643,Aare-4-001007,Aha-4-001057,Alsp-4-001115,Aru-a04-001666,Aru-b04-001668,Asu-2-002028,Asu-9-001213,Ath-2-002229,.,Bst-4-000903,Cen-3-001028,Cen-10-001897,.,Chivh-4-002736,Cla-7-01972,Cne-2-001293,.,Crub-4-000981,Csa-5-002283,Csa-7-001072,Csa-16-001023,.,Esal-3-001235,Iind-5-001840,Mpe-3-000334,Mpyg-2-002006,.,Tar-4-001734,,,
Aara-5-000642,Aare-4-001008,Aha-4-001058,Alsp-4-001116,Aru-a04-001665,Aru-b04-001667,Asu-2-002029,Asu-9-001214,Ath-2-002230,.,Bst-4-000904,Cen-3-001029,Cen-10-001896,Cfle-4-001930,Chivh-4-002735,Cla-7-01973,Cne-2-001292,Cpl-393-001611,Crub-4-000982,Csa-5-002282,Csa-7-001071,Csa-16-001022,Eche-7-001660,Esal-3-001236,Iind-5-001839,Mpe-3-000335,Mpyg-2-002008,Spar-4-001940,Tar-4-001733,,,
.,Aare-4-001009,Aha-4-001059,Alsp-4-001117,Aru-a04-001664,Aru-b04-001666,Asu-2-002030,Asu-9-001215,Ath-2-002231,.,.,Cen-3-001030,Cen-10-001895,Cfle-4-001928,Chivh-4-002734,Cla-7-01974,Cne-2-001291,Cpl-393-001610,Crub-4-000983,Csa-5-002281,Csa-7-001070,Csa-16-001021,.,Esal-3-001237,Iind-5-001838,Mpe-3-000336,Mpyg-2-002009,Spar-4-001939,Tar-4-001732,,,
.,Aare-4-001010,Aha-4-001060,Alsp-4-001118,.,.,Asu-2-002031,Asu-9-001216,Ath-2-002232,Bdiv-4-001941,Bst-4-000906,Cen-3-001031,Cen-10-001893,Cfle-4-001927,Chivh-4-002732,.,Cne-2-001289,Cpl-393-001609,Crub-4-000984,Csa-5-002279,Csa-7-001068,Csa-16-001019,.,Esal-3-001238,.,Mpe-3-000337,Mpyg-2-002010,Spar-4-001938,Tar-4-001727,,,
Aara-5-000641,.,Aha-4-001061,Alsp-4-001119,Aru-a04-001663,Aru-b04-001665,Asu-2-002032,Asu-9-001217,Ath-2-002233,Bdiv-4-001940,.,Cen-3-001032,Cen-10-001892,.,Chivh-4-002731,Cla-7-01975,Cne-2-001288,.,Crub-4-000985,Csa-5-002278,Csa-7-001067,Csa-16-001018,Eche-7-001655,Esal-3-001239,Iind-5-001836,Mpe-3-000338,Mpyg-2-002011,.,Tar-4-001726,,,
Aara-5-000640,Aare-4-001012,Aha-4-001062,Alsp-4-001120,Aru-a04-001662,Aru-b04-001663,Asu-2-002033,Asu-9-001219,Ath-2-002234,Bdiv-4-001939,Bst-4-000908,Cen-3-001033,Cen-10-001891,Cfle-4-001925,Chivh-4-002730,Cla-7-01976,Cne-2-001287,Cpl-393-001607,Crub-4-000986,Csa-5-002277,Csa-7-001066,Csa-16-001017,Eche-7-001653,Esal-3-001244,Iind-5-001835,Mpe-3-000339,Mpyg-2-002013,Spar-4-001937,Tar-4-001725,,,
.,.,.,.,.,Aru-b04-001662,Asu-2-002034,Asu-9-001222,Ath-2-002235,.,.,Cen-3-001035,.,Cfle-4-001924,.,Cla-7-01977,Cne-2-001286,.,Crub-4-000987,Csa-5-002276,Csa-7-001065,Csa-16-001016,.,.,Iind-5-001834,Mpe-3-000340,.,.,Tar-4-001723,,,
.,Aare-4-001014,Aha-4-001065,.,Aru-a04-001661,Aru-b04-001661,Asu-2-002035,.,Ath-2-002236,.,.,Cen-3-001037,.,Cfle-4-001923,Chivh-4-002728,Cla-7-01978,.,.,Crub-4-000988,Csa-5-002275,Csa-7-001064,Csa-16-001015,.,Esal-3-001245,Iind-5-001832,Mpe-3-000341,.,.,Tar-4-001720,,,
.,.,.,.,Aru-a04-001660,Aru-b04-001659,Asu-2-002036,Asu-9-001223,Ath-2-002237,Bdiv-4-001936,Bst-4-000911,Cen-3-001038,.,Cfle-4-001922,Chivh-4-002726,Cla-7-01979,Cne-2-001284,.,Crub-4-000989,Csa-5-002274,Csa-7-001063,Csa-16-001014,.,Esal-3-001246,.,.,Mpyg-2-002015,.,Tar-4-001718,,,
.,.,Aha-4-001066,Alsp-4-001122,.,.,.,.,.,.,.,Cen-3-001039,.,.,.,.,.,.,Crub-4-000990,.,.,.,Eche-7-001651,.,.,.,.,.,Tar-4-001717,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Aara-5-000639,.,Aha-4-001069,.,.,Aru-b04-001658,Asu-2-002038,Asu-9-001225,Ath-2-002239,.,.,Cen-3-001041,Cen-10-001890,.,.,Cla-7-01980,Cne-2-001278,Cpl-393-001604,Crub-4-000992,.,Csa-7-001058,Csa-16-001013,Eche-7-001649,Esal-3-001247,Iind-5-001831,Mpe-3-000343,Mpyg-2-002017,.,Tar-4-001714,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000993,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000994,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,Aru-a04-001654,Aru-b04-001653,.,.,Ath-2-002242,.,.,.,.,.,.,.,Cne-2-001274,.,Crub-4-000995,.,Csa-7-001054,.,.,.,.,.,.,.,.,,,
.,.,Aha-4-001071,Alsp-4-001129,.,.,Asu-2-002041,Asu-9-001227,.,.,Bst-4-000915,Cen-3-001045,Cen-10-001886,Cfle-4-001916,Chivh-4-002716,Cla-7-01982,Cne-2-001268,.,Crub-4-000996,Csa-5-002270,Csa-7-001052,Csa-16-001011,Eche-7-001647,.,.,.,.,.,.,,,
Aara-5-000638,Aare-4-001021,Aha-4-001073,Alsp-4-001131,.,.,Asu-2-002042,Asu-9-001229,Ath-2-002243,Bdiv-4-001932,Bst-4-000916,Cen-3-001047,Cen-10-001885,Cfle-4-001915,Chivh-4-002713,Cla-7-01983,Cne-2-001264,.,Crub-4-000997,Csa-5-002268,Csa-7-001049,Csa-16-001009,.,Esal-3-001249,Iind-5-001828,Mpe-3-000346,Mpyg-2-002020,.,Tar-4-001711,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000998,.,.,.,.,.,.,.,.,.,.,,,
Aara-5-000636,.,Aha-4-001076,Alsp-4-001134,Aru-a04-001652,Aru-b04-001651,Asu-2-002045,Asu-9-001232,Ath-2-002246,Bdiv-4-001928,.,Cen-3-001049,Cen-10-001883,Cfle-4-001914,.,Cla-7-01985,Cne-2-001261,.,Crub-4-000999,Csa-5-002267,Csa-7-001046,Csa-16-001006,Eche-7-001637,Esal-3-001252,Iind-5-001826,Mpe-3-000348,Mpyg-2-002022,.,Tar-4-001709,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001000,.,.,.,.,.,.,.,.,.,.,,,
Aara-5-000635,Aare-4-001025,Aha-4-001077,Alsp-4-001135,Aru-a04-001651,Aru-b04-001650,Asu-2-002046,Asu-9-001233,Ath-2-002247,Bdiv-4-001927,Bst-4-000921,Cen-3-001051,Cen-10-001882,Cfle-4-001913,Chivh-4-002710,Cla-7-01986,Cne-2-001260,.,Crub-4-001001,Csa-5-002266,Csa-7-001045,.,Eche-7-001636,Esal-3-001253,Iind-5-001825,Mpe-3-000349,Mpyg-2-002023,Spar-4-001927,Tar-4-001708,,,
Aara-5-000634,Aare-4-001029,Aha-4-001080,Alsp-4-001139,.,.,Asu-2-002048,Asu-9-001236,Ath-2-002249,Bdiv-4-001925,Bst-4-000923,Cen-3-001052,Cen-10-001880,Cfle-4-001911,Chivh-4-002708,Cla-7-01988,Cne-2-001256,Cpl-393-001597,Crub-4-001002,Csa-5-002264,.,Csa-16-001005,Eche-7-001634,Esal-3-001254,.,Mpe-3-000350,.,Spar-4-001926,.,,,
.,Aare-4-001030,Aha-4-001081,Alsp-4-001140,.,.,.,.,.,Bdiv-4-001924,Bst-4-000924,.,.,.,Chivh-4-002707,.,Cne-2-001255,Cpl-393-001596,Crub-4-001003,Csa-5-002263,.,Csa-16-001004,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001004,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001005,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-4-001082,Alsp-4-001141,.,.,Asu-2-002050,Asu-9-001237,Ath-2-002251,.,.,.,.,.,.,.,.,.,Crub-4-001006,Csa-5-002262,.,Csa-16-001003,.,Esal-3-001255,.,Mpe-3-000352,.,.,Tar-4-001707,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-4-002706,.,.,.,Crub-4-001007,Csa-5-002261,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-4-002705,.,Cne-2-001249,.,Crub-4-001008,Csa-5-002260,Csa-7-001044,Csa-16-001002,.,.,.,Mpe-3-000353,.,.,.,,,
.,Aare-4-001033,Aha-4-001083,.,.,.,Asu-2-002051,.,Ath-2-002252,.,.,Cen-3-001053,.,.,.,.,Cne-2-001247,.,Crub-4-001009,Csa-5-002259,Csa-7-001041,.,Eche-7-001629,.,.,Mpe-3-000354,Mpyg-2-002024,Spar-4-001922,Tar-4-001706,,,
.,.,.,.,Aru-a04-001632,.,Asu-2-002052,.,Ath-2-002253,.,.,.,.,.,Chivh-4-002698,.,Cne-2-001246,.,Crub-4-001010,.,Csa-7-001040,Csa-16-001001,.,.,.,Mpe-3-000355,Mpyg-2-002025,.,Tar-4-001705,,,
.,.,.,.,.,.,.,.,.,.,.,.,Cen-10-001878,.,.,.,.,.,Crub-4-001011,Csa-5-002258,.,.,.,.,.,Mpe-3-000356,.,.,.,,,
.,Aare-4-001034,Aha-4-001084,Alsp-4-001142,.,Aru-b04-001648,Asu-2-002053,Asu-9-001238,Ath-2-002254,Bdiv-4-001922,Bst-4-000926,Cen-3-001054,.,Cfle-4-001909,Chivh-4-002697,Cla-7-01989,Cne-2-001245,Cpl-393-001595,Crub-4-001012,Csa-5-002256,Csa-7-001039,Csa-16-001000,.,Esal-3-001256,.,Mpe-3-000357,Mpyg-2-002026,.,Tar-4-001704,,,
.,Aare-4-001035,Aha-4-001085,Alsp-4-001143,.,.,Asu-2-002054,Asu-9-001239,Ath-2-002255,.,.,Cen-3-001055,.,.,Chivh-4-002696,Cla-7-01990,.,.,Crub-4-001013,Csa-5-002255,Csa-7-001034,Csa-16-000999,Eche-7-001627,Esal-3-001257,.,Mpe-3-000358,Mpyg-2-002027,.,Tar-4-001703,,,
.,Aare-4-001036,Aha-4-001087,Alsp-4-001144,.,Aru-b04-001647,Asu-2-002055,Asu-9-001240,Ath-2-002256,Bdiv-4-001919,Bst-4-000929,Cen-3-001056,.,.,.,.,Cne-2-001243,Cpl-393-001593,Crub-4-001014,Csa-5-002254,Csa-7-001033,Csa-16-000997,.,.,.,Mpe-3-000359,.,.,.,,,
.,.,.,Alsp-4-001145,.,.,.,Asu-9-001241,.,.,.,.,Cen-10-001877,.,.,Cla-7-01991,Cne-2-001242,.,Crub-4-001015,Csa-5-002253,Csa-7-001032,Csa-16-000996,.,.,.,Mpe-3-000361,.,.,.,,,
.,Aare-4-001042,Aha-4-001088,Alsp-4-001146,Aru-a04-001631,.,Asu-2-002056,Asu-9-001243,Ath-2-002257,.,.,.,.,.,Chivh-4-002692,.,.,.,Crub-4-001016,.,Csa-7-001031,.,.,.,.,Mpe-3-000362,Mpyg-2-002028,.,Tar-4-001700,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001017,.,.,.,.,.,.,.,.,.,.,,,
Aara-5-000631,.,Aha-4-001089,Alsp-4-001147,Aru-a04-001630,.,Asu-2-002057,Asu-9-001244,Ath-2-002258,.,.,.,Cen-10-001874,Cfle-4-001901,.,Cla-7-01992,Cne-2-001237,.,Crub-4-001018,Csa-5-002250,Csa-7-001030,Csa-16-000995,.,.,.,Mpe-3-000364,.,.,Tar-4-001699,,,
.,.,.,Alsp-4-001148,Aru-a04-001629,Aru-b04-001646,Asu-2-002058,Asu-9-001245,Ath-2-002259,.,Bst-4-000931,Cen-3-001057,.,.,Chivh-4-002686,Cla-7-01993,Cne-2-001236,.,Crub-4-001019,Csa-5-002248,Csa-7-001029,Csa-16-000994,.,.,.,Mpe-3-000365,.,.,Tar-4-001698,,,
Aara-5-000630,.,Aha-4-001091,Alsp-4-001149,.,.,Asu-2-002059,Asu-9-001246,Ath-2-002260,Bdiv-4-001915,.,.,Cen-10-001873,Cfle-4-001900,Chivh-4-002685,Cla-7-01994,Cne-2-001235,.,Crub-4-001020,Csa-5-002247,Csa-7-001028,Csa-16-000993,Eche-7-001626,Esal-3-001258,Iind-5-001822,Mpe-3-000366,.,.,Tar-4-001697,,,
