,Aare-2-000003,Aha-2-000001,Alsp-2-000002,Aru-a02-002015,Aru-b02-000006,Asu-1-005099,Asu-7-000002,Ath-1-005393,Bdiv-1-001742,Bst-1-003188,,Cen-14-002794,Cfle-7-002488,Chivh-2-006206,Cla-5-02337,Cne-2-005372,Cpl-481-000002,Crub-2-000001,Csa-9-004813,,Csa-16-004146,Eche-4-000017,Esal-2-003258,Iind-1-003667,Mpe-14-000712,,Spar-2-000001,,,,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-000998,,.,,.,.,.,,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,.,,.,,.,.,.,,.,.,.,,.,
Aara-2-000200,Aare-2-001009,.,Alsp-2-000803,Aru-a02-001423,Aru-b02-000761,Asu-1-005127,Asu-7-001093,Ath-1-005421,.,Bst-2-002023,Cen-6-001026,,Cfle-7-001602,Chivh-4-003798,Cla-5-01451,Cne-2-001989,,Crub-2-001000,Csa-5-002994,Csa-7-001352,,.,.,Iind-7-001726,,Mpyg-6-001352,Spar-5-001354,Tar-5-001668,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001001,.,.,,.,.,.,,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001002,.,.,,.,.,.,,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001003,.,.,,.,.,.,,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,
Aara-2-000201,Aare-2-001011,Aha-2-001075,Alsp-2-000805,Aru-a02-001418,Aru-b02-000765,Asu-1-005129,Asu-7-001095,Ath-1-005423,Bdiv-2-001784,Bst-2-002027,Cen-6-001037,,Cfle-7-001600,Chivh-4-003800,Cla-5-01453,Cne-2-001990,,Crub-2-001005,Csa-5-002996,Csa-7-001350,Csa-16-001361,Eche-4-000729,.,.,,Mpyg-6-001350,.,.,,Ggyn-3-000593,
.,Aare-2-001012,Aha-2-001074,Alsp-2-000806,.,.,Asu-1-005130,Asu-7-001096,Ath-1-005424,Bdiv-2-001783,Bst-2-002028,Cen-6-001038,,Cfle-7-001599,Chivh-4-003801,Cla-5-01454,Cne-2-001991,,Crub-2-001006,Csa-5-002997,Csa-7-001349,Csa-16-001362,Eche-4-000731,.,.,,Mpyg-6-001349,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001007,.,.,.,.,.,.,,.,.,.,,.,
Aara-2-000202,Aare-2-001014,Aha-2-001073,Alsp-2-000807,Aru-a02-001417,.,Asu-1-005131,Asu-7-001097,Ath-1-005425,Bdiv-2-001779,Bst-2-002029,Cen-6-001040,,Cfle-7-001596,Chivh-4-003802,Cla-5-01455,Cne-2-001992,,Crub-2-001008,Csa-5-002998,Csa-7-001347,Csa-16-001363,Eche-4-000732,.,Iind-7-001723,Mpe-16-000525,Mpyg-6-001348,Spar-5-001356,Tar-5-001670,,Ggyn-3-000594,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001009,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001010,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001011,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001012,.,.,.,.,Esal-1-001532,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001013,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001014,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001015,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001016,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000203,Aare-2-001015,Aha-2-001072,Alsp-2-000808,Aru-a02-001416,Aru-b02-000768,.,Asu-7-001099,Ath-1-005427,Bdiv-2-001778,Bst-2-002030,Cen-6-001041,Cen-14-002044,Cfle-7-001595,Chivh-4-003803,Cla-5-01456,Cne-2-001993,,Crub-2-001017,Csa-5-002999,Csa-7-001345,Csa-16-001364,.,.,Iind-7-001719,Mpe-16-000519,Mpyg-6-001345,Spar-5-001357,Tar-5-001673,,Ggyn-3-000596,
Aara-2-000204,.,Aha-2-001071,Alsp-2-000809,.,.,Asu-1-005133,Asu-7-001103,Ath-1-005428,Bdiv-2-001777,.,.,.,.,Chivh-4-003804,Cla-5-01457,Cne-2-001994,,Crub-2-001018,Csa-5-003000,Csa-7-001344,Csa-16-001365,Eche-4-000734,.,Iind-7-001711,Mpe-16-000514,Mpyg-6-001343,Spar-5-001358,Tar-5-001674,,Ggyn-3-000597,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001019,.,,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001020,.,,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001021,.,,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001022,.,,.,.,.,.,.,.,.,.,,.,
Aara-2-000205,Aare-2-001021,Aha-2-001070,Alsp-2-000810,Aru-a02-001415,Aru-b02-000769,Asu-1-005134,Asu-7-001104,Ath-1-005429,.,Bst-2-002032,Cen-6-001042,Cen-14-002046,.,Chivh-4-003805,Cla-5-01458,Cne-2-001996,,Crub-2-001023,Csa-5-003001,Csa-7-001537,Csa-16-001366,.,.,Iind-7-001706,Mpe-16-000513,Mpyg-6-001342,Spar-5-001359,Tar-5-001676,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001024,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001025,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001026,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001027,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001028,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001029,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001030,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001031,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001032,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001033,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001034,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001035,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000206,Aare-2-001023,Aha-2-001066,Alsp-2-000815,Aru-a02-001410,,.,Asu-7-001111,.,Bdiv-2-001775,Bst-2-002034,Cen-6-001046,Cen-14-002048,Cfle-7-001592,Chivh-4-003808,Cla-5-01460,Cne-2-001997,,Crub-2-001036,Csa-5-003003,Csa-7-001539,Csa-16-001368,Eche-4-000739,Esal-1-001523,Iind-7-001695,Mpe-16-000503,.,Spar-5-001361,Tar-5-001679,,Ggyn-3-000600,
.,.,Aha-2-001065,Alsp-2-000816,Aru-a02-001383,,Asu-1-005136,Asu-7-001112,Ath-1-005431,.,.,Cen-6-001048,Cen-14-002049,Cfle-7-001590,.,.,.,,Crub-2-001037,.,.,.,.,.,.,.,.,.,.,,Ggyn-3-000603,
.,Aare-2-001025,.,Alsp-2-000817,.,,.,Asu-7-001113,Ath-1-005432,.,.,.,.,.,Chivh-4-003810,.,Cne-2-001999,,Crub-2-001038,Csa-5-003005,Csa-7-001541,Csa-16-001369,.,.,.,.,.,.,.,,.,
.,Aare-2-001026,.,Alsp-2-000818,.,,.,Asu-7-001114,.,.,.,.,.,.,.,.,.,,Crub-2-001039,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000207,.,Aha-2-001064,Alsp-2-000819,Aru-a02-001384,,Asu-1-005137,Asu-7-001115,Ath-1-005433,Bdiv-2-001773,Bst-2-002037,Cen-6-001049,Cen-14-002050,Cfle-7-001589,Chivh-4-003811,.,Cne-2-002002,,Crub-2-001040,.,.,Csa-16-001373,.,.,Iind-7-001694,Mpe-16-000502,Mpyg-6-001335,.,.,,.,
Aara-2-000209,Aare-2-001027,Aha-2-001063,Alsp-2-000824,Aru-a02-001389,,Asu-1-005138,Asu-7-001116,Ath-1-005436,Bdiv-2-001769,.,Cen-6-001061,Cen-14-002051,.,.,Cla-5-01462,Cne-2-002003,,Crub-2-001041,.,Csa-7-001542,Csa-16-001374,.,.,.,.,Mpyg-6-001334,.,Tar-5-001684,,.,
.,Aare-2-001038,Aha-2-001059,Alsp-2-000825,Aru-a02-001392,,Asu-1-005139,Asu-7-001118,Ath-1-005438,Bdiv-2-001767,Bst-2-002044,Cen-6-001066,.,Cfle-7-001583,.,Cla-5-01463,Cne-2-002007,,Crub-2-001042,Csa-5-003006,Csa-7-001543,Csa-16-001376,.,.,Iind-7-001689,Mpe-16-000501,.,.,Tar-5-001685,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001043,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000210,.,Aha-2-001057,Alsp-2-000835,Aru-a02-001393,,Asu-1-005141,.,Ath-1-005442,.,.,Cen-6-001075,Cen-14-002056,.,.,Cla-5-01464,.,,Crub-2-001044,.,.,Csa-16-001377,.,.,Iind-7-001687,Mpe-16-000498,Mpyg-6-001332,.,Tar-5-001686,,.,
.,.,Aha-2-001051,Alsp-2-000839,Aru-a02-001390,,Asu-1-005144,.,.,.,.,Cen-6-001080,Cen-14-002057,.,.,.,.,,Crub-2-001045,.,.,,.,.,Iind-7-001686,.,Mpyg-6-001331,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001046,.,.,,.,.,.,.,.,.,.,,.,
.,.,Aha-2-001050,Alsp-2-000841,.,,.,Asu-7-001119,.,.,.,.,,.,.,.,Cne-2-002021,,Crub-2-001047,.,Csa-7-001549,,Eche-4-000745,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001048,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001049,Csa-5-003011,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001050,.,.,,.,.,.,Mpe-16-000484,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,,.,.,.,.,,Crub-2-001051,.,.,,.,.,.,Mpe-16-000485,.,.,.,,.,
.,.,.,.,.,,.,Asu-7-001123,.,.,.,.,,.,.,.,.,,Crub-2-001052,.,.,,.,.,.,.,.,.,.,,.,
.,Aare-2-001045,Aha-2-001049,Alsp-2-000842,.,,Asu-1-005145,.,Ath-1-005443,.,.,.,Cen-14-001714,.,Chivh-4-003822,Cla-5-01467,.,,Crub-2-001053,Csa-5-003015,.,,Eche-4-000746,.,.,.,.,.,.,,.,
Aara-2-000211,Aare-2-001046,Aha-2-001048,Alsp-2-000843,Aru-a02-001387,,.,.,Ath-1-005444,Bdiv-2-001760,Bst-2-002051,Cen-6-001098,Cen-14-001712,Cfle-7-001573,Chivh-4-003823,Cla-5-01468,Cne-2-002024,,Crub-2-001054,Csa-5-003016,Csa-7-001550,,.,Esal-1-001498,Iind-7-001683,Mpe-16-000497,Mpyg-6-001330,.,Tar-5-001687,,Ggyn-3-000605,
Aara-2-000212,Aare-2-001047,.,Alsp-2-000844,.,,Asu-1-005146,Asu-7-001143,Ath-1-005445,Bdiv-2-001759,Bst-2-002052,Cen-6-001099,Cen-14-001711,Cfle-7-001572,Chivh-4-003824,Cla-5-01469,Cne-2-002025,,Crub-2-001055,Csa-5-003017,Csa-7-001551,,Eche-4-000748,Esal-1-001496,Iind-7-001682,Mpe-16-000496,Mpyg-6-001329,Spar-5-001367,.,,Ggyn-3-000607,
.,.,.,.,.,,.,.,.,.,Bst-2-002054,Cen-6-001106,.,.,.,Cla-5-01471,.,,Crub-2-001056,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,Alsp-2-000846,.,,.,.,Ath-1-005447,.,.,.,Cen-14-001707,.,.,.,.,,Crub-2-001057,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001058,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001059,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001060,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001061,.,.,,.,.,.,.,.,.,.,,.,
Aara-2-000215,Aare-2-001052,Aha-2-001043,Alsp-2-000849,Aru-a02-001379,,Asu-1-005148,.,Ath-1-005449,Bdiv-2-001755,Bst-2-002056,Cen-6-001108,Cen-14-001701,Cfle-7-001567,Chivh-4-003828,Cla-5-01476,Cne-2-002028,,Crub-2-001062,Csa-5-003018,Csa-7-001553,,Eche-4-000763,Esal-1-001492,Iind-7-001671,Mpe-16-000493,Mpyg-6-001322,Spar-5-001371,Tar-5-001690,,Ggyn-3-000610,
.,.,.,Alsp-2-000850,.,,.,Asu-7-001145,.,.,Bst-2-002057,.,.,.,.,.,.,,Crub-2-001063,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001064,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001065,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001066,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001067,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,Asu-7-001146,.,.,.,.,.,.,.,.,.,,Crub-2-001068,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,Cen-6-001114,.,.,.,.,.,,Crub-2-001069,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001070,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001071,.,.,,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,Bdiv-2-001753,.,.,.,.,.,.,.,,Crub-2-001072,.,.,,.,.,.,.,.,.,.,,.,
.,Aare-2-001053,.,Alsp-2-000853,Aru-a02-001374,,Asu-1-005149,Asu-7-001150,Ath-1-005450,Bdiv-2-001752,.,Cen-6-001115,Cen-14-001698,Cfle-7-001566,Chivh-4-003830,Cla-5-01477,Cne-2-002034,,Crub-2-001073,.,.,,Eche-4-000767,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001074,Csa-5-003019,Csa-7-001554,,.,.,.,.,.,.,.,,.,
.,Aare-2-001054,Aha-2-001040,Alsp-2-000854,.,,Asu-1-005150,Asu-7-001151,Ath-1-005451,Bdiv-2-001750,Bst-2-002058,Cen-6-001116,Cen-14-001697,Cfle-7-001565,Chivh-4-003833,Cla-5-01478,Cne-2-002037,,Crub-2-001075,Csa-5-003021,Csa-7-001558,Csa-16-001400,Eche-4-000768,Esal-1-001491,.,Mpe-16-000486,Mpyg-6-001320,Spar-5-001372,.,,Ggyn-3-000611,
.,Aare-2-001055,Aha-2-001039,Alsp-2-000856,.,,Asu-1-005151,Asu-7-001153,Ath-1-005452,.,.,Cen-6-001118,.,.,Chivh-4-003834,Cla-5-01482,Cne-2-002038,,Crub-2-001076,Csa-5-003022,Csa-7-001559,Csa-16-001399,Eche-4-000769,Esal-1-001488,.,Mpe-16-000487,.,.,.,,Ggyn-3-000613,
Aara-2-000217,Aare-2-001060,Aha-2-001130,Alsp-2-000869,Aru-a02-001372,,Asu-1-005154,Asu-7-001158,Ath-1-005455,Bdiv-2-001748,Bst-2-002061,Cen-6-001120,Cen-14-001695,Cfle-7-001561,Chivh-4-003842,Cla-5-01485,Cne-2-002048,,Crub-2-001077,Csa-5-003024,Csa-7-001561,Csa-16-001395,Eche-4-000771,Esal-1-001487,.,Mpe-16-000488,Mpyg-6-001319,.,Tar-5-001694,,Ggyn-3-000614,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001078,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001080,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001081,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001082,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001083,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001084,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,,Crub-2-001085,.,.,.,.,.,.,.,.,.,.,,.,
.,Aare-2-001062,.,Alsp-2-000876,.,,Asu-1-005158,Asu-7-001162,Ath-1-005459,.,.,.,.,.,.,.,.,,Crub-2-001086,.,.,.,.,.,.,.,.,.,.,,.,
.,.,.,.,.,,Asu-1-005159,.,Ath-1-005460,.,.,.,.,.,Chivh-4-003845,.,Cne-2-002051,,Crub-2-001087,Csa-5-003026,Csa-7-001562,Csa-16-001394,Eche-4-000775,.,.,.,.,.,.,,.,
Aara-2-000218,Aare-2-001068,Aha-2-001110,Alsp-2-000890,.,,Asu-1-005162,Asu-7-001179,Ath-1-005463,.,Bst-2-002071,Cen-6-001122,Cen-14-001688,Cfle-7-001559,Chivh-4-003857,Cla-5-01492,Cne-2-002052,Cpl-442-000020,Crub-2-001088,Csa-5-003035,Csa-7-001563,Csa-16-001393,Eche-4-000777,Esal-1-001485,Iind-7-001655,Mpe-16-000483,Mpyg-6-001318,Spar-5-001376,Tar-5-001701,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001089,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000219,Aare-2-001069,.,Alsp-2-000893,.,,.,Asu-7-001182,Ath-1-005465,.,Bst-2-002072,Cen-6-001124,Cen-14-001687,Cfle-7-001558,Chivh-4-003858,Cla-5-01494,Cne-2-002053,Cpl-442-000021,Crub-2-001090,Csa-5-003036,Csa-7-001564,Csa-16-001392,Eche-4-000778,Esal-1-001484,Iind-7-001647,Mpe-16-000481,Mpyg-6-001317,Spar-5-001377,Tar-5-001700,,Ggyn-3-000617,
.,.,Aha-2-001108,Alsp-2-000894,.,,Asu-1-005165,Asu-7-001183,Ath-1-005466,Bdiv-2-001735,Bst-2-002073,Cen-6-001125,Cen-14-001686,.,Chivh-4-003859,Cla-5-01495,Cne-2-002054,Cpl-442-000022,Crub-2-001091,Csa-5-003037,Csa-7-001565,Csa-16-001391,Eche-4-000779,Esal-1-001483,Iind-7-001646,Mpe-16-000480,.,.,Tar-5-001699,,.,
.,Aare-2-001073,Aha-2-001106,Alsp-2-000896,.,,.,Asu-7-001184,.,.,.,.,.,.,.,Cla-5-01436,.,.,Crub-2-001092,.,.,.,Eche-4-000781,.,.,.,.,.,.,,.,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,Cla-5-01435,.,.,Crub-2-001093,.,Csa-7-001566,.,.,.,.,.,.,.,.,,.,
.,Aare-2-001074,Aha-2-001104,Alsp-2-000897,.,,Asu-1-005166,Asu-7-001186,Ath-1-005468,Bdiv-2-001734,Bst-2-002074,Cen-6-001126,Cen-14-001684,.,Chivh-4-003861,Cla-5-01434,Cne-2-002057,Cpl-442-000023,Crub-2-001094,Csa-5-003039,Csa-7-001567,Csa-16-001388,Eche-4-000782,Esal-1-001482,Iind-7-001644,Mpe-16-000479,Mpyg-6-001316,Spar-5-001378,Tar-5-001697,,Ggyn-3-000618,
Aara-2-000220,Aare-2-001075,Aha-2-001103,Alsp-2-000898,Aru-a02-001371,,Asu-1-005167,Asu-7-001187,Ath-1-005469,Bdiv-2-001733,Bst-2-002075,Cen-6-001127,Cen-14-001683,Cfle-7-001555,Chivh-4-003862,Cla-5-01433,Cne-2-002058,Cpl-442-000024,Crub-2-001095,Csa-5-003040,Csa-7-001568,Csa-16-001385,.,Esal-1-001481,Iind-7-001643,Mpe-16-000478,Mpyg-6-001314,Spar-5-001379,Tar-5-001696,,Ggyn-3-000619,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001096,.,.,.,.,.,.,.,.,.,.,,.,
Aara-2-000221,Aare-2-001078,Aha-2-001099,Alsp-2-000899,Aru-a02-001370,,Asu-1-005168,Asu-7-001188,Ath-1-005470,.,Bst-2-002076,Cen-6-001129,Cen-14-001681,Cfle-7-001554,Chivh-4-003866,Cla-5-01426,Cne-2-002059,.,Crub-2-001097,Csa-5-003043,Csa-7-001569,Csa-16-001384,Eche-4-000784,Esal-1-001478,Iind-7-001642,Mpe-16-000477,Mpyg-6-001313,.,Tar-5-001703,,Ggyn-3-000620,
Aara-2-000222,Aare-2-001080,Aha-2-001097,Alsp-2-000901,Aru-a02-001369,,Asu-1-005169,Asu-7-001190,Ath-1-005471,Bdiv-2-001732,.,Cen-6-001130,.,Cfle-7-001553,Chivh-4-003867,Cla-5-01425,Cne-2-002060,Cpl-442-000026,Crub-2-001098,Csa-5-003044,Csa-7-001570,Csa-16-001383,Eche-4-000785,Esal-1-001477,Iind-7-001641,Mpe-16-000476,Mpyg-6-001312,Spar-5-001381,Tar-5-001704,,.,
Aara-2-000223,Aare-2-001081,Aha-2-001096,Alsp-2-000903,Aru-a02-001368,,Asu-1-005170,Asu-7-001192,Ath-1-005472,Bdiv-2-001730,Bst-2-002077,Cen-6-001131,Cen-14-001680,Cfle-7-001551,Chivh-4-003869,Cla-5-01423,Cne-2-002062,Cpl-442-000027,Crub-2-001099,Csa-5-003046,Csa-7-001573,Csa-16-001382,.,Esal-1-001475,Iind-7-001640,Mpe-16-000475,Mpyg-6-001311,Spar-5-001382,Tar-5-001707,,Ggyn-3-000621,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001100,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001101,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001102,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001103,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001104,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-2-001086,.,Alsp-2-000915,.,,Asu-1-005174,Asu-7-001200,Ath-1-005478,Bdiv-2-001727,.,.,.,.,Chivh-4-003879,.,Cne-2-002073,.,Crub-2-001105,Csa-5-003049,Csa-7-001578,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-2-001092,Alsp-2-000916,.,,.,.,.,Bdiv-2-001726,Bst-2-002082,.,Cen-14-001668,.,.,Cla-5-01421,.,.,Crub-2-001107,.,Csa-7-001579,.,Eche-4-000790,.,.,Mpe-16-000474,.,.,.,,,
.,.,Aha-2-001089,Alsp-2-000918,.,Aru-b02-000836,.,Asu-7-001201,Ath-1-005479,.,.,Cen-6-001141,.,.,.,.,Cne-2-002074,.,Crub-2-001108,Csa-5-003051,.,.,Eche-4-000796,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001109,.,.,.,.,.,Iind-7-001636,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001110,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,Aru-b02-000835,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001111,.,.,.,.,.,.,.,Mpyg-6-001310,.,.,,,
Aara-2-000225,Aare-2-001089,Aha-2-001084,Alsp-2-000919,.,.,Asu-1-005175,Asu-7-001203,Ath-1-005480,.,Bst-2-002083,Cen-6-001142,Cen-14-001648,Cfle-7-001547,.,Cla-5-01420,Cne-2-002075,Cpl-442-000030,Crub-2-001112,Csa-5-003052,Csa-7-001580,.,Eche-4-000799,Esal-1-001470,Iind-7-001632,Mpe-16-000472,Mpyg-6-001309,Spar-5-001384,.,,,
.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001114,.,.,.,.,.,.,.,.,.,.,,,
Aara-2-000226,Aare-2-001090,Aha-2-001137,Alsp-2-000920,.,Aru-b02-000834,Asu-1-005176,Asu-7-001212,Ath-1-005481,.,.,Cen-6-001144,Cen-14-001645,Cfle-7-001546,Chivh-4-003882,Cla-5-01417,.,Cpl-442-000031,Crub-2-001115,Csa-5-003053,Csa-7-001582,Csa-16-001381,Eche-4-000801,Esal-1-001468,Iind-7-001630,Mpe-16-000471,Mpyg-6-001307,Spar-5-001385,Tar-5-001708,,,
Aara-2-000227,Aare-2-001092,Aha-2-001140,Alsp-2-000924,Aru-a02-001354,.,Asu-1-005179,Asu-7-001215,Ath-1-005484,.,.,Cen-6-001146,Cen-14-001644,Cfle-7-001545,.,Cla-5-01416,Cne-2-002077,Cpl-442-000032,Crub-2-001116,Csa-5-003054,Csa-7-001583,.,Eche-4-000802,Esal-1-001466,Iind-7-001628,Mpe-16-000470,Mpyg-6-001306,Spar-5-001386,.,,Ggyn-3-000659,
.,.,.,.,Aru-a02-001352,.,.,.,.,.,.,Cen-6-001147,Cen-14-001641,Cfle-7-001544,.,.,.,.,Crub-2-001117,.,.,Csa-16-001401,.,.,.,.,.,.,.,,.,
