ACBK1g00001,Tar-1-004059
ACBK1g04042,Tar-1-002067
ACBK1g04043,Tar-1-002068
ACBK1g04044,.
ACBK1g04045,Tar-1-002069
ACBK1g04046,Tar-1-002070
ACBK1g04047,.
ACBK1g04048,.
ACBK1g04049,Tar-1-002072
ACBK1g04050,Tar-1-002073
ACBK1g04051,.
ACBK1g04052,.
ACBK1g04053,.
ACBK1g04054,Tar-1-002074
ACBK1g04055,.
ACBK1g04056,.
ACBK1g04057,.
ACBK1g04058,.
ACBK1g04059,Tar-1-002076
ACBK1g04060,Tar-1-002079
ACBK1g04061,Tar-1-002080
ACBK1g04062,Tar-1-002081
ACBK1g04063,Tar-1-002082
ACBK1g04064,Tar-1-002084
ACBK1g04065,.
ACBK1g04066,Tar-1-002085
ACBK1g04067,Tar-1-002086
ACBK1g04068,Tar-1-002088
ACBK1g04069,Tar-1-002089
ACBK1g04070,.
ACBK1g04071,Tar-1-002091
ACBK1g04072,.
ACBK1g04073,.
ACBK1g04074,.
ACBK1g04075,Tar-1-002093
ACBK1g04076,Tar-1-002094
ACBK1g04077,.
ACBK1g04078,Tar-1-002095
ACBK1g04079,Tar-1-002096
ACBK1g04080,Tar-1-002097
ACBK1g04081,Tar-1-002098
ACBK1g04082,Tar-1-002099
ACBK1g04083,.
ACBK1g04084,.
ACBK1g04085,Tar-1-002101
ACBK1g04086,Tar-1-002102
ACBK1g04087,Tar-1-002103
ACBK1g04088,Tar-1-002104
ACBK1g04089,.
ACBK1g04090,.
ACBK1g04091,.
ACBK1g04092,Tar-1-002105
ACBK1g04093,Tar-1-002106
ACBK1g04094,Tar-1-002107
ACBK1g04095,Tar-1-002108
ACBK1g04096,Tar-1-002109
ACBK1g04097,Tar-1-002110
ACBK1g04098,.
ACBK1g04099,Tar-1-002111
ACBK1g04100,.
ACBK1g04101,Tar-1-002113
ACBK1g04102,Tar-1-002114
ACBK1g04103,Tar-1-002115
ACBK1g04104,Tar-1-002116
ACBK1g04105,Tar-1-002117
ACBK1g04106,.
ACBK1g04107,Tar-1-002118
ACBK1g04108,.
ACBK1g04109,.
ACBK1g04110,.
ACBK1g04111,Tar-1-002127
ACBK1g04112,.
ACBK1g04113,Tar-1-002128
ACBK1g04114,Tar-1-002129
ACBK1g04115,Tar-1-002131
ACBK1g04116,.
ACBK1g04117,Tar-1-002132
ACBK1g04118,Tar-1-002133
ACBK1g04119,Tar-1-002134
ACBK1g04120,Tar-1-002135
ACBK1g04121,Tar-1-002136
ACBK1g04122,Tar-1-002137
ACBK1g04123,Tar-1-002138
ACBK1g04124,.
ACBK1g04125,.
ACBK1g04126,.
ACBK1g04127,.
ACBK1g04128,.
ACBK1g04129,.
ACBK1g04130,.
ACBK1g04131,.
ACBK1g04132,Tar-1-002141
ACBK1g04133,Tar-1-002142
ACBK1g04134,Tar-1-002143
ACBK1g04135,.
ACBK1g04136,.
ACBK1g04137,.
ACBK1g04138,.
ACBK1g04139,.
ACBK1g04140,.
ACBK1g04141,.
ACBK1g04142,.
ACBK1g04143,.
ACBK1g04144,Tar-1-002151
ACBK1g04145,Tar-1-002152
ACBK1g04146,Tar-1-002153
ACBK1g04147,.
ACBK1g04148,Tar-1-002155
ACBK1g04149,.
ACBK1g04150,Tar-1-002157
ACBK1g04151,.
ACBK1g04152,.
ACBK1g04153,Tar-1-002159
ACBK1g04154,Tar-1-002160
ACBK1g04155,Tar-1-002161
ACBK1g04156,Tar-1-002162
ACBK1g04157,.
ACBK1g04158,.
ACBK1g04159,.
ACBK1g04160,Tar-1-002163
ACBK1g04161,.
ACBK1g04162,.
ACBK1g04163,Tar-1-002164
ACBK1g04164,Tar-1-002166
ACBK1g04165,Tar-1-002167
ACBK1g04166,Tar-1-002168
ACBK1g04167,Tar-1-002169
ACBK1g04168,.
ACBK1g04169,Tar-1-002170
ACBK1g04170,Tar-1-002171
ACBK1g04171,Tar-1-002172
ACBK1g04172,.
ACBK1g04173,.
ACBK1g04174,Tar-1-002175
ACBK1g04175,.
ACBK1g04176,Tar-1-002176
ACBK1g04177,Tar-1-002177
ACBK1g04178,Tar-1-002181
ACBK1g04179,Tar-1-002186
ACBK1g04180,Tar-1-002187
ACBK1g04181,Tar-1-002188
ACBK1g04182,Tar-1-002189
ACBK1g04183,Tar-1-002190
ACBK1g04184,Tar-1-002191
ACBK1g04185,Tar-1-002193
ACBK1g04186,Tar-1-002194
ACBK1g04187,Tar-1-002195
ACBK1g04188,Tar-1-000135
ACBK1g04189,Tar-1-000134
ACBK1g04190,Tar-1-000133
ACBK1g04191,Tar-1-000131
ACBK1g04192,Tar-1-000130
ACBK1g04193,Tar-1-000128
ACBK1g04194,Tar-1-000127
ACBK1g04195,.
ACBK1g04196,Tar-1-000123
ACBK1g04197,Tar-1-000122
ACBK1g04198,.
ACBK1g04199,Tar-1-000121
ACBK1g04200,.
ACBK1g04201,Tar-1-000120
ACBK1g04202,.
ACBK1g04203,Tar-1-000117
ACBK1g04204,.
ACBK1g04205,.
ACBK1g04206,.
ACBK1g04207,Tar-1-000112
ACBK1g04208,Tar-1-000111
ACBK1g04209,.
ACBK1g04210,.
ACBK1g04211,Tar-1-000110
ACBK1g04212,Tar-1-000109
ACBK1g04213,.
ACBK1g04214,Tar-1-000108
ACBK1g04215,Tar-1-000107
ACBK1g04216,.
ACBK1g04217,Tar-1-000106
ACBK1g04218,Tar-1-000105
ACBK1g04219,Tar-1-000104
ACBK1g04220,Tar-1-000103
ACBK1g04221,.
ACBK1g04222,Tar-1-000102
ACBK1g04223,.
ACBK1g04224,Tar-1-000100
ACBK1g04225,Tar-1-000097
ACBK1g04226,Tar-1-000096
ACBK1g04227,Tar-1-000095
ACBK1g04228,Tar-1-000094
ACBK1g04229,Tar-1-000092
ACBK1g04230,Tar-1-000090
ACBK1g04231,.
ACBK1g04232,.
ACBK1g04233,Tar-1-000089
ACBK1g04234,.
ACBK1g04235,Tar-1-000087
ACBK1g04236,Tar-1-000086
ACBK1g04237,Tar-1-000085
ACBK1g04238,Tar-1-000084
ACBK1g04239,Tar-1-000083
ACBK1g04240,.
ACBK1g04241,.
ACBK1g04242,.
ACBK1g04243,.
ACBK1g04244,.
ACBK1g04245,Tar-1-000081
ACBK1g04246,Tar-1-000080
ACBK1g04247,Tar-1-000079
ACBK1g04248,Tar-1-000078
ACBK1g04249,.
ACBK1g04250,Tar-1-000077
ACBK1g04251,Tar-1-000073
ACBK1g04252,.
ACBK1g04253,Tar-1-000072
ACBK1g04254,Tar-1-000071
ACBK1g04255,Tar-1-000070
ACBK1g04256,Tar-1-000069
ACBK1g04257,Tar-1-000068
ACBK1g04258,Tar-1-000067
ACBK1g04259,Tar-1-000066
ACBK1g04260,Tar-1-000065
ACBK1g04261,Tar-1-000064
ACBK1g04262,Tar-1-000063
ACBK1g04263,Tar-1-000062
ACBK1g04264,Tar-1-000061
ACBK1g04265,Tar-1-000060
ACBK1g04266,Tar-1-000059
ACBK1g04267,Tar-1-000057
ACBK1g04268,.
ACBK1g04269,Tar-1-000056
ACBK1g04270,Tar-1-000055
ACBK1g04271,.
ACBK1g04272,.
ACBK1g04273,.
ACBK1g04274,.
ACBK1g04275,.
ACBK1g04276,Tar-1-000054
ACBK1g04277,.
ACBK1g04278,.
ACBK1g04279,.
ACBK1g04280,.
ACBK1g04281,.
ACBK1g04282,Tar-1-000051
ACBK1g04283,Tar-1-000050
ACBK1g04284,Tar-1-000049
ACBK1g04285,Tar-1-000048
ACBK1g04286,Tar-1-000046
ACBK1g04287,Tar-1-000045
ACBK1g04288,Tar-1-000043
ACBK1g04289,Tar-1-000041
ACBK1g04290,Tar-1-000040
ACBK1g04291,Tar-1-000039
ACBK1g04292,Tar-1-000038
ACBK1g04293,Tar-1-000036
ACBK1g04294,Tar-1-000035
ACBK1g04295,Tar-1-000034
ACBK1g04296,Tar-1-000033
ACBK1g04297,.
ACBK1g04298,.
ACBK1g04299,.
ACBK1g04300,Tar-1-000032
ACBK1g04301,.
ACBK1g04302,.
ACBK1g04303,Tar-1-000031
ACBK1g04304,.
ACBK1g04305,Tar-1-000029
ACBK1g04306,Tar-1-000027
ACBK1g04307,Tar-1-000026
ACBK1g04308,Tar-1-000025
ACBK1g04309,Tar-1-000024
ACBK1g04310,.
ACBK1g04311,Tar-1-000023
ACBK1g04312,Tar-1-000022
ACBK1g04313,.
ACBK1g04314,.
ACBK1g04315,Tar-1-000020
ACBK1g04316,Tar-1-000019
ACBK1g04317,Tar-1-000015
ACBK1g04318,.
ACBK1g04319,.
ACBK1g04320,Tar-1-000013
ACBK1g04321,.
ACBK1g04322,Tar-1-000012
ACBK1g04323,.
ACBK1g04324,Tar-1-000001
ACBK1g04325,.
ACBK1g04326,Tar-1-000002
ACBK1g04327,.
ACBK1g04328,Tar-1-000011
ACBK1g04329,Tar-1-000003
ACBK1g04330,Tar-1-000004
ACBK1g04331,Tar-1-000005
ACBK1g04332,Tar-1-000006
ACBK1g04333,.
ACBK1g04334,.
ACBK1g04335,Tar-1-000008
ACBK1g04336,Tar-1-000009
ACBK2g00001,
ACBK2g00002,
ACBK2g00003,
ACBK2g00004,
ACBK2g00005,
ACBK2g00006,
ACBK2g00007,Tar-7-000001
ACBK2g00008,Tar-7-000002
ACBK2g00009,.
ACBK2g00010,Tar-7-000005
ACBK2g00011,Tar-7-000006
ACBK2g00012,Tar-7-000007
ACBK2g00013,Tar-7-000008
ACBK2g00014,.
ACBK2g00015,Tar-7-000010
ACBK2g00016,Tar-7-000011
ACBK2g00017,.
ACBK2g00018,.
ACBK2g00019,Tar-7-000012
ACBK2g00020,Tar-7-000013
ACBK2g00021,.
ACBK2g00022,.
ACBK2g00023,Tar-7-000014
ACBK2g00024,Tar-7-000015
ACBK2g00025,Tar-7-000016
ACBK2g00026,Tar-7-000017
ACBK2g00027,Tar-7-000018
ACBK2g00028,Tar-7-000019
ACBK2g00029,Tar-7-000020
ACBK2g00030,Tar-7-000021
ACBK2g00031,Tar-7-000022
ACBK2g00032,Tar-7-000023
ACBK2g00033,Tar-7-000024
ACBK2g00034,Tar-7-000028
ACBK2g00035,Tar-7-000029
ACBK2g00036,Tar-7-000030
ACBK2g00037,.
ACBK2g00038,Tar-7-000031
ACBK2g00039,Tar-7-000032
ACBK2g00040,Tar-7-000033
ACBK2g00041,.
ACBK2g00042,.
ACBK2g00043,Tar-7-000034
ACBK2g00044,Tar-7-000035
ACBK2g00045,.
ACBK2g00046,Tar-7-000036
ACBK2g00047,Tar-7-000037
ACBK2g00048,Tar-7-000038
ACBK2g00049,Tar-7-000039
ACBK2g00050,Tar-7-000040
ACBK2g00051,.
ACBK2g00052,Tar-7-000045
ACBK2g00053,Tar-7-000046
ACBK2g00054,Tar-7-000049
ACBK2g00055,Tar-7-000050
ACBK2g00056,.
ACBK2g00057,Tar-7-000051
ACBK2g00058,Tar-7-000052
ACBK2g00059,Tar-7-000053
ACBK2g00060,Tar-7-000054
ACBK2g00061,Tar-7-000055
ACBK2g00062,Tar-7-000056
ACBK2g00063,Tar-7-000057
ACBK2g00064,Tar-7-000058
ACBK2g00065,Tar-7-000060
ACBK2g00066,.
ACBK2g00067,Tar-7-000062
ACBK2g00068,Tar-7-000063
ACBK2g00069,Tar-7-000065
ACBK2g00070,Tar-7-000066
ACBK2g00071,Tar-7-000068
ACBK2g00072,Tar-7-000069
ACBK2g00073,.
ACBK2g00074,.
ACBK2g00075,.
ACBK2g00076,Tar-7-000071
ACBK2g00077,Tar-7-000074
ACBK2g00078,.
ACBK2g00079,Tar-7-000077
ACBK2g00080,Tar-7-000078
ACBK2g00081,Tar-7-000081
ACBK2g00082,Tar-7-000082
ACBK2g00083,Tar-7-000083
ACBK2g00084,.
ACBK2g00085,Tar-7-000086
ACBK2g00086,Tar-7-000087
ACBK2g00087,.
ACBK2g00088,Tar-7-000089
ACBK2g00089,Tar-7-000090
ACBK2g00090,.
ACBK2g00091,Tar-7-000091
ACBK2g00092,Tar-7-000092
ACBK2g00093,Tar-7-000095
ACBK2g00094,Tar-7-000096
ACBK2g00095,Tar-7-000097
ACBK2g00096,Tar-7-000098
ACBK2g00097,Tar-7-000099
ACBK2g00098,Tar-7-000100
ACBK2g00099,.
ACBK2g00100,Tar-7-000101
ACBK2g00101,Tar-7-000102
ACBK2g00102,Tar-7-000103
ACBK2g00103,Tar-7-000104
ACBK2g00104,.
ACBK2g00105,Tar-7-000105
ACBK2g00106,Tar-7-000106
ACBK2g00107,Tar-7-000107
ACBK2g00108,.
ACBK2g00109,Tar-7-000108
ACBK2g00110,Tar-7-000111
ACBK2g00111,Tar-7-000112
ACBK2g00112,.
ACBK2g00113,Tar-7-000113
ACBK2g00114,Tar-7-000114
ACBK2g00115,Tar-7-000115
ACBK2g00116,Tar-7-000117
ACBK2g00117,Tar-7-000118
ACBK2g00118,.
ACBK2g00119,Tar-7-000119
ACBK2g00120,Tar-7-000120
ACBK2g00121,Tar-7-000121
ACBK2g00122,Tar-7-000122
ACBK2g00123,Tar-7-000123
ACBK2g00124,.
ACBK2g00125,Tar-7-000124
ACBK2g00126,Tar-7-000125
ACBK2g00127,Tar-7-000126
ACBK2g00128,Tar-7-000127
ACBK2g00129,Tar-7-000128
ACBK2g00130,Tar-7-000130
ACBK2g00131,.
ACBK2g00132,.
ACBK2g00133,Tar-7-000131
ACBK2g00134,Tar-7-000132
ACBK2g00135,Tar-7-000133
ACBK2g00136,Tar-7-000134
ACBK2g00137,Tar-7-000135
ACBK2g00138,Tar-7-000136
ACBK2g00139,Tar-7-000137
ACBK2g00140,Tar-7-000139
ACBK2g00141,Tar-7-000141
ACBK2g00142,Tar-7-000142
ACBK2g00143,Tar-7-000144
ACBK2g00144,.
ACBK2g00145,Tar-7-000146
ACBK2g00146,.
ACBK2g00147,.
ACBK2g00148,Tar-7-000147
ACBK2g00149,Tar-7-000149
ACBK2g00150,Tar-7-000150
ACBK2g00151,Tar-7-000152
ACBK2g00152,Tar-7-000155
ACBK2g00153,Tar-7-000158
ACBK2g00154,.
ACBK2g00155,Tar-7-000159
ACBK2g00156,.
ACBK2g00157,Tar-7-000160
ACBK2g00158,.
ACBK2g00159,Tar-7-000163
ACBK2g00160,Tar-7-000164
ACBK2g00161,Tar-7-000165
ACBK2g00162,Tar-7-000166
ACBK2g00163,Tar-7-000167
ACBK2g00164,Tar-7-000169
ACBK2g00165,Tar-7-000170
ACBK2g00166,Tar-7-000171
ACBK2g00167,Tar-7-000172
ACBK2g00168,Tar-7-000173
ACBK2g00169,Tar-7-000174
ACBK2g00170,Tar-7-000176
ACBK2g00171,Tar-7-000177
ACBK2g00172,Tar-7-000178
ACBK2g00173,Tar-7-000179
ACBK2g00174,Tar-7-000180
ACBK2g00175,Tar-7-000181
ACBK2g00176,Tar-7-000182
ACBK2g00177,Tar-7-000184
ACBK2g00178,Tar-7-000185
ACBK2g00179,.
ACBK2g00180,.
ACBK2g00181,.
ACBK2g00182,.
ACBK2g00183,.
ACBK2g00184,.
ACBK2g00185,.
ACBK2g00186,Tar-7-000187
ACBK2g00187,Tar-7-000190
ACBK2g00188,Tar-7-000191
ACBK2g00189,Tar-7-000192
ACBK2g00190,Tar-7-000194
ACBK2g00191,Tar-7-000195
ACBK2g00192,Tar-7-000196
ACBK2g00193,Tar-7-000197
ACBK2g00194,Tar-7-000198
ACBK2g00195,Tar-7-000199
ACBK2g00196,Tar-7-000200
ACBK2g00197,Tar-7-000201
ACBK2g00198,Tar-7-000202
ACBK2g00199,Tar-7-000203
ACBK2g00200,Tar-7-000204
ACBK2g00201,.
ACBK2g00202,Tar-7-000205
ACBK2g00203,Tar-7-000206
ACBK2g00204,Tar-7-000208
ACBK2g00205,Tar-7-000209
ACBK2g00206,Tar-7-000211
ACBK2g00207,Tar-7-000213
ACBK2g00208,Tar-7-000214
ACBK2g00209,Tar-7-000215
ACBK2g00210,Tar-7-000217
ACBK2g00211,Tar-7-000218
ACBK2g00212,Tar-7-000219
ACBK2g00213,Tar-7-000220
ACBK2g00214,Tar-7-000221
ACBK2g00215,Tar-7-000223
ACBK2g00216,Tar-7-000224
ACBK2g00217,Tar-7-000225
ACBK2g00218,Tar-7-000226
ACBK2g00219,Tar-7-000227
ACBK2g00220,.
ACBK2g00221,Tar-7-000229
ACBK2g00222,Tar-7-000230
ACBK2g00223,Tar-7-000233
ACBK2g00224,.
ACBK2g00225,.
ACBK2g00226,.
ACBK2g00227,Tar-7-000234
ACBK2g00228,Tar-7-000236
ACBK2g00229,.
ACBK2g00230,Tar-7-000237
ACBK2g00231,.
ACBK2g00232,Tar-7-000238
ACBK2g00233,Tar-7-000239
ACBK2g00234,Tar-7-000240
ACBK2g00235,Tar-7-000241
ACBK2g00236,Tar-7-000243
ACBK2g00237,Tar-7-000244
ACBK2g00238,Tar-7-000247
ACBK2g00239,Tar-7-000249
ACBK2g00240,Tar-7-000250
ACBK2g00241,Tar-7-000251
ACBK2g00242,Tar-7-000252
ACBK2g00243,Tar-7-000253
ACBK2g00244,Tar-7-000254
ACBK2g00245,Tar-7-000255
ACBK2g00246,Tar-7-000256
ACBK2g00247,Tar-7-000259
ACBK2g00248,Tar-7-000260
ACBK2g00249,Tar-7-000261
ACBK2g00250,Tar-7-000262
ACBK2g00251,.
ACBK2g00252,Tar-7-000264
ACBK2g00253,Tar-7-000265
ACBK2g00254,Tar-7-000266
ACBK2g00255,.
ACBK2g00256,Tar-7-000267
ACBK2g00257,Tar-7-000268
ACBK2g00258,Tar-7-000271
ACBK2g00259,Tar-7-000272
ACBK2g00260,.
ACBK2g00261,Tar-7-000274
ACBK2g00262,Tar-7-000275
ACBK2g00263,Tar-7-000276
ACBK2g00264,Tar-7-000277
ACBK2g00265,Tar-7-000278
ACBK2g00266,.
ACBK2g00267,.
ACBK2g00268,Tar-7-000279
ACBK2g00269,Tar-7-000280
ACBK2g00270,.
ACBK2g00271,Tar-7-000281
ACBK2g00272,Tar-7-000282
ACBK2g00273,Tar-7-000283
ACBK2g00274,Tar-7-000284
ACBK2g00275,Tar-7-000285
ACBK2g00276,Tar-7-000288
ACBK2g00277,Tar-7-000290
ACBK2g00278,Tar-7-000291
ACBK2g00279,Tar-7-000292
ACBK2g00280,Tar-7-000293
ACBK2g00281,Tar-7-000294
ACBK2g00282,Tar-7-000295
ACBK2g00283,Tar-7-000296
ACBK2g00284,Tar-7-000297
ACBK2g00285,Tar-7-000298
ACBK2g00286,Tar-7-000300
ACBK2g00287,.
ACBK2g00288,Tar-7-000301
ACBK2g00289,Tar-7-000302
ACBK2g00290,Tar-7-000303
ACBK2g00291,Tar-7-000304
ACBK2g00292,Tar-7-000305
ACBK2g00293,Tar-7-000306
ACBK2g00294,Tar-7-000307
ACBK2g00295,Tar-7-000308
ACBK2g00296,Tar-7-000309
ACBK2g00297,Tar-7-000310
ACBK2g00298,Tar-7-000313
ACBK2g00299,Tar-7-000314
ACBK2g00300,Tar-7-000316
ACBK2g00301,Tar-7-000317
ACBK2g00302,.
ACBK2g00303,.
ACBK2g00304,Tar-7-000321
ACBK2g00305,Tar-7-000322
ACBK2g00306,Tar-7-000323
ACBK2g00307,Tar-7-000324
ACBK2g00308,Tar-7-000325
ACBK2g00309,Tar-7-000326
ACBK2g00310,Tar-7-000328
ACBK2g00311,Tar-7-000330
ACBK2g00312,Tar-7-000331
ACBK2g00313,Tar-7-000333
ACBK2g00314,.
ACBK2g00315,Tar-7-000334
ACBK2g00316,Tar-7-000336
ACBK2g00317,Tar-7-000337
ACBK2g00318,Tar-7-000338
ACBK2g00319,Tar-7-000339
ACBK2g00320,Tar-7-000340
ACBK2g00321,Tar-7-000341
ACBK2g00322,Tar-7-000344
ACBK2g00323,Tar-7-000345
ACBK2g00324,Tar-7-000347
ACBK2g00325,Tar-7-000348
ACBK2g00326,.
ACBK2g00327,Tar-7-000350
ACBK2g00328,Tar-7-000351
ACBK2g00329,.
ACBK2g00330,.
ACBK2g00331,Tar-7-000353
ACBK2g00332,Tar-7-000354
ACBK2g00333,Tar-7-000355
ACBK2g00334,Tar-7-000356
ACBK2g00335,Tar-7-000357
ACBK2g00336,.
ACBK2g00337,.
ACBK2g00338,Tar-7-000358
ACBK2g00339,Tar-7-000359
ACBK2g00340,.
ACBK2g00341,Tar-7-000360
ACBK2g00342,Tar-7-000361
ACBK2g00343,Tar-7-000362
ACBK2g00344,.
ACBK2g00345,Tar-7-000364
ACBK2g00346,Tar-7-000366
ACBK2g00347,Tar-7-000367
ACBK2g00348,Tar-7-000368
ACBK2g00349,Tar-7-000369
ACBK2g00350,Tar-7-000370
ACBK2g00351,Tar-7-000372
ACBK2g00352,Tar-7-000373
ACBK2g00353,.
ACBK2g00354,Tar-7-000376
ACBK2g00355,Tar-7-000377
ACBK2g00356,Tar-7-000378
ACBK2g00357,Tar-7-000379
ACBK2g00358,Tar-7-000380
ACBK2g00359,Tar-7-000381
ACBK2g00360,Tar-7-000382
ACBK2g00361,Tar-7-000383
ACBK2g00362,Tar-7-000384
ACBK2g00363,Tar-7-000386
ACBK2g00364,Tar-7-000387
ACBK2g00365,Tar-7-000388
ACBK2g00366,Tar-7-000389
ACBK2g00367,Tar-7-000390
ACBK2g00368,Tar-7-000391
ACBK2g00369,Tar-7-000392
ACBK2g00370,Tar-7-000394
ACBK2g00371,Tar-7-000395
ACBK2g00372,Tar-7-000398
ACBK2g00373,Tar-7-000399
ACBK2g00374,Tar-7-000400
ACBK2g00375,.
ACBK2g00376,Tar-7-000403
ACBK2g00377,Tar-7-000405
ACBK2g00378,Tar-7-000406
ACBK2g00379,Tar-7-000407
ACBK2g00380,.
ACBK2g00381,Tar-7-000408
ACBK2g00382,Tar-7-000409
ACBK2g00383,Tar-7-000410
ACBK2g00384,.
ACBK2g00385,Tar-7-000412
ACBK2g00386,Tar-7-000413
ACBK2g00387,Tar-7-000415
ACBK2g00388,Tar-7-000416
ACBK2g00389,Tar-7-000417
ACBK2g00390,Tar-7-000418
ACBK2g00391,Tar-7-000419
ACBK2g00392,Tar-7-000421
ACBK2g00393,Tar-7-000422
ACBK2g00394,Tar-7-000423
ACBK2g00395,.
ACBK2g00396,Tar-7-000424
ACBK2g00397,Tar-7-000427
ACBK2g00398,Tar-7-000428
ACBK2g00399,.
ACBK2g00400,Tar-7-000429
ACBK2g00401,Tar-7-000430
ACBK2g00402,Tar-7-000431
ACBK2g00403,Tar-7-000432
ACBK2g00404,Tar-7-000433
ACBK2g00405,Tar-7-000434
ACBK2g00406,.
ACBK2g00407,.
ACBK2g00408,Tar-7-000436
ACBK2g00409,Tar-7-000438
ACBK2g00410,Tar-7-000439
ACBK2g00411,Tar-7-000440
ACBK2g00412,Tar-7-000442
ACBK2g00413,Tar-7-000443
ACBK2g00414,Tar-7-000444
ACBK2g00415,Tar-7-000445
ACBK2g00416,.
ACBK2g00417,Tar-7-000448
ACBK2g00418,Tar-7-000449
ACBK2g00419,.
ACBK2g00420,Tar-7-000450
ACBK2g00421,Tar-7-000451
ACBK2g00422,.
ACBK2g00423,.
ACBK2g00424,Tar-7-000452
ACBK2g00425,Tar-7-000453
ACBK2g00426,Tar-7-000454
ACBK2g00427,Tar-7-000455
ACBK2g00428,Tar-7-000456
ACBK2g00429,Tar-7-000457
ACBK2g00430,Tar-7-000458
ACBK2g00431,Tar-7-000459
ACBK2g00432,Tar-7-000460
ACBK2g00433,Tar-7-000461
ACBK2g00434,Tar-7-000462
ACBK2g00435,Tar-7-000463
ACBK2g00436,Tar-7-000464
ACBK2g00437,Tar-7-000465
ACBK2g00438,Tar-7-000466
ACBK2g00439,Tar-7-000467
ACBK2g00440,Tar-7-000468
ACBK2g00441,Tar-7-000470
ACBK2g00442,Tar-7-000471
ACBK2g00443,Tar-7-000473
ACBK2g00444,Tar-7-000474
ACBK2g00445,Tar-7-000476
ACBK2g00446,Tar-7-000477
ACBK2g00447,Tar-7-000478
ACBK2g00448,.
ACBK2g00449,Tar-7-000479
ACBK2g00450,Tar-7-000480
ACBK2g00451,Tar-7-000481
ACBK2g00452,Tar-7-000482
ACBK2g00453,Tar-7-000483
ACBK2g00454,Tar-7-000484
ACBK2g00455,Tar-7-000485
ACBK2g00456,Tar-7-000486
ACBK2g00457,Tar-7-000487
ACBK2g00458,Tar-7-000488
ACBK2g00459,Tar-7-000490
ACBK2g00460,Tar-7-000491
ACBK2g00461,Tar-7-000493
ACBK2g00462,Tar-7-000494
ACBK2g00463,Tar-7-000495
ACBK2g00464,Tar-7-000496
ACBK2g00465,Tar-7-000498
ACBK2g00466,Tar-7-000499
ACBK2g00467,Tar-7-000500
ACBK2g00468,Tar-7-000501
ACBK2g00469,Tar-7-000502
ACBK2g00470,Tar-7-000504
ACBK2g00471,Tar-7-000505
ACBK2g00472,Tar-7-000506
ACBK2g00473,Tar-7-000507
ACBK2g00474,.
ACBK2g00475,.
ACBK2g00476,Tar-7-000509
ACBK2g00477,Tar-7-000510
ACBK2g00478,Tar-7-000511
ACBK2g00479,Tar-7-000512
ACBK2g00480,Tar-7-000513
ACBK2g00481,Tar-7-000514
ACBK2g00482,Tar-7-000515
ACBK2g00483,Tar-7-000517
ACBK2g00484,Tar-7-000518
ACBK2g00485,Tar-7-000520
ACBK2g00486,Tar-7-000522
ACBK2g00487,Tar-7-000524
ACBK2g00488,Tar-7-000526
ACBK2g00489,Tar-7-000527
ACBK2g00490,Tar-7-000528
ACBK2g00491,Tar-7-000529
ACBK2g00492,Tar-7-000530
ACBK2g00493,Tar-7-000531
ACBK2g00494,Tar-7-000532
ACBK2g00495,.
ACBK2g00496,.
ACBK2g00497,Tar-7-000533
ACBK2g00498,.
ACBK2g00499,Tar-7-000534
ACBK2g00500,.
ACBK2g00501,Tar-7-000536
ACBK2g00502,Tar-7-000538
ACBK2g00503,Tar-7-000539
ACBK2g00504,Tar-7-000541
ACBK2g00505,Tar-7-000542
ACBK2g00506,Tar-7-000543
ACBK2g00507,Tar-7-000545
ACBK2g00508,Tar-7-000547
ACBK2g00509,Tar-7-000548
ACBK2g00510,Tar-7-000549
ACBK2g00511,Tar-7-000550
ACBK2g00512,Tar-7-000551
ACBK2g00513,Tar-7-000552
ACBK2g00514,Tar-7-000553
ACBK2g00515,Tar-7-000555
ACBK2g00516,Tar-7-000556
ACBK2g00517,.
ACBK2g00518,.
ACBK2g00519,Tar-7-000559
ACBK2g00520,Tar-7-000560
ACBK2g00521,Tar-7-000561
ACBK2g00522,Tar-7-000562
ACBK2g00523,Tar-7-000563
ACBK2g00524,Tar-7-000564
ACBK2g00525,Tar-7-000565
ACBK2g00526,Tar-7-000566
ACBK2g00527,Tar-7-000567
ACBK2g00528,.
ACBK2g00529,Tar-7-000568
ACBK2g00530,Tar-7-000569
ACBK2g00531,Tar-7-000570
ACBK2g00532,Tar-7-000571
ACBK2g00533,Tar-7-000573
ACBK2g00534,.
ACBK2g00535,Tar-7-000574
ACBK2g00536,Tar-7-000575
ACBK2g00537,Tar-7-000576
ACBK2g00538,.
ACBK2g00539,Tar-7-000577
ACBK2g00540,Tar-7-000578
ACBK2g00541,Tar-7-000579
ACBK2g00542,Tar-7-000580
ACBK2g00543,Tar-7-000581
ACBK2g00544,Tar-7-000582
ACBK2g00545,Tar-7-000583
ACBK2g00546,Tar-7-000584
ACBK2g00547,Tar-7-000586
ACBK2g00548,.
ACBK2g00549,Tar-7-000587
ACBK2g00550,Tar-7-000589
ACBK2g00551,Tar-7-000590
ACBK2g00552,Tar-7-000591
ACBK2g00553,Tar-7-000593
ACBK2g00554,Tar-7-000594
ACBK2g00555,Tar-7-000595
ACBK2g00556,.
ACBK2g00557,.
ACBK2g00558,Tar-7-000596
ACBK2g00559,Tar-7-000597
ACBK2g00560,Tar-7-000598
ACBK2g00561,Tar-7-000599
ACBK2g00562,Tar-7-000600
ACBK2g00563,.
