ACBK1g00001,Iind-3-000007
ACBK1g03792,Iind-3-003762
ACBK1g03793,Iind-3-003764
ACBK1g03794,Iind-3-003765
ACBK1g03795,.
ACBK1g03796,Iind-3-003766
ACBK1g03797,.
ACBK1g03798,Iind-3-003767
ACBK1g03799,Iind-3-003768
ACBK1g03800,.
ACBK1g03801,Iind-3-003769
ACBK1g03802,Iind-3-003770
ACBK1g03803,Iind-3-003771
ACBK1g03804,.
ACBK1g03805,Iind-3-003773
ACBK1g03806,Iind-3-003775
ACBK1g03807,.
ACBK1g03808,.
ACBK1g03809,.
ACBK1g03810,Iind-3-003777
ACBK1g03811,.
ACBK1g03812,Iind-3-003778
ACBK1g03813,Iind-3-003779
ACBK1g03814,Iind-3-003780
ACBK1g03815,Iind-3-003781
ACBK1g03816,Iind-3-003782
ACBK1g03817,Iind-3-003783
ACBK1g03818,Iind-3-003784
ACBK1g03819,Iind-3-003785
ACBK1g03820,Iind-3-003786
ACBK1g03821,Iind-3-003787
ACBK1g03822,Iind-3-003789
ACBK1g03823,Iind-3-003790
ACBK1g03824,.
ACBK1g03825,Iind-3-003791
ACBK1g03826,Iind-3-003792
ACBK1g03827,Iind-3-003793
ACBK1g03828,Iind-3-003794
ACBK1g03829,Iind-3-003798
ACBK1g03830,Iind-3-003799
ACBK1g03831,Iind-3-003800
ACBK1g03832,Iind-3-003802
ACBK1g03833,Iind-3-003803
ACBK1g03834,.
ACBK1g03835,Iind-3-003804
ACBK1g03836,Iind-3-003805
ACBK1g03837,Iind-3-003806
ACBK1g03838,Iind-3-003807
ACBK1g03839,Iind-3-003808
ACBK1g03840,Iind-3-003809
ACBK1g03841,.
ACBK1g03842,Iind-3-003810
ACBK1g03843,Iind-3-003811
ACBK1g03844,Iind-3-003814
ACBK1g03845,Iind-3-003815
ACBK1g03846,.
ACBK1g03847,Iind-3-003817
ACBK1g03848,.
ACBK1g03849,Iind-3-003821
ACBK1g03850,Iind-3-003823
ACBK1g03851,.
ACBK1g03852,.
ACBK1g03853,.
ACBK1g03854,.
ACBK1g03855,Iind-3-003829
ACBK1g03856,Iind-3-003830
ACBK1g03857,Iind-3-003832
ACBK1g03858,Iind-3-003833
ACBK1g03859,Iind-3-003834
ACBK1g03860,Iind-3-003836
ACBK1g03861,.
ACBK1g03862,.
ACBK1g03863,Iind-3-003838
ACBK1g03864,Iind-3-003844
ACBK1g03865,Iind-3-003845
ACBK1g03866,.
ACBK1g03867,.
ACBK1g03868,Iind-3-003853
ACBK1g03869,.
ACBK1g03870,Iind-3-003854
ACBK1g03871,Iind-3-003855
ACBK1g03872,.
ACBK1g03873,Iind-3-003857
ACBK1g03874,.
ACBK1g03875,Iind-3-003860
ACBK1g03876,Iind-3-003861
ACBK1g03877,Iind-3-003864
ACBK1g03878,Iind-3-003865
ACBK1g03879,Iind-3-003866
ACBK1g03880,Iind-3-003868
ACBK1g03881,.
ACBK1g03882,.
ACBK1g03883,.
ACBK1g03884,Iind-3-003928
ACBK1g03885,Iind-3-003927
ACBK1g03886,.
ACBK1g03887,.
ACBK1g03888,Iind-3-003925
ACBK1g03889,Iind-3-003914
ACBK1g03890,Iind-3-003913
ACBK1g03891,.
ACBK1g03892,Iind-3-003910
ACBK1g03893,Iind-3-003908
ACBK1g03894,Iind-3-003907
ACBK1g03895,.
ACBK1g03896,Iind-3-003906
ACBK1g03897,Iind-3-003905
ACBK1g03898,Iind-3-003904
ACBK1g03899,Iind-3-003903
ACBK1g03900,Iind-3-003902
ACBK1g03901,Iind-3-003896
ACBK1g03902,Iind-3-003901
ACBK1g03903,Iind-3-003937
ACBK1g03904,Iind-3-003938
ACBK1g03905,.
ACBK1g03906,Iind-3-003942
ACBK1g03907,Iind-3-003943
ACBK1g03908,Iind-3-003944
ACBK1g03909,.
ACBK1g03910,Iind-3-003945
ACBK1g03911,Iind-3-003947
ACBK1g03912,Iind-3-003948
ACBK1g03913,Iind-3-003950
ACBK1g03914,Iind-3-003951
ACBK1g03915,Iind-3-003953
ACBK1g03916,.
ACBK1g03917,.
ACBK1g03918,.
ACBK1g03919,.
ACBK1g03920,Iind-3-003955
ACBK1g03921,Iind-3-003956
ACBK1g03922,Iind-3-003957
ACBK1g03923,Iind-3-003958
ACBK1g03924,Iind-3-003961
ACBK1g03925,Iind-3-003962
ACBK1g03926,.
ACBK1g03927,Iind-3-003963
ACBK1g03928,.
ACBK1g03929,.
ACBK1g03930,Iind-3-003964
ACBK1g03931,.
ACBK1g03932,Iind-3-003966
ACBK1g03933,Iind-3-003967
ACBK1g03934,.
ACBK1g03935,.
ACBK1g03936,.
ACBK1g03937,.
ACBK1g03938,Iind-3-003969
ACBK1g03939,Iind-3-003970
ACBK1g03940,Iind-3-003979
ACBK1g03941,.
ACBK1g03942,Iind-3-003981
ACBK1g03943,Iind-3-003983
ACBK1g03944,.
ACBK1g03945,.
ACBK1g03946,.
ACBK1g03947,.
ACBK1g03948,.
ACBK1g03949,.
ACBK1g03950,.
ACBK1g03951,Iind-3-003986
ACBK1g03952,Iind-3-003988
ACBK1g03953,Iind-3-003989
ACBK1g03954,Iind-3-003990
ACBK1g03955,.
ACBK1g03956,.
ACBK1g03957,Iind-3-003991
ACBK1g03958,Iind-3-003992
ACBK1g03959,Iind-3-003993
ACBK1g03960,Iind-3-003999
ACBK1g03961,Iind-3-004000
ACBK1g03962,Iind-3-004002
ACBK1g03963,Iind-3-004003
ACBK1g03964,.
ACBK1g03965,.
ACBK1g03966,Iind-3-004004
ACBK1g03967,.
ACBK1g03968,.
ACBK1g03969,.
ACBK1g03970,.
ACBK1g03971,.
ACBK1g03972,Iind-3-004005
ACBK1g03973,Iind-3-004007
ACBK1g03974,Iind-3-004008
ACBK1g03975,Iind-3-004009
ACBK1g03976,Iind-3-004012
ACBK1g03977,.
ACBK1g03978,Iind-3-004013
ACBK1g03979,.
ACBK1g03980,Iind-3-004016
ACBK1g03981,.
ACBK1g03982,Iind-3-004017
ACBK1g03983,.
ACBK1g03984,Iind-3-004018
ACBK1g03985,.
ACBK1g03986,Iind-3-004019
ACBK1g03987,.
ACBK1g03988,Iind-3-004021
ACBK1g03989,Iind-3-004023
ACBK1g03990,Iind-3-004024
ACBK1g03991,Iind-3-004026
ACBK1g03992,.
ACBK1g03993,.
ACBK1g03994,.
ACBK1g03995,Iind-3-004027
ACBK1g03996,.
ACBK1g03997,.
ACBK1g03998,Iind-3-004029
ACBK1g03999,.
ACBK1g04000,Iind-3-004030
ACBK1g04001,Iind-3-004033
ACBK1g04002,Iind-3-004034
ACBK1g04003,Iind-3-004036
ACBK1g04004,.
ACBK1g04005,.
ACBK1g04006,.
ACBK1g04007,.
ACBK1g04008,Iind-3-004037
ACBK1g04009,Iind-3-004039
ACBK1g04010,Iind-3-004040
ACBK1g04011,Iind-3-004041
ACBK1g04012,.
ACBK1g04013,Iind-3-004044
ACBK1g04014,Iind-3-004045
ACBK1g04015,.
ACBK1g04016,.
ACBK1g04017,.
ACBK1g04018,Iind-3-004049
ACBK1g04019,.
ACBK1g04020,Iind-3-004052
ACBK1g04021,.
ACBK1g04022,Iind-3-004053
ACBK1g04023,Iind-3-004054
ACBK1g04024,.
ACBK1g04025,Iind-3-004055
ACBK1g04026,Iind-3-004056
ACBK1g04027,Iind-3-004057
ACBK1g04028,.
ACBK1g04029,.
ACBK1g04030,.
ACBK1g04031,.
ACBK1g04032,.
ACBK1g04033,Iind-3-004058
ACBK1g04034,.
ACBK1g04035,.
ACBK1g04036,.
ACBK1g04037,Iind-3-004059
ACBK1g04038,Iind-3-004064
ACBK1g04039,Iind-3-004065
ACBK1g04040,.
ACBK1g04041,.
ACBK1g04042,Iind-3-004066
ACBK1g04043,Iind-3-004067
ACBK1g04044,Iind-3-004068
ACBK1g04045,Iind-3-004069
ACBK1g04046,Iind-3-004070
ACBK1g04047,.
ACBK1g04048,.
ACBK1g04049,.
ACBK1g04050,.
ACBK1g04051,.
ACBK1g04052,.
ACBK1g04053,.
ACBK1g04054,Iind-3-004071
ACBK1g04055,.
ACBK1g04056,.
ACBK1g04057,.
ACBK1g04058,.
ACBK1g04059,Iind-3-004072
ACBK1g04060,.
ACBK1g04061,Iind-3-004074
ACBK1g04062,Iind-3-004075
ACBK1g04063,Iind-3-004076
ACBK1g04064,Iind-3-004078
ACBK1g04065,.
ACBK1g04066,Iind-3-004079
ACBK1g04067,.
ACBK1g04068,Iind-3-004083
ACBK1g04069,.
ACBK1g04070,.
ACBK1g04071,Iind-3-004085
ACBK1g04072,.
ACBK1g04073,.
ACBK1g04074,Iind-3-004089
ACBK1g04075,Iind-3-004090
ACBK1g04076,Iind-3-004092
ACBK1g04077,.
ACBK1g04078,Iind-3-004093
ACBK1g04079,Iind-3-004094
ACBK1g04080,Iind-3-004095
ACBK1g04081,Iind-3-004096
ACBK1g04082,Iind-3-004097
ACBK1g04083,Iind-3-004098
ACBK1g04084,.
ACBK1g04085,Iind-3-004099
ACBK1g04086,Iind-3-004102
ACBK1g04087,Iind-3-004103
ACBK1g04088,Iind-3-004104
ACBK1g04089,Iind-3-004105
ACBK1g04090,.
ACBK1g04091,.
ACBK1g04092,Iind-3-004106
ACBK1g04093,.
ACBK1g04094,Iind-3-004108
ACBK1g04095,Iind-3-004109
ACBK1g04096,Iind-3-004116
ACBK1g04097,Iind-3-004122
ACBK1g04098,Iind-3-004123
ACBK1g04099,Iind-3-004124
ACBK1g04100,Iind-3-004125
ACBK1g04101,Iind-3-004126
ACBK1g04102,Iind-3-004127
ACBK1g04103,Iind-3-004141
ACBK1g04104,Iind-3-004142
ACBK1g04105,Iind-3-004143
ACBK1g04106,Iind-3-004144
ACBK1g04107,Iind-3-004145
ACBK1g04108,.
ACBK1g04109,.
ACBK1g04110,.
ACBK1g04111,Iind-3-004146
ACBK1g04112,.
ACBK1g04113,Iind-3-004148
ACBK1g04114,Iind-3-004150
ACBK1g04115,Iind-3-004152
ACBK1g04116,.
ACBK1g04117,Iind-3-004157
ACBK1g04118,.
ACBK1g04119,Iind-3-004159
ACBK1g04120,Iind-3-004160
ACBK1g04121,Iind-3-004161
ACBK1g04122,Iind-3-004162
ACBK1g04123,Iind-3-004163
ACBK1g04124,.
ACBK1g04125,.
ACBK1g04126,.
ACBK1g04127,.
ACBK1g04128,.
ACBK1g04129,.
ACBK1g04130,.
ACBK1g04131,.
ACBK1g04132,Iind-3-004165
ACBK1g04133,Iind-3-004167
ACBK1g04134,Iind-3-004168
ACBK1g04135,.
ACBK1g04136,.
ACBK1g04137,.
ACBK1g04138,.
ACBK1g04139,.
ACBK1g04140,.
ACBK1g04141,.
ACBK1g04142,.
ACBK1g04143,.
ACBK1g04144,Iind-3-004176
ACBK1g04145,.
ACBK1g04146,.
ACBK1g04147,.
ACBK1g04148,Iind-3-004177
ACBK1g04149,.
ACBK1g04150,Iind-3-004180
ACBK1g04151,.
ACBK1g04152,.
ACBK1g04153,Iind-3-004183
ACBK1g04154,Iind-3-004184
ACBK1g04155,Iind-3-004186
ACBK1g04156,Iind-3-004187
ACBK1g04157,Iind-3-004188
ACBK1g04158,.
ACBK1g04159,.
ACBK1g04160,Iind-3-004191
ACBK1g04161,.
ACBK1g04162,.
ACBK1g04163,Iind-3-004192
ACBK1g04164,Iind-3-004193
ACBK1g04165,Iind-3-004194
ACBK1g04166,Iind-3-004195
ACBK1g04167,Iind-3-004196
ACBK1g04168,Iind-3-004197
ACBK1g04169,Iind-3-004198
ACBK1g04170,Iind-3-004199
ACBK1g04171,Iind-3-004200
ACBK1g04172,.
ACBK1g04173,.
ACBK1g04174,Iind-3-004202
ACBK1g04175,Iind-3-004203
ACBK1g04176,Iind-3-004204
ACBK1g04177,Iind-3-004205
ACBK1g04178,Iind-3-004207
ACBK1g04179,Iind-3-004211
ACBK1g04180,Iind-3-004212
ACBK1g04181,.
ACBK1g04182,Iind-3-004213
ACBK1g04183,Iind-3-004214
ACBK1g04184,Iind-3-004215
ACBK1g04185,Iind-3-004216
ACBK1g04186,Iind-3-004217
ACBK1g04187,.
ACBK1g04188,Iind-3-004218
ACBK1g04189,Iind-3-004219
ACBK1g04190,Iind-3-004220
ACBK1g04191,Iind-3-004222
ACBK1g04192,.
ACBK1g04193,Iind-3-004224
ACBK1g04194,Iind-3-004225
ACBK1g04195,.
ACBK1g04196,Iind-3-004228
ACBK1g04197,Iind-3-004229
ACBK1g04198,.
ACBK1g04199,.
ACBK1g04200,Iind-3-004232
ACBK1g04201,Iind-3-004236
ACBK1g04202,.
ACBK1g04203,Iind-3-004238
ACBK1g04204,.
ACBK1g04205,.
ACBK1g04206,.
ACBK1g04207,Iind-3-004239
ACBK1g04208,.
ACBK1g04209,.
ACBK1g04210,.
ACBK1g04211,Iind-3-004241
ACBK1g04212,Iind-3-004242
ACBK1g04213,Iind-3-004243
ACBK1g04214,Iind-3-004244
ACBK1g04215,Iind-3-004245
ACBK1g04216,Iind-3-004246
ACBK1g04217,Iind-3-004254
ACBK1g04218,Iind-3-004255
ACBK1g04219,.
ACBK1g04220,.
ACBK1g04221,.
ACBK1g04222,Iind-3-004257
ACBK1g04223,.
ACBK1g04224,Iind-3-004258
ACBK1g04225,Iind-3-004259
ACBK1g04226,Iind-3-004260
ACBK1g04227,Iind-3-004261
ACBK1g04228,Iind-3-004262
ACBK1g04229,Iind-3-004263
ACBK1g04230,Iind-3-004264
ACBK1g04231,Iind-3-004265
ACBK1g04232,Iind-3-004266
ACBK1g04233,Iind-3-004268
ACBK1g04234,.
ACBK1g04235,Iind-3-004270
ACBK1g04236,Iind-3-004271
ACBK1g04237,Iind-3-004272
ACBK1g04238,Iind-3-004273
ACBK1g04239,Iind-3-004274
ACBK1g04240,.
ACBK1g04241,.
ACBK1g04242,.
ACBK1g04243,.
ACBK1g04244,.
ACBK1g04245,Iind-3-004278
ACBK1g04246,Iind-3-004279
ACBK1g04247,Iind-3-004280
ACBK1g04248,.
ACBK1g04249,.
ACBK1g04250,Iind-3-004281
ACBK1g04251,Iind-3-004282
ACBK1g04252,.
ACBK1g04253,Iind-3-004283
ACBK1g04254,Iind-3-004284
ACBK1g04255,Iind-3-004285
ACBK1g04256,Iind-3-004286
ACBK1g04257,Iind-3-004287
ACBK1g04258,Iind-3-004294
ACBK1g04259,Iind-3-004295
ACBK1g04260,Iind-3-004296
ACBK1g04261,Iind-3-004297
ACBK1g04262,Iind-3-004298
ACBK1g04263,Iind-3-004299
ACBK1g04264,Iind-3-004302
ACBK1g04265,Iind-3-004306
ACBK1g04266,.
ACBK1g04267,Iind-3-004307
ACBK1g04268,.
ACBK1g04269,.
ACBK1g04270,Iind-3-004309
ACBK1g04271,Iind-3-004310
ACBK1g04272,.
ACBK1g04273,Iind-3-004311
ACBK1g04274,Iind-3-004312
ACBK1g04275,.
ACBK1g04276,.
ACBK1g04277,.
ACBK1g04278,.
ACBK1g04279,.
ACBK1g04280,.
ACBK1g04281,.
ACBK1g04282,Iind-3-004322
ACBK1g04283,Iind-3-004323
ACBK1g04284,Iind-3-004324
ACBK1g04285,Iind-3-004325
ACBK1g04286,.
ACBK1g04287,Iind-3-004326
ACBK1g04288,Iind-3-004327
ACBK1g04289,Iind-3-004329
ACBK1g04290,Iind-3-004330
ACBK1g04291,Iind-3-004333
ACBK1g04292,Iind-3-004334
ACBK1g04293,Iind-3-004336
ACBK1g04294,Iind-3-004337
ACBK1g04295,Iind-3-004338
ACBK1g04296,Iind-3-004339
ACBK1g04297,Iind-3-004343
ACBK1g04298,Iind-3-004344
ACBK1g04299,Iind-3-004345
ACBK1g04300,Iind-3-004346
ACBK1g04301,Iind-3-004347
ACBK1g04302,.
ACBK1g04303,Iind-3-004348
ACBK1g04304,.
ACBK1g04305,Iind-3-004357
ACBK1g04306,.
ACBK1g04307,Iind-3-004359
ACBK1g04308,.
ACBK1g04309,Iind-3-004361
ACBK1g04310,.
ACBK1g04311,Iind-3-004362
ACBK1g04312,Iind-3-004363
ACBK1g04313,Iind-3-004364
ACBK1g04314,.
ACBK1g04315,Iind-3-004365
ACBK1g04316,Iind-3-004367
ACBK1g04317,Iind-3-004370
ACBK1g04318,.
ACBK1g04319,.
ACBK1g04320,Iind-3-004372
ACBK1g04321,.
ACBK1g04322,Iind-3-004374
ACBK1g04323,Iind-3-004375
ACBK1g04324,.
ACBK1g04325,.
ACBK1g04326,Iind-3-004387
ACBK1g04327,.
ACBK1g04328,Iind-3-004377
ACBK1g04329,Iind-3-004385
ACBK1g04330,Iind-3-004384
ACBK1g04331,.
ACBK1g04332,Iind-3-004383
ACBK1g04333,Iind-3-004382
ACBK1g04334,.
ACBK1g04335,Iind-3-004380
ACBK1g04336,Iind-3-004379
ACBK2g00001,
ACBK2g00002,
ACBK2g00003,
ACBK2g00004,
ACBK2g00005,Iind-6-003977
ACBK2g00006,Iind-6-003975
ACBK2g00007,Iind-6-003974
ACBK2g00008,Iind-6-003973
ACBK2g00009,Iind-6-003971
ACBK2g00010,.
ACBK2g00011,Iind-6-003969
ACBK2g00012,Iind-6-003968
ACBK2g00013,Iind-6-003967
ACBK2g00014,Iind-6-003966
ACBK2g00015,.
ACBK2g00016,Iind-6-003965
ACBK2g00017,Iind-6-003964
ACBK2g00018,Iind-6-003963
ACBK2g00019,Iind-6-003962
ACBK2g00020,.
ACBK2g00021,Iind-6-003961
ACBK2g00022,.
ACBK2g00023,Iind-6-003960
ACBK2g00024,.
ACBK2g00025,Iind-6-003959
ACBK2g00026,Iind-6-003958
ACBK2g00027,Iind-6-003957
ACBK2g00028,Iind-6-003955
ACBK2g00029,Iind-6-003954
ACBK2g00030,Iind-6-003952
ACBK2g00031,.
ACBK2g00032,Iind-6-003950
ACBK2g00033,Iind-6-003949
ACBK2g00034,Iind-6-003944
ACBK2g00035,Iind-6-003943
ACBK2g00036,Iind-6-003941
ACBK2g00037,Iind-6-003939
ACBK2g00038,Iind-6-003938
ACBK2g00039,Iind-6-003935
ACBK2g00040,.
ACBK2g00041,Iind-6-003934
ACBK2g00042,.
ACBK2g00043,Iind-6-003933
ACBK2g00044,.
ACBK2g00045,Iind-6-003932
ACBK2g00046,.
ACBK2g00047,Iind-6-003931
ACBK2g00048,Iind-6-003929
ACBK2g00049,Iind-6-003928
ACBK2g00050,Iind-6-003926
ACBK2g00051,.
ACBK2g00052,.
ACBK2g00053,.
ACBK2g00054,Iind-6-003924
ACBK2g00055,Iind-6-003923
ACBK2g00056,Iind-6-003922
ACBK2g00057,Iind-6-003921
ACBK2g00058,Iind-6-003920
ACBK2g00059,Iind-6-003919
ACBK2g00060,Iind-6-003918
ACBK2g00061,Iind-6-003917
ACBK2g00062,Iind-6-003916
ACBK2g00063,Iind-6-003915
ACBK2g00064,Iind-6-003914
ACBK2g00065,Iind-6-003913
ACBK2g00066,.
ACBK2g00067,Iind-6-003911
ACBK2g00068,Iind-6-003910
ACBK2g00069,Iind-6-003906
ACBK2g00070,Iind-6-003905
ACBK2g00071,Iind-6-003904
ACBK2g00072,Iind-6-003903
ACBK2g00073,Iind-6-003901
ACBK2g00074,Iind-6-003900
ACBK2g00075,Iind-6-003899
ACBK2g00076,Iind-6-003897
ACBK2g00077,Iind-6-003895
ACBK2g00078,Iind-6-003890
ACBK2g00079,Iind-6-003889
ACBK2g00080,Iind-6-003888
ACBK2g00081,Iind-6-003886
ACBK2g00082,Iind-6-003885
ACBK2g00083,Iind-6-003884
ACBK2g00084,.
ACBK2g00085,Iind-6-003881
ACBK2g00086,.
ACBK2g00087,.
ACBK2g00088,.
ACBK2g00089,Iind-6-003878
ACBK2g00090,.
ACBK2g00091,Iind-6-003876
ACBK2g00092,.
ACBK2g00093,Iind-6-003873
ACBK2g00094,Iind-6-003872
ACBK2g00095,Iind-6-003869
ACBK2g00096,Iind-6-003868
ACBK2g00097,Iind-6-003867
ACBK2g00098,Iind-6-003866
ACBK2g00099,Iind-6-003865
ACBK2g00100,Iind-6-003864
ACBK2g00101,.
ACBK2g00102,.
ACBK2g00103,.
ACBK2g00104,.
ACBK2g00105,Iind-6-003862
ACBK2g00106,.
ACBK2g00107,Iind-6-003861
ACBK2g00108,.
ACBK2g00109,Iind-6-003859
ACBK2g00110,Iind-6-003853
ACBK2g00111,Iind-6-003852
ACBK2g00112,.
ACBK2g00113,.
ACBK2g00114,Iind-6-003851
ACBK2g00115,Iind-6-003850
ACBK2g00116,Iind-6-003849
ACBK2g00117,Iind-6-003848
ACBK2g00118,Iind-6-003846
ACBK2g00119,Iind-6-003845
ACBK2g00120,Iind-6-003842
ACBK2g00121,.
ACBK2g00122,Iind-6-003841
ACBK2g00123,Iind-6-003838
ACBK2g00124,.
ACBK2g00125,Iind-6-003836
ACBK2g00126,Iind-6-003835
ACBK2g00127,Iind-6-003834
ACBK2g00128,Iind-6-003833
ACBK2g00129,Iind-6-003832
ACBK2g00130,Iind-6-003831
ACBK2g00131,Iind-6-003830
ACBK2g00132,.
ACBK2g00133,Iind-6-003829
ACBK2g00134,Iind-6-003828
ACBK2g00135,Iind-6-003827
ACBK2g00136,Iind-6-003826
ACBK2g00137,Iind-6-003825
ACBK2g00138,Iind-6-003822
ACBK2g00139,Iind-6-003821
ACBK2g00140,Iind-6-003820
ACBK2g00141,Iind-6-003819
ACBK2g00142,Iind-6-003818
ACBK2g00143,Iind-6-003816
ACBK2g00144,Iind-6-003815
ACBK2g00145,Iind-6-003814
ACBK2g00146,Iind-6-003813
ACBK2g00147,Iind-6-003812
ACBK2g00148,.
ACBK2g00149,Iind-6-003810
ACBK2g00150,Iind-6-003809
ACBK2g00151,Iind-6-003808
ACBK2g00152,Iind-6-003805
ACBK2g00153,Iind-6-003804
ACBK2g00154,Iind-6-003803
ACBK2g00155,Iind-6-003802
ACBK2g00156,.
ACBK2g00157,Iind-6-003800
ACBK2g00158,.
ACBK2g00159,Iind-6-003796
ACBK2g00160,.
ACBK2g00161,Iind-6-003795
ACBK2g00162,Iind-6-003794
ACBK2g00163,Iind-6-003793
ACBK2g00164,.
ACBK2g00165,Iind-6-003791
ACBK2g00166,Iind-6-003790
ACBK2g00167,Iind-6-003789
ACBK2g00168,Iind-6-003787
ACBK2g00169,Iind-6-003786
ACBK2g00170,Iind-6-003785
ACBK2g00171,Iind-6-003784
ACBK2g00172,Iind-6-003783
ACBK2g00173,Iind-6-003782
ACBK2g00174,Iind-6-003781
ACBK2g00175,Iind-6-003780
ACBK2g00176,Iind-6-003779
ACBK2g00177,Iind-6-003777
ACBK2g00178,Iind-6-003776
ACBK2g00179,.
ACBK2g00180,.
ACBK2g00181,.
ACBK2g00182,.
ACBK2g00183,.
ACBK2g00184,.
ACBK2g00185,.
ACBK2g00186,Iind-6-003773
ACBK2g00187,Iind-6-003771
ACBK2g00188,Iind-6-003770
ACBK2g00189,Iind-6-003769
ACBK2g00190,Iind-6-003767
ACBK2g00191,Iind-6-003766
ACBK2g00192,Iind-6-003765
ACBK2g00193,.
ACBK2g00194,Iind-6-003764
ACBK2g00195,Iind-6-003763
ACBK2g00196,Iind-6-003762
ACBK2g00197,Iind-6-003761
ACBK2g00198,.
ACBK2g00199,.
ACBK2g00200,.
ACBK2g00201,.
ACBK2g00202,Iind-6-003760
ACBK2g00203,.
ACBK2g00204,Iind-6-003758
ACBK2g00205,Iind-6-003757
ACBK2g00206,Iind-6-003756
ACBK2g00207,Iind-6-003755
ACBK2g00208,Iind-6-003754
ACBK2g00209,Iind-6-003753
ACBK2g00210,Iind-6-003751
ACBK2g00211,Iind-6-003750
ACBK2g00212,Iind-6-003748
ACBK2g00213,Iind-6-003746
ACBK2g00214,Iind-6-003745
ACBK2g00215,Iind-6-003744
ACBK2g00216,Iind-6-003743
ACBK2g00217,Iind-6-003742
ACBK2g00218,Iind-6-003741
ACBK2g00219,Iind-6-003740
ACBK2g00220,.
ACBK2g00221,Iind-6-003739
ACBK2g00222,.
ACBK2g00223,.
ACBK2g00224,Iind-6-003738
ACBK2g00225,.
ACBK2g00226,.
ACBK2g00227,.
ACBK2g00228,Iind-6-003736
ACBK2g00229,.
ACBK2g00230,.
ACBK2g00231,.
ACBK2g00232,.
ACBK2g00233,.
ACBK2g00234,.
ACBK2g00235,Iind-6-003735
ACBK2g00236,.
ACBK2g00237,.
ACBK2g00238,Iind-6-003732
ACBK2g00239,Iind-6-003731
ACBK2g00240,Iind-6-003728
ACBK2g00241,Iind-6-003727
ACBK2g00242,Iind-6-003724
ACBK2g00243,Iind-6-003723
ACBK2g00244,Iind-6-003722
ACBK2g00245,Iind-6-003721
ACBK2g00246,Iind-6-003720
ACBK2g00247,Iind-6-003719
ACBK2g00248,Iind-6-003718
ACBK2g00249,Iind-6-003717
ACBK2g00250,Iind-6-003716
ACBK2g00251,Iind-6-003715
ACBK2g00252,.
ACBK2g00253,Iind-6-003714
ACBK2g00254,Iind-6-003713
ACBK2g00255,.
ACBK2g00256,Iind-6-003712
ACBK2g00257,Iind-6-003711
ACBK2g00258,.
ACBK2g00259,Iind-6-003710
ACBK2g00260,.
ACBK2g00261,Iind-6-003706
ACBK2g00262,Iind-6-003705
ACBK2g00263,Iind-6-003704
ACBK2g00264,Iind-6-003703
ACBK2g00265,Iind-6-003702
ACBK2g00266,Iind-6-003701
ACBK2g00267,.
ACBK2g00268,Iind-6-003700
ACBK2g00269,Iind-6-003699
ACBK2g00270,Iind-6-003698
ACBK2g00271,Iind-6-003697
ACBK2g00272,Iind-6-003696
ACBK2g00273,Iind-6-003695
ACBK2g00274,Iind-6-003694
ACBK2g00275,Iind-6-003693
ACBK2g00276,.
ACBK2g00277,Iind-6-003689
ACBK2g00278,Iind-6-003688
ACBK2g00279,Iind-6-003687
ACBK2g00280,Iind-6-003686
ACBK2g00281,Iind-6-003684
ACBK2g00282,Iind-6-003683
ACBK2g00283,Iind-6-003682
ACBK2g00284,Iind-6-003681
ACBK2g00285,Iind-6-003680
ACBK2g00286,Iind-6-003678
ACBK2g00287,Iind-6-003677
ACBK2g00288,Iind-6-003676
ACBK2g00289,Iind-6-003675
ACBK2g00290,.
ACBK2g00291,Iind-6-003674
ACBK2g00292,Iind-6-003671
ACBK2g00293,.
ACBK2g00294,Iind-6-003666
ACBK2g00295,Iind-6-003665
ACBK2g00296,Iind-6-003664
ACBK2g00297,Iind-6-003663
ACBK2g00298,Iind-6-003661
ACBK2g00299,.
ACBK2g00300,Iind-6-003659
ACBK2g00301,Iind-6-003658
ACBK2g00302,.
ACBK2g00303,.
ACBK2g00304,.
ACBK2g00305,Iind-6-003655
ACBK2g00306,.
ACBK2g00307,Iind-6-003652
ACBK2g00308,Iind-6-003651
ACBK2g00309,Iind-6-003650
ACBK2g00310,Iind-6-003649
ACBK2g00311,Iind-6-003645
ACBK2g00312,Iind-6-003644
ACBK2g00313,Iind-6-003643
ACBK2g00314,Iind-6-003641
ACBK2g00315,Iind-6-003640
ACBK2g00316,Iind-6-003639
ACBK2g00317,Iind-6-003638
ACBK2g00318,Iind-6-003637
ACBK2g00319,Iind-6-003633
ACBK2g00320,Iind-6-003632
ACBK2g00321,Iind-6-003629
ACBK2g00322,Iind-6-003628
ACBK2g00323,Iind-6-003627
ACBK2g00324,Iind-6-003626
ACBK2g00325,Iind-6-003625
ACBK2g00326,.
ACBK2g00327,Iind-6-003623
ACBK2g00328,Iind-6-003622
ACBK2g00329,Iind-6-003621
ACBK2g00330,Iind-6-003620
ACBK2g00331,.
ACBK2g00332,Iind-6-003619
ACBK2g00333,Iind-6-003618
ACBK2g00334,Iind-6-003617
ACBK2g00335,Iind-6-003616
ACBK2g00336,.
ACBK2g00337,Iind-6-003615
ACBK2g00338,Iind-6-003614
ACBK2g00339,Iind-6-003613
ACBK2g00340,.
ACBK2g00341,Iind-6-003610
ACBK2g00342,Iind-6-003609
ACBK2g00343,Iind-6-003608
ACBK2g00344,Iind-6-003607
