ACBK1g00001,Spar-1-000008
ACBK2g01761,Spar-7-001039
ACBK2g01762,Spar-7-001037
ACBK2g01763,.
ACBK2g01764,.
ACBK2g01765,.
ACBK2g01766,Spar-7-001034
ACBK2g01767,.
ACBK2g01768,Spar-7-001031
ACBK2g01769,.
ACBK2g01770,Spar-7-001030
ACBK2g01771,Spar-7-001029
ACBK2g01772,Spar-7-001028
ACBK2g01773,Spar-7-001027
ACBK2g01774,.
ACBK2g01775,Spar-7-001026
ACBK2g01776,Spar-7-001025
ACBK2g01777,.
ACBK2g01778,.
ACBK2g01779,Spar-7-001023
ACBK2g01780,Spar-7-001022
ACBK2g01781,.
ACBK2g01782,.
ACBK2g01783,.
ACBK2g01784,.
ACBK2g01785,.
ACBK2g01786,.
ACBK2g01787,.
ACBK2g01788,Spar-7-001018
ACBK2g01789,.
ACBK2g01790,Spar-7-001015
ACBK2g01791,Spar-7-001014
ACBK2g01792,Spar-7-001013
ACBK2g01793,Spar-7-001012
ACBK2g01794,Spar-7-001011
ACBK2g01795,Spar-7-001010
ACBK2g01796,.
ACBK2g01797,Spar-7-001008
ACBK2g01798,.
ACBK2g01799,.
ACBK2g01800,Spar-7-001007
ACBK2g01801,Spar-7-001006
ACBK2g01802,.
ACBK2g01803,.
ACBK2g01804,.
ACBK2g01805,Spar-7-001004
ACBK2g01806,
ACBK2g01807,
ACBK2g01808,Spar-7-000828
ACBK2g01809,.
ACBK2g01810,Spar-7-000831
ACBK2g01811,.
ACBK2g01812,Spar-7-000833
ACBK2g01813,Spar-7-000834
ACBK2g01814,Spar-7-000835
ACBK2g01815,Spar-7-000836
ACBK2g01816,Spar-7-000837
ACBK2g01817,.
ACBK2g01818,Spar-7-000838
ACBK2g01819,Spar-7-000839
ACBK2g01820,.
ACBK2g01821,Spar-7-000841
ACBK2g01822,Spar-7-000842
ACBK2g01823,Spar-7-000843
ACBK2g01824,Spar-7-000844
ACBK2g01825,Spar-7-000845
ACBK2g01826,Spar-7-000846
ACBK2g01827,.
ACBK2g01828,Spar-7-000848
ACBK2g01829,Spar-7-000849
ACBK2g01830,Spar-7-000851
ACBK2g01831,Spar-7-000852
ACBK2g01832,Spar-7-000854
ACBK2g01833,Spar-7-000856
ACBK2g01834,Spar-7-000857
ACBK2g01835,.
ACBK2g01836,Spar-7-000858
ACBK2g01837,.
ACBK2g01838,Spar-7-000860
ACBK2g01839,Spar-7-000861
ACBK2g01840,.
ACBK2g01841,.
ACBK2g01842,Spar-7-000864
ACBK2g01843,.
ACBK2g01844,Spar-7-000867
ACBK2g01845,Spar-7-000868
ACBK2g01846,.
ACBK2g01847,Spar-7-000870
ACBK2g01848,Spar-7-000872
ACBK2g01849,Spar-7-000873
ACBK2g01850,Spar-7-000875
ACBK2g01851,.
ACBK2g01852,Spar-7-000876
ACBK2g01853,Spar-7-000878
ACBK2g01854,Spar-7-000881
ACBK2g01855,.
ACBK2g01856,Spar-7-000883
ACBK2g01857,.
ACBK2g01858,.
ACBK2g01859,Spar-7-000885
ACBK2g01860,Spar-7-000886
ACBK2g01861,Spar-7-000887
ACBK2g01862,.
ACBK2g01863,.
ACBK2g01864,.
ACBK2g01865,.
ACBK2g01866,.
ACBK2g01867,Spar-7-000890
ACBK2g01868,Spar-7-000891
ACBK2g01869,Spar-7-000892
ACBK2g01870,.
ACBK2g01871,Spar-7-000894
ACBK2g01872,.
ACBK2g01873,.
ACBK2g01874,.
ACBK2g01875,.
ACBK2g01876,Spar-7-000896
ACBK2g01877,Spar-7-000897
ACBK2g01878,Spar-7-000898
ACBK2g01879,Spar-7-000899
ACBK2g01880,Spar-7-000902
ACBK2g01881,.
ACBK2g01882,.
ACBK2g01883,Spar-7-000905
ACBK2g01884,Spar-7-000906
ACBK2g01885,Spar-7-000907
ACBK2g01886,Spar-7-000908
ACBK2g01887,.
ACBK2g01888,Spar-7-000909
ACBK2g01889,Spar-7-000911
ACBK2g01890,Spar-7-000912
ACBK2g01891,Spar-7-000913
ACBK2g01892,Spar-7-000914
ACBK2g01893,Spar-7-000915
ACBK2g01894,.
ACBK2g01895,Spar-7-000917
ACBK2g01896,.
ACBK2g01897,Spar-7-000918
ACBK2g01898,Spar-7-000919
ACBK2g01899,Spar-7-000920
ACBK2g01900,Spar-7-000921
ACBK2g01901,Spar-7-000922
ACBK2g01902,Spar-7-000923
ACBK2g01903,Spar-7-000924
ACBK2g01904,Spar-7-000925
ACBK2g01905,Spar-7-000926
ACBK2g01906,Spar-7-000927
ACBK2g01907,.
ACBK2g01908,Spar-7-000929
ACBK2g01909,.
ACBK2g01910,Spar-7-000930
ACBK2g01911,Spar-7-000931
ACBK2g01912,Spar-7-000932
ACBK2g01913,Spar-7-000933
ACBK2g01914,Spar-7-000934
ACBK2g01915,.
ACBK2g01916,.
ACBK2g01917,.
ACBK2g01918,Spar-7-000937
ACBK2g01919,Spar-7-000938
ACBK2g01920,Spar-7-000939
ACBK2g01921,.
ACBK2g01922,.
ACBK2g01923,.
ACBK2g01924,Spar-7-000941
ACBK2g01925,Spar-7-000942
ACBK2g01926,.
ACBK2g01927,Spar-7-000945
ACBK2g01928,Spar-7-000946
ACBK2g01929,Spar-7-000947
ACBK2g01930,Spar-7-000948
ACBK2g01931,.
ACBK2g01932,Spar-7-000950
ACBK2g01933,Spar-7-000952
ACBK2g01934,Spar-7-000954
ACBK2g01935,.
ACBK2g01936,Spar-7-000956
ACBK2g01937,.
ACBK2g01938,.
ACBK2g01939,Spar-7-000959
ACBK2g01940,.
ACBK2g01941,.
ACBK2g01942,Spar-7-000963
ACBK2g01943,Spar-7-000964
ACBK2g01944,Spar-7-000965
ACBK2g01945,Spar-7-000966
ACBK2g01946,Spar-7-000968
ACBK2g01947,Spar-7-000970
ACBK2g01948,Spar-7-000971
ACBK2g01949,.
ACBK2g01950,Spar-7-000972
ACBK2g01951,Spar-7-000973
ACBK2g01952,Spar-7-000974
ACBK2g01953,Spar-7-000975
ACBK2g01954,Spar-7-000977
ACBK2g01955,Spar-7-000978
ACBK2g01956,.
ACBK2g01957,Spar-7-000980
ACBK2g01958,Spar-7-000981
ACBK2g01959,Spar-7-000982
ACBK2g01960,Spar-7-000983
ACBK2g01961,Spar-7-000984
ACBK2g01962,Spar-7-000986
ACBK2g01963,.
ACBK2g01964,.
ACBK2g01965,.
ACBK2g01966,.
ACBK2g01967,.
ACBK2g01968,.
ACBK2g01969,.
ACBK2g01970,.
ACBK2g01971,.
ACBK2g01972,.
ACBK2g01973,.
ACBK2g01974,.
ACBK2g01975,.
ACBK2g01976,Spar-7-000988
ACBK2g01977,.
ACBK2g01978,.
ACBK2g01979,.
ACBK2g01980,Spar-7-000990
ACBK2g01981,.
ACBK2g01982,Spar-7-000991
ACBK2g01983,Spar-7-000992
ACBK2g01984,Spar-7-000993
ACBK2g01985,.
ACBK2g01986,Spar-7-000995
ACBK2g01987,.
ACBK2g01988,Spar-7-000997
ACBK2g01989,Spar-7-000998
ACBK2g01990,.
ACBK2g01991,.
ACBK2g01992,Spar-7-001001
ACBK2g01993,Spar-7-001002
ACBK2g01994,Spar-7-001003
ACBK2g01995,
ACBK2g01996,
ACBK2g01997,Spar-7-000824
ACBK2g01998,.
ACBK2g01999,Spar-7-000822
ACBK2g02000,Spar-7-000821
ACBK2g02001,Spar-7-000819
ACBK2g02002,Spar-7-000817
ACBK2g02003,.
ACBK2g02004,Spar-7-000816
ACBK2g02005,Spar-7-000814
ACBK2g02006,.
ACBK2g02007,Spar-7-000812
ACBK2g02008,Spar-7-000811
ACBK2g02009,Spar-7-000810
ACBK2g02010,.
ACBK2g02011,Spar-7-000808
ACBK2g02012,Spar-7-000807
ACBK2g02013,Spar-7-000806
ACBK2g02014,Spar-7-000804
ACBK2g02015,Spar-7-000802
ACBK2g02016,Spar-7-000801
ACBK2g02017,Spar-7-000800
ACBK2g02018,.
ACBK2g02019,.
ACBK2g02020,.
ACBK2g02021,.
ACBK2g02022,Spar-7-000798
ACBK2g02023,.
ACBK2g02024,.
ACBK2g02025,Spar-7-000796
ACBK2g02026,Spar-7-000795
ACBK2g02027,.
ACBK2g02028,Spar-7-000792
ACBK2g02029,Spar-7-000791
ACBK2g02030,.
ACBK2g02031,Spar-7-000789
ACBK2g02032,Spar-7-000788
ACBK2g02033,Spar-7-000786
ACBK2g02034,Spar-7-000785
ACBK2g02035,Spar-7-000784
ACBK2g02036,Spar-7-000783
ACBK2g02037,Spar-7-000782
ACBK2g02038,Spar-7-000781
ACBK2g02039,Spar-7-000780
ACBK2g02040,Spar-7-000779
ACBK2g02041,.
ACBK2g02042,.
ACBK2g02043,.
ACBK2g02044,.
ACBK2g02045,.
ACBK2g02046,.
ACBK2g02047,.
ACBK2g02048,.
ACBK2g02049,.
ACBK2g02050,Spar-7-000772
ACBK2g02051,.
ACBK2g02052,.
ACBK2g02053,.
ACBK2g02054,.
ACBK2g02055,Spar-7-000769
ACBK2g02056,Spar-7-000768
ACBK2g02057,Spar-7-000767
ACBK2g02058,Spar-7-000766
ACBK2g02059,.
ACBK2g02060,Spar-7-000764
ACBK2g02061,Spar-7-000763
ACBK2g02062,Spar-7-000762
ACBK2g02063,.
ACBK2g02064,.
ACBK2g02065,Spar-7-000760
ACBK2g02066,Spar-7-000759
ACBK2g02067,.
ACBK2g02068,Spar-7-000756
ACBK2g02069,.
ACBK2g02070,Spar-7-000754
ACBK2g02071,Spar-7-000753
ACBK2g02072,.
ACBK2g02073,.
ACBK2g02074,.
ACBK2g02075,.
ACBK2g02076,.
ACBK2g02077,.
ACBK2g02078,Spar-7-000749
ACBK2g02079,
ACBK2g02080,
ACBK2g02081,
ACBK2g02082,
ACBK2g02083,
ACBK2g02084,
ACBK2g02085,
ACBK2g02086,
ACBK2g02087,
ACBK2g02088,
ACBK2g02089,
ACBK2g02090,
ACBK2g02091,
ACBK2g02092,
ACBK2g02093,
ACBK2g02094,
ACBK2g02095,Spar-7-000749
ACBK2g02096,.
ACBK2g02097,.
ACBK2g02098,.
ACBK2g02099,.
ACBK2g02100,.
ACBK2g02101,.
ACBK2g02102,.
ACBK2g02103,.
ACBK2g02104,.
ACBK2g02105,.
ACBK2g02106,Spar-7-000744
ACBK2g02107,.
ACBK2g02108,.
ACBK2g02109,Spar-7-000741
ACBK2g02110,Spar-7-000740
ACBK2g02111,Spar-7-000739
ACBK2g02112,.
ACBK2g02113,Spar-7-000738
ACBK2g02114,Spar-7-000737
ACBK2g02115,Spar-7-000736
ACBK2g02116,.
ACBK2g02117,Spar-7-000734
ACBK2g02118,Spar-7-000733
ACBK2g02119,.
ACBK2g02120,.
ACBK2g02121,Spar-7-000732
ACBK2g02122,.
ACBK2g02123,.
ACBK2g02124,Spar-7-000730
ACBK2g02125,Spar-7-000728
ACBK2g02126,.
ACBK2g02127,Spar-7-000725
ACBK2g02128,.
ACBK2g02129,Spar-7-000722
ACBK2g02130,Spar-7-000721
ACBK2g02131,Spar-7-000719
ACBK2g02132,.
ACBK2g02133,Spar-7-000718
ACBK2g02134,.
ACBK2g02135,.
ACBK2g02136,.
ACBK2g02137,.
ACBK2g02138,.
ACBK2g02139,.
ACBK2g02140,.
ACBK2g02141,Spar-7-000714
ACBK2g02142,.
ACBK2g02143,Spar-7-000712
ACBK2g02144,Spar-7-000711
ACBK2g02145,Spar-7-000710
ACBK2g02146,.
ACBK2g02147,Spar-7-000709
ACBK2g02148,Spar-7-000706
ACBK2g02149,.
ACBK2g02150,Spar-7-000704
ACBK2g02151,.
ACBK2g02152,Spar-7-000703
ACBK2g02153,Spar-7-000701
ACBK2g02154,.
ACBK2g02155,.
ACBK2g02156,.
ACBK2g02157,.
ACBK2g02158,Spar-7-000700
ACBK2g02159,Spar-7-000699
ACBK2g02160,.
ACBK2g02161,.
ACBK2g02162,Spar-7-000696
ACBK2g02163,Spar-7-000695
ACBK2g02164,Spar-7-000693
ACBK2g02165,.
ACBK2g02166,Spar-7-000692
ACBK2g02167,.
ACBK2g02168,.
ACBK2g02169,Spar-7-000690
ACBK2g02170,.
ACBK2g02171,.
ACBK2g02172,.
ACBK2g02173,Spar-7-000687
ACBK2g02174,.
ACBK2g02175,.
ACBK2g02176,Spar-7-000686
ACBK2g02177,Spar-7-000685
ACBK2g02178,.
ACBK2g02179,Spar-7-000684
ACBK2g02180,.
ACBK2g02181,.
ACBK2g02182,.
ACBK2g02183,Spar-7-000680
ACBK2g02184,Spar-7-000679
ACBK2g02185,.
ACBK2g02186,Spar-7-000676
ACBK2g02187,Spar-7-000674
ACBK2g02188,Spar-7-000673
ACBK2g02189,Spar-7-000672
ACBK2g02190,.
ACBK2g02191,Spar-7-000671
ACBK2g02192,.
ACBK2g02193,Spar-7-000669
ACBK2g02194,Spar-7-000668
ACBK2g02195,Spar-7-000667
ACBK2g02196,Spar-7-000666
ACBK2g02197,Spar-7-000665
ACBK2g02198,.
ACBK2g02199,.
ACBK2g02200,.
ACBK2g02201,.
ACBK2g02202,Spar-7-000661
ACBK2g02203,.
ACBK2g02204,.
ACBK2g02205,.
ACBK2g02206,Spar-7-000654
ACBK2g02207,Spar-7-000653
ACBK2g02208,.
ACBK2g02209,Spar-7-000652
ACBK2g02210,.
ACBK2g02211,.
ACBK2g02212,.
ACBK2g02213,.
ACBK2g02214,.
ACBK2g02215,Spar-7-000649
ACBK2g02216,Spar-7-000648
ACBK2g02217,.
ACBK2g02218,.
ACBK2g02219,Spar-7-000646
ACBK2g02220,Spar-7-000644
ACBK2g02221,Spar-7-000642
ACBK2g02222,Spar-7-000641
ACBK2g02223,Spar-7-000640
ACBK2g02224,Spar-7-000639
ACBK2g02225,Spar-7-000638
ACBK2g02226,.
ACBK2g02227,Spar-7-000637
ACBK2g02228,Spar-7-000636
ACBK2g02229,Spar-7-000635
ACBK2g02230,Spar-7-000634
ACBK2g02231,.
ACBK2g02232,.
ACBK2g02233,Spar-7-000632
ACBK2g02234,.
ACBK2g02235,.
ACBK2g02236,Spar-7-000631
ACBK2g02237,.
ACBK2g02238,.
ACBK2g02239,Spar-7-000628
ACBK2g02240,Spar-7-000627
ACBK2g02241,Spar-7-000625
ACBK2g02242,Spar-7-000624
ACBK2g02243,Spar-7-000623
ACBK2g02244,.
ACBK2g02245,Spar-7-000622
ACBK2g02246,.
ACBK2g02247,.
ACBK2g02248,.
ACBK2g02249,Spar-7-000619
ACBK2g02250,.
ACBK2g02251,.
ACBK2g02252,.
ACBK2g02253,Spar-7-000617
ACBK2g02254,.
ACBK2g02255,.
ACBK2g02256,.
ACBK2g02257,Spar-7-000614
ACBK2g02258,Spar-7-000613
ACBK2g02259,Spar-7-000612
ACBK2g02260,Spar-7-000611
ACBK2g02261,Spar-7-000610
ACBK2g02262,.
ACBK2g02263,.
ACBK2g02264,.
ACBK2g02265,Spar-7-000607
ACBK2g02266,Spar-7-000606
ACBK2g02267,.
ACBK2g02268,.
ACBK2g02269,Spar-7-000604
ACBK2g02270,.
ACBK2g02271,.
ACBK2g02272,.
ACBK2g02273,Spar-7-000601
ACBK2g02274,Spar-7-000600
ACBK2g02275,Spar-7-000599
ACBK2g02276,.
ACBK2g02277,.
ACBK2g02278,.
ACBK2g02279,.
ACBK2g02280,.
ACBK2g02281,.
ACBK2g02282,Spar-7-000598
ACBK2g02283,Spar-7-000597
ACBK2g02284,Spar-7-000596
ACBK2g02285,.
ACBK2g02286,Spar-7-000594
ACBK2g02287,.
ACBK2g02288,Spar-7-000590
ACBK2g02289,Spar-7-000589
ACBK2g02290,.
ACBK2g02291,Spar-7-000588
ACBK2g02292,Spar-7-000586
ACBK2g02293,.
ACBK2g02294,.
ACBK2g02295,.
ACBK2g02296,Spar-7-000582
ACBK2g02297,Spar-7-000581
ACBK2g02298,.
ACBK2g02299,.
ACBK2g02300,.
ACBK2g02301,.
ACBK2g02302,Spar-7-000578
ACBK2g02303,Spar-7-000575
ACBK2g02304,Spar-7-000574
ACBK2g02305,Spar-7-000573
ACBK2g02306,.
ACBK2g02307,.
ACBK2g02308,.
ACBK2g02309,Spar-7-000570
ACBK2g02310,.
ACBK2g02311,.
ACBK2g02312,Spar-7-000569
ACBK2g02313,.
ACBK2g02314,.
ACBK2g02315,.
ACBK2g02316,Spar-7-000564
ACBK2g02317,.
ACBK2g02318,Spar-7-000563
ACBK2g02319,Spar-7-000561
ACBK2g02320,.
ACBK2g02321,Spar-7-000560
ACBK2g02322,.
ACBK2g02323,.
ACBK2g02324,.
ACBK2g02325,.
ACBK2g02326,.
ACBK2g02327,Spar-7-000558
ACBK2g02328,.
ACBK2g02329,.
ACBK2g02330,.
ACBK2g02331,Spar-7-000557
ACBK2g02332,Spar-7-000556
ACBK2g02333,.
ACBK2g02334,.
ACBK2g02335,.
ACBK2g02336,Spar-7-000552
ACBK2g02337,Spar-7-000551
ACBK2g02338,Spar-7-000550
ACBK2g02339,Spar-7-000548
ACBK2g02340,.
ACBK2g02341,Spar-7-000547
ACBK2g02342,Spar-7-000546
ACBK2g02343,Spar-7-000544
ACBK2g02344,Spar-7-000542
ACBK2g02345,Spar-7-000541
ACBK2g02346,Spar-7-000540
ACBK2g02347,.
ACBK2g02348,.
ACBK2g02349,Spar-7-000537
ACBK2g02350,Spar-7-000536
ACBK2g02351,.
ACBK2g02352,Spar-7-000535
ACBK2g02353,Spar-7-000533
ACBK2g02354,.
ACBK2g02355,.
ACBK2g02356,.
ACBK2g02357,.
ACBK2g02358,Spar-7-000530
ACBK2g02359,Spar-7-000529
ACBK2g02360,.
ACBK2g02361,.
ACBK2g02362,.
ACBK2g02363,.
ACBK2g02364,.
ACBK2g02365,.
ACBK2g02366,.
ACBK2g02367,Spar-7-000528
ACBK2g02368,.
ACBK2g02369,.
ACBK2g02370,.
ACBK2g02371,.
ACBK2g02372,Spar-7-000522
ACBK2g02373,Spar-7-000521
ACBK2g02374,Spar-7-000520
ACBK2g02375,.
ACBK2g02376,.
ACBK2g02377,.
ACBK2g02378,.
ACBK2g02379,.
ACBK2g02380,.
ACBK2g02381,.
ACBK2g02382,.
ACBK2g02383,.
ACBK2g02384,.
ACBK2g02385,.
ACBK2g02386,.
ACBK2g02387,.
ACBK2g02388,.
ACBK2g02389,.
ACBK2g02390,.
ACBK2g02391,.
ACBK2g02392,.
ACBK2g02393,.
ACBK2g02394,Spar-7-000515
ACBK2g02395,.
ACBK2g02396,.
ACBK2g02397,Spar-7-000514
ACBK2g02398,.
ACBK2g02399,.
ACBK2g02400,.
ACBK2g02401,.
ACBK2g02402,.
ACBK2g02403,.
ACBK2g02404,.
ACBK2g02405,.
ACBK2g02406,Spar-7-000510
ACBK2g02407,Spar-7-000509
ACBK2g02408,Spar-7-000508
ACBK2g02409,.
ACBK2g02410,.
ACBK2g02411,.
ACBK2g02412,Spar-7-000506
ACBK2g02413,Spar-7-000504
ACBK2g02414,.
ACBK2g02415,.
ACBK2g02416,Spar-7-000503
ACBK2g02417,.
ACBK2g02418,.
ACBK2g02419,.
ACBK2g02420,.
ACBK2g02421,.
ACBK2g02422,Spar-7-000501
ACBK2g02423,Spar-7-000498
ACBK2g02424,.
ACBK2g02425,.
ACBK2g02426,Spar-7-000497
ACBK2g02427,.
ACBK2g02428,Spar-7-000496
ACBK2g02429,.
ACBK2g02430,.
ACBK2g02431,.
ACBK2g02432,.
ACBK2g02433,.
ACBK2g02434,.
ACBK2g02435,.
ACBK2g02436,.
ACBK2g02437,.
ACBK2g02438,Spar-7-000489
ACBK2g02439,
ACBK2g02440,
ACBK2g02441,
ACBK2g02442,
ACBK2g02443,
ACBK2g02444,
ACBK2g02445,
ACBK2g02446,
ACBK2g02447,
ACBK2g02448,
ACBK2g02449,
ACBK2g02450,
ACBK2g02451,
ACBK2g02452,
ACBK2g02453,
ACBK2g02454,
ACBK2g02455,
ACBK2g02456,
ACBK2g02457,
ACBK2g02458,
ACBK2g02459,
ACBK2g02460,
ACBK2g02461,
ACBK2g02462,
ACBK2g02463,
ACBK2g02464,
ACBK2g02465,Spar-7-000484
ACBK2g02466,.
ACBK2g02467,.
ACBK2g02468,.
ACBK2g02469,Spar-7-000481
ACBK2g02470,.
ACBK2g02471,Spar-7-000479
ACBK2g02472,.
ACBK2g02473,.
ACBK2g02474,.
ACBK2g02475,Spar-7-000475
ACBK2g02476,.
ACBK2g02477,Spar-7-000467
ACBK2g02478,.
ACBK2g02479,.
ACBK2g02480,.
ACBK2g02481,.
ACBK2g02482,Spar-7-000464
ACBK2g02483,.
ACBK2g02484,.
ACBK2g02485,Spar-7-000461
ACBK2g02486,Spar-7-000457
ACBK2g02487,.
ACBK2g02488,.
ACBK2g02489,Spar-7-000453
ACBK2g02490,Spar-7-000450
ACBK2g02491,.
ACBK2g02492,.
ACBK2g02493,Spar-7-000446
ACBK2g02494,.
ACBK2g02495,.
ACBK2g02496,Spar-7-000445
ACBK2g02497,.
ACBK2g02498,.
ACBK2g02499,.
ACBK2g02500,Spar-7-000444
ACBK2g02501,.
ACBK2g02502,Spar-7-000441
ACBK2g02503,.
ACBK2g02504,.
ACBK2g02505,.
ACBK2g02506,.
ACBK2g02507,.
ACBK2g02508,.
ACBK2g02509,Spar-7-000439
ACBK2g02510,
ACBK2g02511,
ACBK2g02512,
ACBK2g02513,
ACBK2g02514,Spar-7-000315
ACBK2g02515,.
ACBK2g02516,.
ACBK2g02517,.
ACBK2g02518,.
ACBK2g02519,Spar-7-000316
ACBK2g02520,.
ACBK2g02521,.
ACBK2g02522,.
ACBK2g02523,.
ACBK2g02524,.
ACBK2g02525,.
ACBK2g02526,.
ACBK2g02527,.
ACBK2g02528,.
ACBK2g02529,.
ACBK2g02530,.
ACBK2g02531,.
ACBK2g02532,.
ACBK2g02533,.
ACBK2g02534,Spar-7-000319
ACBK2g02535,Spar-7-000325
ACBK2g02536,.
ACBK2g02537,.
ACBK2g02538,.
ACBK2g02539,.
ACBK2g02540,.
ACBK2g02541,.
ACBK2g02542,.
ACBK2g02543,.
ACBK2g02544,.
ACBK2g02545,.
ACBK2g02546,.
ACBK2g02547,.
ACBK2g02548,Spar-7-000347
ACBK2g02549,.
ACBK2g02550,Spar-7-000345
ACBK2g02551,.
ACBK2g02552,Spar-7-000343
ACBK2g02553,Spar-7-000336
ACBK2g02554,.
ACBK2g02555,.
ACBK2g02556,.
ACBK2g02557,.
ACBK2g02558,.
ACBK2g02559,.
ACBK2g02560,.
ACBK2g02561,Spar-7-000341
ACBK2g02562,Spar-7-000342
ACBK2g02563,Spar-7-000334
ACBK2g02564,Spar-7-000332
ACBK2g02565,Spar-7-000331
ACBK2g02566,.
ACBK2g02567,.
ACBK2g02568,.
ACBK2g02569,Spar-7-000329
ACBK2g02570,.
ACBK2g02571,.
ACBK2g02572,.
ACBK2g02573,.
ACBK2g02574,Spar-7-000327
ACBK2g02575,Spar-7-000326
ACBK2g02576,.
ACBK2g02577,.
ACBK2g02578,.
ACBK2g02579,.
ACBK2g02580,.
ACBK2g02581,.
ACBK2g02582,Spar-7-000352
ACBK2g02583,.
ACBK2g02584,.
ACBK2g02585,Spar-7-000355
ACBK2g02586,Spar-7-000358
ACBK2g02587,.
ACBK2g02588,.
ACBK2g02589,Spar-7-000360
ACBK2g02590,Spar-7-000361
ACBK2g02591,.
ACBK2g02592,Spar-7-000362
ACBK2g02593,.
ACBK2g02594,.
ACBK2g02595,Spar-7-000365
ACBK2g02596,.
ACBK2g02597,.
ACBK2g02598,.
ACBK2g02599,.
ACBK2g02600,Spar-7-000368
ACBK2g02601,.
ACBK2g02602,.
ACBK2g02603,.
ACBK2g02604,.
ACBK2g02605,.
ACBK2g02606,.
ACBK2g02607,.
ACBK2g02608,.
ACBK2g02609,.
ACBK2g02610,.
ACBK2g02611,.
ACBK2g02612,.
ACBK2g02613,.
ACBK2g02614,.
ACBK2g02615,Spar-7-000374
ACBK2g02616,Spar-7-000375
ACBK2g02617,.
ACBK2g02618,.
ACBK2g02619,Spar-7-000379
ACBK2g02620,Spar-7-000381
ACBK2g02621,Spar-7-000382
ACBK2g02622,.
ACBK2g02623,Spar-7-000383
ACBK2g02624,Spar-7-000384
ACBK2g02625,.
ACBK2g02626,Spar-7-000389
ACBK2g02627,.
ACBK2g02628,.
ACBK2g02629,.
ACBK2g02630,Spar-7-000393
ACBK2g02631,Spar-7-000394
ACBK2g02632,.
ACBK2g02633,.
ACBK2g02634,Spar-7-000395
ACBK2g02635,Spar-7-000396
ACBK2g02636,.
ACBK2g02637,.
ACBK2g02638,.
ACBK2g02639,.
ACBK2g02640,.
ACBK2g02641,Spar-7-000397
ACBK2g02642,Spar-7-000399
ACBK2g02643,.
ACBK2g02644,Spar-7-000401
ACBK2g02645,.
ACBK2g02646,Spar-7-000404
ACBK2g02647,.
ACBK2g02648,.
ACBK2g02649,.
ACBK2g02650,.
ACBK2g02651,Spar-7-000405
ACBK2g02652,.
ACBK2g02653,Spar-7-000407
ACBK2g02654,
ACBK2g02655,
ACBK2g02656,
ACBK2g02657,
ACBK2g02658,
ACBK2g02659,
ACBK2g02660,
ACBK2g02661,Spar-7-000312
ACBK2g02662,.
ACBK2g02663,.
ACBK2g02664,.
ACBK2g02665,Spar-7-000311
ACBK2g02666,Spar-7-000308
ACBK2g02667,.
ACBK2g02668,.
ACBK2g02669,.
ACBK2g02670,.
ACBK2g02671,Spar-7-000304
ACBK2g02672,.
ACBK2g02673,.
ACBK2g02674,.
ACBK2g02675,.
ACBK2g02676,Spar-7-000302
ACBK2g02677,.
ACBK2g02678,Spar-7-000300
ACBK2g02679,.
ACBK2g02680,.
ACBK2g02681,.
ACBK2g02682,.
ACBK2g02683,.
ACBK2g02684,.
ACBK2g02685,.
ACBK2g02686,Spar-7-000296
ACBK2g02687,Spar-7-000295
ACBK2g02688,.
ACBK2g02689,.
ACBK2g02690,.
ACBK2g02691,Spar-7-000291
ACBK2g02692,.
ACBK2g02693,.
ACBK2g02694,Spar-7-000287
ACBK2g02695,.
ACBK2g02696,Spar-7-000285
ACBK2g02697,Spar-7-000284
ACBK2g02698,Spar-7-000283
ACBK2g02699,Spar-7-000282
ACBK2g02700,.
ACBK2g02701,.
ACBK2g02702,Spar-7-000281
ACBK2g02703,.
ACBK2g02704,Spar-7-000280
ACBK2g02705,.
ACBK2g02706,.
ACBK2g02707,.
ACBK2g02708,.
ACBK2g02709,.
ACBK2g02710,Spar-7-000278
ACBK2g02711,.
ACBK2g02712,.
ACBK2g02713,Spar-7-000277
ACBK2g02714,.
ACBK2g02715,.
ACBK2g02716,.
ACBK2g02717,.
ACBK2g02718,.
ACBK2g02719,Spar-7-000275
ACBK2g02720,Spar-7-000274
ACBK2g02721,.
ACBK2g02722,.
ACBK2g02723,.
ACBK2g02724,Spar-7-000270
ACBK2g02725,.
ACBK2g02726,.
ACBK2g02727,.
ACBK2g02728,.
ACBK2g02729,Spar-7-000247
ACBK2g02730,Spar-7-000248
ACBK2g02731,.
ACBK2g02732,Spar-7-000249
ACBK2g02733,.
ACBK2g02734,.
ACBK2g02735,.
ACBK2g02736,.
ACBK2g02737,.
ACBK2g02738,.
ACBK2g02739,Spar-7-000250
ACBK2g02740,.
ACBK2g02741,.
ACBK2g02742,.
ACBK2g02743,.
ACBK2g02744,.
ACBK2g02745,.
ACBK2g02746,.
ACBK2g02747,.
ACBK2g02748,.
ACBK2g02749,Spar-7-000254
ACBK2g02750,Spar-7-000255
ACBK2g02751,Spar-7-000256
ACBK2g02752,.
ACBK2g02753,.
ACBK2g02754,.
ACBK2g02755,.
ACBK2g02756,.
ACBK2g02757,.
ACBK2g02758,.
ACBK2g02759,.
ACBK2g02760,Spar-7-000258
ACBK2g02761,.
ACBK2g02762,.
ACBK2g02763,Spar-7-000263
ACBK2g02764,.
ACBK2g02765,.
ACBK2g02766,.
ACBK2g02767,.
ACBK2g02768,.
ACBK2g02769,Spar-7-000267
