ACBK1g00001,Alsp-1-000008
ACBK1g04039,Alsp-1-004425
ACBK1g04040,Alsp-1-004426
ACBK1g04041,.
ACBK1g04042,Alsp-1-004427
ACBK1g04043,Alsp-1-004428
ACBK1g04044,Alsp-1-004429
ACBK1g04045,Alsp-1-004430
ACBK1g04046,Alsp-1-004431
ACBK1g04047,Alsp-1-004432
ACBK1g04048,Alsp-1-004435
ACBK1g04049,.
ACBK1g04050,Alsp-1-004436
ACBK1g04051,Alsp-1-004437
ACBK1g04052,.
ACBK1g04053,.
ACBK1g04054,Alsp-1-004438
ACBK1g04055,.
ACBK1g04056,.
ACBK1g04057,Alsp-1-004439
ACBK1g04058,Alsp-1-004440
ACBK1g04059,Alsp-1-004441
ACBK1g04060,Alsp-1-004442
ACBK1g04061,Alsp-1-004446
ACBK1g04062,Alsp-1-004447
ACBK1g04063,Alsp-1-004452
ACBK1g04064,Alsp-1-004454
ACBK1g04065,Alsp-1-004455
ACBK1g04066,Alsp-1-004456
ACBK1g04067,Alsp-1-004457
ACBK1g04068,Alsp-1-004459
ACBK1g04069,.
ACBK1g04070,.
ACBK1g04071,Alsp-1-004460
ACBK1g04072,Alsp-1-004461
ACBK1g04073,Alsp-1-004464
ACBK1g04074,Alsp-1-004465
ACBK1g04075,Alsp-1-004467
ACBK1g04076,Alsp-1-004468
ACBK1g04077,Alsp-1-004469
ACBK1g04078,Alsp-1-004470
ACBK1g04079,Alsp-1-004471
ACBK1g04080,Alsp-1-004472
ACBK1g04081,Alsp-1-004473
ACBK1g04082,Alsp-1-004474
ACBK1g04083,Alsp-1-004475
ACBK1g04084,Alsp-1-004476
ACBK1g04085,Alsp-1-004477
ACBK1g04086,Alsp-1-004478
ACBK1g04087,Alsp-1-004479
ACBK1g04088,Alsp-1-004480
ACBK1g04089,Alsp-1-004481
ACBK1g04090,.
ACBK1g04091,.
ACBK1g04092,Alsp-1-004482
ACBK1g04093,Alsp-1-004483
ACBK1g04094,Alsp-1-004484
ACBK1g04095,Alsp-1-004485
ACBK1g04096,Alsp-1-004486
ACBK1g04097,Alsp-1-004487
ACBK1g04098,Alsp-1-004488
ACBK1g04099,Alsp-1-004489
ACBK1g04100,Alsp-1-004491
ACBK1g04101,Alsp-1-004492
ACBK1g04102,Alsp-1-004494
ACBK1g04103,Alsp-1-004497
ACBK1g04104,Alsp-1-004498
ACBK1g04105,Alsp-1-004499
ACBK1g04106,Alsp-1-004501
ACBK1g04107,Alsp-1-004502
ACBK1g04108,Alsp-1-004504
ACBK1g04109,.
ACBK1g04110,Alsp-1-004505
ACBK1g04111,Alsp-1-004506
ACBK1g04112,.
ACBK1g04113,Alsp-1-004507
ACBK1g04114,Alsp-1-004508
ACBK1g04115,Alsp-1-004511
ACBK1g04116,.
ACBK1g04117,Alsp-1-004513
ACBK1g04118,Alsp-1-004514
ACBK1g04119,Alsp-1-004515
ACBK1g04120,Alsp-1-004516
ACBK1g04121,Alsp-1-004517
ACBK1g04122,Alsp-1-004518
ACBK1g04123,Alsp-1-004519
ACBK1g04124,Alsp-1-004520
ACBK1g04125,.
ACBK1g04126,.
ACBK1g04127,.
ACBK1g04128,Alsp-1-004527
ACBK1g04129,Alsp-1-004528
ACBK1g04130,Alsp-1-004530
ACBK1g04131,Alsp-1-004531
ACBK1g04132,Alsp-1-004532
ACBK1g04133,Alsp-1-004533
ACBK1g04134,Alsp-1-004534
ACBK1g04135,.
ACBK1g04136,.
ACBK1g04137,.
ACBK1g04138,.
ACBK1g04139,.
ACBK1g04140,.
ACBK1g04141,.
ACBK1g04142,.
ACBK1g04143,.
ACBK1g04144,Alsp-1-004539
ACBK1g04145,Alsp-1-004540
ACBK1g04146,Alsp-1-004541
ACBK1g04147,Alsp-1-004542
ACBK1g04148,Alsp-1-004543
ACBK1g04149,.
ACBK1g04150,Alsp-1-004545
ACBK1g04151,Alsp-1-004546
ACBK1g04152,Alsp-1-004548
ACBK1g04153,Alsp-1-004549
ACBK1g04154,Alsp-1-004550
ACBK1g04155,Alsp-1-004551
ACBK1g04156,Alsp-1-004552
ACBK1g04157,Alsp-1-004553
ACBK1g04158,.
ACBK1g04159,.
ACBK1g04160,Alsp-1-004557
ACBK1g04161,.
ACBK1g04162,Alsp-1-004558
ACBK1g04163,Alsp-1-004559
ACBK1g04164,Alsp-1-004560
ACBK1g04165,Alsp-1-004561
ACBK1g04166,Alsp-1-004562
ACBK1g04167,Alsp-1-004563
ACBK1g04168,Alsp-1-004564
ACBK1g04169,Alsp-1-004566
ACBK1g04170,.
ACBK1g04171,Alsp-1-004569
ACBK1g04172,Alsp-1-004570
ACBK1g04173,.
ACBK1g04174,Alsp-1-004572
ACBK1g04175,.
ACBK1g04176,Alsp-1-004573
ACBK1g04177,Alsp-1-004575
ACBK1g04178,Alsp-1-004577
ACBK1g04179,Alsp-1-004579
ACBK1g04180,Alsp-1-004580
ACBK1g04181,Alsp-1-004581
ACBK1g04182,Alsp-1-004582
ACBK1g04183,Alsp-1-004583
ACBK1g04184,Alsp-1-004584
ACBK1g04185,Alsp-1-004585
ACBK1g04186,Alsp-1-004587
ACBK1g04187,Alsp-1-004588
ACBK1g04188,Alsp-1-004589
ACBK1g04189,Alsp-1-004590
ACBK1g04190,Alsp-1-004591
ACBK1g04191,Alsp-1-004593
ACBK1g04192,Alsp-1-004594
ACBK1g04193,Alsp-1-004595
ACBK1g04194,Alsp-1-004596
ACBK1g04195,.
ACBK1g04196,Alsp-1-004598
ACBK1g04197,Alsp-1-004599
ACBK1g04198,Alsp-1-004600
ACBK1g04199,Alsp-1-004604
ACBK1g04200,.
ACBK1g04201,Alsp-1-004606
ACBK1g04202,.
ACBK1g04203,Alsp-1-004608
ACBK1g04204,Alsp-1-004609
ACBK1g04205,.
ACBK1g04206,.
ACBK1g04207,Alsp-1-004610
ACBK1g04208,Alsp-1-004611
ACBK1g04209,.
ACBK1g04210,.
ACBK1g04211,Alsp-1-004613
ACBK1g04212,Alsp-1-004614
ACBK1g04213,Alsp-1-004615
ACBK1g04214,Alsp-1-004616
ACBK1g04215,Alsp-1-004617
ACBK1g04216,Alsp-1-004618
ACBK1g04217,Alsp-1-004622
ACBK1g04218,Alsp-1-004624
ACBK1g04219,Alsp-1-004625
ACBK1g04220,Alsp-1-004626
ACBK1g04221,.
ACBK1g04222,Alsp-1-004627
ACBK1g04223,Alsp-1-004628
ACBK1g04224,Alsp-1-004629
ACBK1g04225,Alsp-1-004633
ACBK1g04226,Alsp-1-004634
ACBK1g04227,Alsp-1-004635
ACBK1g04228,Alsp-1-004636
ACBK1g04229,Alsp-1-004637
ACBK1g04230,Alsp-1-004638
ACBK1g04231,Alsp-1-004639
ACBK1g04232,Alsp-1-004640
ACBK1g04233,Alsp-1-004641
ACBK1g04234,.
ACBK1g04235,Alsp-1-004643
ACBK1g04236,Alsp-1-004644
ACBK1g04237,Alsp-1-004645
ACBK1g04238,Alsp-1-004646
ACBK1g04239,Alsp-1-004647
ACBK1g04240,.
ACBK1g04241,.
ACBK1g04242,.
ACBK1g04243,Alsp-1-004651
ACBK1g04244,.
ACBK1g04245,Alsp-1-004652
ACBK1g04246,Alsp-1-004653
ACBK1g04247,Alsp-1-004654
ACBK1g04248,Alsp-1-004655
ACBK1g04249,.
ACBK1g04250,Alsp-1-004657
ACBK1g04251,Alsp-1-004658
ACBK1g04252,.
ACBK1g04253,Alsp-1-004659
ACBK1g04254,Alsp-1-004660
ACBK1g04255,Alsp-1-004661
ACBK1g04256,Alsp-1-004663
ACBK1g04257,Alsp-1-004664
ACBK1g04258,Alsp-1-004665
ACBK1g04259,Alsp-1-004666
ACBK1g04260,Alsp-1-004667
ACBK1g04261,Alsp-1-004668
ACBK1g04262,Alsp-1-004669
ACBK1g04263,Alsp-1-004670
ACBK1g04264,Alsp-1-004671
ACBK1g04265,Alsp-1-004672
ACBK1g04266,Alsp-1-004673
ACBK1g04267,.
ACBK1g04268,Alsp-1-004674
ACBK1g04269,Alsp-1-004675
ACBK1g04270,Alsp-1-004676
ACBK1g04271,Alsp-1-004677
ACBK1g04272,.
ACBK1g04273,Alsp-1-004678
ACBK1g04274,Alsp-1-004680
ACBK1g04275,.
ACBK1g04276,Alsp-1-004682
ACBK1g04277,Alsp-1-004683
ACBK1g04278,.
ACBK1g04279,.
ACBK1g04280,.
ACBK1g04281,.
ACBK1g04282,Alsp-1-004685
ACBK1g04283,Alsp-1-004686
ACBK1g04284,Alsp-1-004687
ACBK1g04285,Alsp-1-004688
ACBK1g04286,Alsp-1-004689
ACBK1g04287,Alsp-1-004691
ACBK1g04288,Alsp-1-004692
ACBK1g04289,Alsp-1-004693
ACBK1g04290,Alsp-1-004694
ACBK1g04291,Alsp-1-004695
ACBK1g04292,Alsp-1-004696
ACBK1g04293,Alsp-1-004697
ACBK1g04294,Alsp-1-004698
ACBK1g04295,Alsp-1-004699
ACBK1g04296,.
ACBK1g04297,Alsp-1-004702
ACBK1g04298,Alsp-1-004703
ACBK1g04299,Alsp-1-004704
ACBK1g04300,Alsp-1-004705
ACBK1g04301,Alsp-1-004706
ACBK1g04302,.
ACBK1g04303,Alsp-1-004707
ACBK1g04304,.
ACBK1g04305,Alsp-1-004714
ACBK1g04306,Alsp-1-004715
ACBK1g04307,Alsp-1-004716
ACBK1g04308,Alsp-1-004717
ACBK1g04309,Alsp-1-004718
ACBK1g04310,Alsp-1-004719
ACBK1g04311,Alsp-1-004720
ACBK1g04312,Alsp-1-004722
ACBK1g04313,Alsp-1-004723
ACBK1g04314,.
ACBK1g04315,Alsp-1-004724
ACBK1g04316,Alsp-1-004725
ACBK1g04317,Alsp-1-004727
ACBK1g04318,.
ACBK1g04319,.
ACBK1g04320,Alsp-1-004730
ACBK1g04321,Alsp-1-004732
ACBK1g04322,Alsp-1-004734
ACBK1g04323,Alsp-1-004736
ACBK1g04324,Alsp-1-004753
ACBK1g04325,Alsp-1-004752
ACBK1g04326,Alsp-1-004751
ACBK1g04327,.
ACBK1g04328,Alsp-1-004740
ACBK1g04329,Alsp-1-004750
ACBK1g04330,Alsp-1-004749
ACBK1g04331,Alsp-1-004748
ACBK1g04332,Alsp-1-004747
ACBK1g04333,Alsp-1-004746
ACBK1g04334,.
ACBK1g04335,Alsp-1-004744
ACBK1g04336,Alsp-1-004742
ACBK2g00001,Alsp-7-000001
ACBK2g00002,Alsp-7-000002
ACBK2g00003,Alsp-7-000005
ACBK2g00004,Alsp-7-000006
ACBK2g00005,Alsp-7-000007
ACBK2g00006,Alsp-7-000009
ACBK2g00007,Alsp-7-000010
ACBK2g00008,Alsp-7-000012
ACBK2g00009,Alsp-7-000014
ACBK2g00010,Alsp-7-000015
ACBK2g00011,Alsp-7-000016
ACBK2g00012,Alsp-7-000017
ACBK2g00013,Alsp-7-000018
ACBK2g00014,Alsp-7-000019
ACBK2g00015,Alsp-7-000020
ACBK2g00016,Alsp-7-000021
ACBK2g00017,Alsp-7-000022
ACBK2g00018,Alsp-7-000023
ACBK2g00019,Alsp-7-000024
ACBK2g00020,Alsp-7-000025
ACBK2g00021,Alsp-7-000026
ACBK2g00022,Alsp-7-000028
ACBK2g00023,Alsp-7-000029
ACBK2g00024,Alsp-7-000030
ACBK2g00025,Alsp-7-000032
ACBK2g00026,Alsp-7-000033
ACBK2g00027,Alsp-7-000034
ACBK2g00028,Alsp-7-000036
ACBK2g00029,Alsp-7-000037
ACBK2g00030,Alsp-7-000038
ACBK2g00031,Alsp-7-000039
ACBK2g00032,Alsp-7-000041
ACBK2g00033,Alsp-7-000042
ACBK2g00034,Alsp-7-000047
ACBK2g00035,Alsp-7-000050
ACBK2g00036,Alsp-7-000051
ACBK2g00037,Alsp-7-000052
ACBK2g00038,Alsp-7-000053
ACBK2g00039,Alsp-7-000054
ACBK2g00040,Alsp-7-000055
ACBK2g00041,Alsp-7-000056
ACBK2g00042,Alsp-7-000057
ACBK2g00043,Alsp-7-000058
ACBK2g00044,Alsp-7-000059
ACBK2g00045,Alsp-7-000060
ACBK2g00046,Alsp-7-000061
ACBK2g00047,Alsp-7-000062
ACBK2g00048,Alsp-7-000063
ACBK2g00049,Alsp-7-000066
ACBK2g00050,Alsp-7-000068
ACBK2g00051,Alsp-7-000070
ACBK2g00052,Alsp-7-000072
ACBK2g00053,Alsp-7-000073
ACBK2g00054,Alsp-7-000076
ACBK2g00055,Alsp-7-000077
ACBK2g00056,Alsp-7-000078
ACBK2g00057,Alsp-7-000079
ACBK2g00058,Alsp-7-000082
ACBK2g00059,Alsp-7-000084
ACBK2g00060,Alsp-7-000085
ACBK2g00061,Alsp-7-000086
ACBK2g00062,Alsp-7-000087
ACBK2g00063,Alsp-7-000088
ACBK2g00064,Alsp-7-000092
ACBK2g00065,Alsp-7-000093
ACBK2g00066,.
ACBK2g00067,Alsp-7-000096
ACBK2g00068,Alsp-7-000098
ACBK2g00069,Alsp-7-000100
ACBK2g00070,Alsp-7-000101
ACBK2g00071,Alsp-7-000104
ACBK2g00072,Alsp-7-000105
ACBK2g00073,.
ACBK2g00074,Alsp-7-000107
ACBK2g00075,Alsp-7-000108
ACBK2g00076,Alsp-7-000110
ACBK2g00077,Alsp-7-000113
ACBK2g00078,Alsp-7-000116
ACBK2g00079,Alsp-7-000117
ACBK2g00080,Alsp-7-000118
ACBK2g00081,Alsp-7-000120
ACBK2g00082,Alsp-7-000121
ACBK2g00083,Alsp-7-000122
ACBK2g00084,.
ACBK2g00085,Alsp-7-000126
ACBK2g00086,Alsp-7-000127
ACBK2g00087,Alsp-7-000128
ACBK2g00088,.
ACBK2g00089,Alsp-7-000131
ACBK2g00090,Alsp-7-000132
ACBK2g00091,Alsp-7-000133
ACBK2g00092,Alsp-7-000134
ACBK2g00093,Alsp-7-000137
ACBK2g00094,Alsp-7-000138
ACBK2g00095,Alsp-7-000139
ACBK2g00096,Alsp-7-000140
ACBK2g00097,Alsp-7-000142
ACBK2g00098,Alsp-7-000143
ACBK2g00099,Alsp-7-000144
ACBK2g00100,Alsp-7-000145
ACBK2g00101,Alsp-7-000146
ACBK2g00102,Alsp-7-000147
ACBK2g00103,Alsp-7-000148
ACBK2g00104,Alsp-7-000149
ACBK2g00105,Alsp-7-000150
ACBK2g00106,Alsp-7-000154
ACBK2g00107,Alsp-7-000155
ACBK2g00108,.
ACBK2g00109,Alsp-7-000156
ACBK2g00110,Alsp-7-000167
ACBK2g00111,Alsp-7-000168
ACBK2g00112,Alsp-7-000169
ACBK2g00113,Alsp-7-000171
ACBK2g00114,Alsp-7-000173
ACBK2g00115,Alsp-7-000175
ACBK2g00116,Alsp-7-000177
ACBK2g00117,Alsp-7-000178
ACBK2g00118,Alsp-7-000179
ACBK2g00119,Alsp-7-000180
ACBK2g00120,Alsp-7-000181
ACBK2g00121,Alsp-7-000182
ACBK2g00122,Alsp-7-000183
ACBK2g00123,Alsp-7-000184
ACBK2g00124,Alsp-7-000187
ACBK2g00125,Alsp-7-000188
ACBK2g00126,Alsp-7-000189
ACBK2g00127,Alsp-7-000190
ACBK2g00128,Alsp-7-000191
ACBK2g00129,Alsp-7-000192
ACBK2g00130,Alsp-7-000193
ACBK2g00131,Alsp-7-000194
ACBK2g00132,Alsp-7-000195
ACBK2g00133,Alsp-7-000196
ACBK2g00134,Alsp-7-000197
ACBK2g00135,Alsp-7-000198
ACBK2g00136,Alsp-7-000199
ACBK2g00137,Alsp-7-000200
ACBK2g00138,Alsp-7-000203
ACBK2g00139,Alsp-7-000204
ACBK2g00140,Alsp-7-000206
ACBK2g00141,Alsp-7-000207
ACBK2g00142,Alsp-7-000208
ACBK2g00143,Alsp-7-000211
ACBK2g00144,Alsp-7-000213
ACBK2g00145,Alsp-7-000214
ACBK2g00146,Alsp-7-000215
ACBK2g00147,Alsp-7-000216
ACBK2g00148,Alsp-7-000217
ACBK2g00149,Alsp-7-000219
ACBK2g00150,Alsp-7-000220
ACBK2g00151,Alsp-7-000222
ACBK2g00152,.
ACBK2g00153,Alsp-7-000224
ACBK2g00154,Alsp-7-000226
ACBK2g00155,Alsp-7-000228
ACBK2g00156,.
ACBK2g00157,Alsp-7-000230
ACBK2g00158,.
ACBK2g00159,Alsp-7-000232
ACBK2g00160,Alsp-7-000235
ACBK2g00161,Alsp-7-000239
ACBK2g00162,Alsp-7-000240
ACBK2g00163,Alsp-7-000241
ACBK2g00164,Alsp-7-000243
ACBK2g00165,Alsp-7-000244
ACBK2g00166,Alsp-7-000245
ACBK2g00167,Alsp-7-000246
ACBK2g00168,Alsp-7-000247
ACBK2g00169,Alsp-7-000248
ACBK2g00170,Alsp-7-000250
ACBK2g00171,Alsp-7-000251
ACBK2g00172,Alsp-7-000252
ACBK2g00173,Alsp-7-000253
ACBK2g00174,Alsp-7-000254
ACBK2g00175,Alsp-7-000255
ACBK2g00176,Alsp-7-000256
ACBK2g00177,Alsp-7-000258
ACBK2g00178,Alsp-7-000260
ACBK2g00179,.
ACBK2g00180,.
ACBK2g00181,.
ACBK2g00182,.
ACBK2g00183,.
ACBK2g00184,.
ACBK2g00185,.
ACBK2g00186,Alsp-7-000261
ACBK2g00187,.
ACBK2g00188,Alsp-7-000263
ACBK2g00189,Alsp-7-000264
ACBK2g00190,Alsp-7-000266
ACBK2g00191,Alsp-7-000267
ACBK2g00192,Alsp-7-000268
ACBK2g00193,Alsp-7-000269
ACBK2g00194,Alsp-7-000270
ACBK2g00195,Alsp-7-000271
ACBK2g00196,Alsp-7-000272
ACBK2g00197,Alsp-7-000273
ACBK2g00198,Alsp-7-000274
ACBK2g00199,Alsp-7-000275
ACBK2g00200,Alsp-7-000276
ACBK2g00201,Alsp-7-000277
ACBK2g00202,Alsp-7-000278
ACBK2g00203,.
ACBK2g00204,Alsp-7-000280
ACBK2g00205,Alsp-7-000281
ACBK2g00206,Alsp-7-000283
ACBK2g00207,Alsp-7-000284
ACBK2g00208,Alsp-7-000285
ACBK2g00209,Alsp-7-000286
ACBK2g00210,Alsp-7-000288
ACBK2g00211,Alsp-7-000289
ACBK2g00212,Alsp-7-000291
ACBK2g00213,Alsp-7-000293
ACBK2g00214,Alsp-7-000294
ACBK2g00215,Alsp-7-000295
ACBK2g00216,Alsp-7-000297
ACBK2g00217,Alsp-7-000298
ACBK2g00218,Alsp-7-000299
ACBK2g00219,Alsp-7-000300
ACBK2g00220,.
ACBK2g00221,Alsp-7-000302
ACBK2g00222,Alsp-7-000303
ACBK2g00223,Alsp-7-000306
ACBK2g00224,Alsp-7-000307
ACBK2g00225,.
ACBK2g00226,.
ACBK2g00227,Alsp-7-000308
ACBK2g00228,Alsp-7-000310
ACBK2g00229,Alsp-7-000311
ACBK2g00230,Alsp-7-000312
ACBK2g00231,.
ACBK2g00232,Alsp-7-000314
ACBK2g00233,Alsp-7-000315
ACBK2g00234,Alsp-7-000316
ACBK2g00235,Alsp-7-000318
ACBK2g00236,Alsp-7-000320
ACBK2g00237,Alsp-7-000321
ACBK2g00238,Alsp-7-000323
ACBK2g00239,Alsp-7-000325
ACBK2g00240,Alsp-7-000327
ACBK2g00241,Alsp-7-000328
ACBK2g00242,Alsp-7-000329
ACBK2g00243,Alsp-7-000330
ACBK2g00244,Alsp-7-000332
ACBK2g00245,Alsp-7-000333
ACBK2g00246,Alsp-7-000334
ACBK2g00247,Alsp-7-000335
ACBK2g00248,Alsp-7-000336
ACBK2g00249,Alsp-7-000337
ACBK2g00250,Alsp-7-000338
ACBK2g00251,Alsp-7-000339
ACBK2g00252,Alsp-7-000340
ACBK2g00253,Alsp-7-000341
ACBK2g00254,Alsp-7-000342
ACBK2g00255,.
ACBK2g00256,Alsp-7-000343
ACBK2g00257,Alsp-7-000344
ACBK2g00258,Alsp-7-000345
ACBK2g00259,Alsp-7-000346
ACBK2g00260,.
ACBK2g00261,Alsp-7-000349
ACBK2g00262,Alsp-7-000350
ACBK2g00263,Alsp-7-000352
ACBK2g00264,Alsp-7-000353
ACBK2g00265,Alsp-7-000355
ACBK2g00266,Alsp-7-000356
ACBK2g00267,.
ACBK2g00268,Alsp-7-000357
ACBK2g00269,Alsp-7-000358
ACBK2g00270,Alsp-7-000359
ACBK2g00271,Alsp-7-000360
ACBK2g00272,Alsp-7-000361
ACBK2g00273,Alsp-7-000362
ACBK2g00274,Alsp-7-000363
ACBK2g00275,Alsp-7-000364
ACBK2g00276,Alsp-7-000367
ACBK2g00277,Alsp-7-000368
ACBK2g00278,Alsp-7-000369
ACBK2g00279,Alsp-7-000370
ACBK2g00280,Alsp-7-000372
ACBK2g00281,Alsp-7-000373
ACBK2g00282,Alsp-7-000375
ACBK2g00283,Alsp-7-000376
ACBK2g00284,Alsp-7-000377
ACBK2g00285,Alsp-7-000378
ACBK2g00286,Alsp-7-000380
ACBK2g00287,Alsp-7-000381
ACBK2g00288,Alsp-7-000382
ACBK2g00289,Alsp-7-000383
ACBK2g00290,Alsp-7-000384
ACBK2g00291,Alsp-7-000385
ACBK2g00292,Alsp-7-000386
ACBK2g00293,Alsp-7-000387
ACBK2g00294,Alsp-7-000388
ACBK2g00295,Alsp-7-000389
ACBK2g00296,.
ACBK2g00297,Alsp-7-000390
ACBK2g00298,Alsp-7-000391
ACBK2g00299,Alsp-7-000392
ACBK2g00300,Alsp-7-000393
ACBK2g00301,Alsp-7-000394
ACBK2g00302,.
ACBK2g00303,.
ACBK2g00304,Alsp-7-000396
ACBK2g00305,Alsp-7-000397
ACBK2g00306,Alsp-7-000398
ACBK2g00307,Alsp-7-000400
ACBK2g00308,Alsp-7-000401
ACBK2g00309,Alsp-7-000402
ACBK2g00310,Alsp-7-000403
ACBK2g00311,Alsp-7-000405
ACBK2g00312,Alsp-7-000408
ACBK2g00313,Alsp-7-000409
ACBK2g00314,Alsp-7-000411
ACBK2g00315,Alsp-7-000412
ACBK2g00316,Alsp-7-000413
ACBK2g00317,Alsp-7-000414
ACBK2g00318,Alsp-7-000415
ACBK2g00319,Alsp-7-000416
ACBK2g00320,Alsp-7-000417
ACBK2g00321,Alsp-7-000418
ACBK2g00322,Alsp-7-000420
ACBK2g00323,Alsp-7-000423
ACBK2g00324,Alsp-7-000424
ACBK2g00325,Alsp-7-000425
ACBK2g00326,.
ACBK2g00327,Alsp-7-000426
ACBK2g00328,Alsp-7-000427
ACBK2g00329,Alsp-7-000428
ACBK2g00330,Alsp-7-000429
ACBK2g00331,Alsp-7-000430
ACBK2g00332,Alsp-7-000431
ACBK2g00333,Alsp-7-000432
ACBK2g00334,Alsp-7-000433
ACBK2g00335,Alsp-7-000434
ACBK2g00336,Alsp-7-000435
ACBK2g00337,.
ACBK2g00338,Alsp-7-000437
ACBK2g00339,Alsp-7-000438
ACBK2g00340,Alsp-7-000440
ACBK2g00341,Alsp-7-000441
ACBK2g00342,Alsp-7-000442
ACBK2g00343,Alsp-7-000443
ACBK2g00344,Alsp-7-000444
ACBK2g00345,Alsp-7-000445
ACBK2g00346,Alsp-7-000447
ACBK2g00347,Alsp-7-000448
ACBK2g00348,Alsp-7-000449
ACBK2g00349,Alsp-7-000450
ACBK2g00350,Alsp-7-000451
ACBK2g00351,Alsp-7-000453
ACBK2g00352,Alsp-7-000454
ACBK2g00353,Alsp-7-000455
ACBK2g00354,Alsp-7-000457
ACBK2g00355,Alsp-7-000458
ACBK2g00356,Alsp-7-000459
ACBK2g00357,Alsp-7-000460
ACBK2g00358,Alsp-7-000463
ACBK2g00359,Alsp-7-000464
ACBK2g00360,Alsp-7-000465
ACBK2g00361,Alsp-7-000466
ACBK2g00362,Alsp-7-000467
ACBK2g00363,Alsp-7-000469
ACBK2g00364,Alsp-7-000470
ACBK2g00365,Alsp-7-000471
ACBK2g00366,Alsp-7-000473
ACBK2g00367,Alsp-7-000474
ACBK2g00368,Alsp-7-000475
ACBK2g00369,Alsp-7-000476
ACBK2g00370,Alsp-7-000478
ACBK2g00371,Alsp-7-000479
ACBK2g00372,Alsp-7-000482
ACBK2g00373,Alsp-7-000483
ACBK2g00374,Alsp-7-000484
ACBK2g00375,Alsp-7-000486
ACBK2g00376,Alsp-7-000488
ACBK2g00377,Alsp-7-000490
ACBK2g00378,Alsp-7-000491
ACBK2g00379,Alsp-7-000492
ACBK2g00380,Alsp-7-000493
ACBK2g00381,Alsp-7-000494
ACBK2g00382,Alsp-7-000495
ACBK2g00383,Alsp-7-000496
ACBK2g00384,Alsp-7-000498
ACBK2g00385,Alsp-7-000500
ACBK2g00386,Alsp-7-000501
ACBK2g00387,Alsp-7-000503
ACBK2g00388,Alsp-7-000504
ACBK2g00389,Alsp-7-000506
ACBK2g00390,Alsp-7-000507
ACBK2g00391,Alsp-7-000508
ACBK2g00392,Alsp-7-000509
ACBK2g00393,Alsp-7-000510
ACBK2g00394,Alsp-7-000511
ACBK2g00395,Alsp-7-000512
ACBK2g00396,Alsp-7-000513
ACBK2g00397,Alsp-7-000517
ACBK2g00398,Alsp-7-000518
ACBK2g00399,Alsp-7-000519
ACBK2g00400,Alsp-7-000520
ACBK2g00401,Alsp-7-000521
ACBK2g00402,Alsp-7-000522
ACBK2g00403,Alsp-7-000523
ACBK2g00404,Alsp-7-000524
ACBK2g00405,Alsp-7-000525
ACBK2g00406,.
ACBK2g00407,.
ACBK2g00408,Alsp-7-000527
ACBK2g00409,Alsp-7-000528
ACBK2g00410,Alsp-7-000529
ACBK2g00411,Alsp-7-000530
ACBK2g00412,Alsp-7-000531
ACBK2g00413,Alsp-7-000532
ACBK2g00414,Alsp-7-000533
ACBK2g00415,Alsp-7-000534
ACBK2g00416,Alsp-7-000535
ACBK2g00417,Alsp-7-000538
ACBK2g00418,Alsp-7-000539
ACBK2g00419,Alsp-7-000540
ACBK2g00420,Alsp-7-000542
ACBK2g00421,Alsp-7-000544
ACBK2g00422,Alsp-7-000545
ACBK2g00423,.
ACBK2g00424,Alsp-7-000549
ACBK2g00425,Alsp-7-000550
ACBK2g00426,Alsp-7-000551
ACBK2g00427,Alsp-7-000552
ACBK2g00428,Alsp-7-000553
ACBK2g00429,Alsp-7-000554
ACBK2g00430,Alsp-7-000555
ACBK2g00431,Alsp-7-000556
ACBK2g00432,Alsp-7-000557
ACBK2g00433,Alsp-7-000559
ACBK2g00434,Alsp-7-000560
ACBK2g00435,Alsp-7-000561
ACBK2g00436,Alsp-7-000562
ACBK2g00437,Alsp-7-000563
ACBK2g00438,Alsp-7-000564
ACBK2g00439,Alsp-7-000565
ACBK2g00440,Alsp-7-000566
ACBK2g00441,Alsp-7-000567
ACBK2g00442,Alsp-7-000568
ACBK2g00443,.
ACBK2g00444,Alsp-7-000570
ACBK2g00445,Alsp-7-000573
ACBK2g00446,Alsp-7-000574
ACBK2g00447,Alsp-7-000575
ACBK2g00448,Alsp-7-000576
ACBK2g00449,Alsp-7-000577
ACBK2g00450,Alsp-7-000578
ACBK2g00451,Alsp-7-000579
ACBK2g00452,Alsp-7-000580
ACBK2g00453,Alsp-7-000582
ACBK2g00454,Alsp-7-000584
ACBK2g00455,Alsp-7-000585
ACBK2g00456,Alsp-7-000586
ACBK2g00457,Alsp-7-000587
ACBK2g00458,Alsp-7-000588
ACBK2g00459,Alsp-7-000589
ACBK2g00460,Alsp-7-000590
ACBK2g00461,Alsp-7-000591
ACBK2g00462,Alsp-7-000592
ACBK2g00463,Alsp-7-000593
ACBK2g00464,Alsp-7-000594
ACBK2g00465,Alsp-7-000595
ACBK2g00466,Alsp-7-000596
ACBK2g00467,Alsp-7-000597
ACBK2g00468,Alsp-7-000598
ACBK2g00469,Alsp-7-000599
ACBK2g00470,Alsp-7-000600
ACBK2g00471,Alsp-7-000601
ACBK2g00472,Alsp-7-000602
ACBK2g00473,Alsp-7-000603
ACBK2g00474,.
ACBK2g00475,Alsp-7-000605
ACBK2g00476,Alsp-7-000606
ACBK2g00477,Alsp-7-000608
ACBK2g00478,Alsp-7-000609
