ACBK1g00001,Chivh-1-000008
ACBK2g02558,Chivh-5-004239
ACBK2g02559,Chivh-5-004241
ACBK2g02560,Chivh-5-004243
ACBK2g02561,Chivh-5-004244
ACBK2g02562,.
ACBK2g02563,.
ACBK2g02564,.
ACBK2g02565,.
ACBK2g02566,.
ACBK2g02567,.
ACBK2g02568,.
ACBK2g02569,.
ACBK2g02570,.
ACBK2g02571,.
ACBK2g02572,.
ACBK2g02573,.
ACBK2g02574,.
ACBK2g02575,.
ACBK2g02576,.
ACBK2g02577,.
ACBK2g02578,.
ACBK2g02579,.
ACBK2g02580,.
ACBK2g02581,Chivh-5-004256
ACBK2g02582,Chivh-5-004260
ACBK2g02583,Chivh-5-004262
ACBK2g02584,.
ACBK2g02585,Chivh-5-004266
ACBK2g02586,Chivh-5-004269
ACBK2g02587,.
ACBK2g02588,Chivh-5-004273
ACBK2g02589,Chivh-5-004274
ACBK2g02590,Chivh-5-004275
ACBK2g02591,.
ACBK2g02592,Chivh-5-004277
ACBK2g02593,Chivh-5-004278
ACBK2g02594,Chivh-5-004282
ACBK2g02595,Chivh-5-004283
ACBK2g02596,Chivh-5-004286
ACBK2g02597,.
ACBK2g02598,.
ACBK2g02599,.
ACBK2g02600,Chivh-5-004289
ACBK2g02601,Chivh-5-004292
ACBK2g02602,.
ACBK2g02603,Chivh-5-004293
ACBK2g02604,.
ACBK2g02605,.
ACBK2g02606,.
ACBK2g02607,.
ACBK2g02608,Chivh-5-004307
ACBK2g02609,.
ACBK2g02610,.
ACBK2g02611,.
ACBK2g02612,.
ACBK2g02613,.
ACBK2g02614,Chivh-5-004310
ACBK2g02615,Chivh-5-004312
ACBK2g02616,Chivh-5-004313
ACBK2g02617,Chivh-5-004317
ACBK2g02618,Chivh-5-004318
ACBK2g02619,Chivh-5-004320
ACBK2g02620,Chivh-5-004321
ACBK2g02621,Chivh-5-004322
ACBK2g02622,.
ACBK2g02623,Chivh-5-004327
ACBK2g02624,Chivh-5-004331
ACBK2g02625,Chivh-5-004332
ACBK2g02626,Chivh-5-004333
ACBK2g02627,.
ACBK2g02628,.
ACBK2g02629,.
ACBK2g02630,.
ACBK2g02631,.
ACBK2g02632,.
ACBK2g02633,.
ACBK2g02634,.
ACBK2g02635,.
ACBK2g02636,.
ACBK2g02637,.
ACBK2g02638,.
ACBK2g02639,.
ACBK2g02640,.
ACBK2g02641,Chivh-5-004345
ACBK2g02642,Chivh-5-004348
ACBK2g02643,Chivh-5-004349
ACBK2g02644,Chivh-5-004350
ACBK2g02645,Chivh-5-004363
ACBK2g02646,.
ACBK2g02647,Chivh-5-004365
ACBK2g02648,.
ACBK2g02649,.
ACBK2g02650,Chivh-5-004367
ACBK2g02651,Chivh-5-004373
ACBK2g02652,.
ACBK2g02653,Chivh-5-004376
ACBK2g02654,.
ACBK2g02655,Chivh-5-004377
ACBK2g02656,Chivh-5-004381
ACBK2g02657,.
ACBK2g02658,Chivh-5-004385
ACBK2g02659,Chivh-5-004388
ACBK2g02660,Chivh-5-004389
ACBK2g02661,Chivh-5-004392
ACBK2g02662,.
ACBK2g02663,.
ACBK2g02664,.
ACBK2g02665,Chivh-5-004393
ACBK2g02666,Chivh-5-004394
ACBK2g02667,.
ACBK2g02668,.
ACBK2g02669,Chivh-5-004399
ACBK2g02670,Chivh-5-004406
ACBK2g02671,.
ACBK2g02672,Chivh-5-004407
ACBK2g02673,.
ACBK2g02674,.
ACBK2g02675,Chivh-5-004412
ACBK2g02676,Chivh-5-004413
ACBK2g02677,Chivh-5-004414
ACBK2g02678,Chivh-5-004417
ACBK2g02679,Chivh-5-004419
ACBK2g02680,.
ACBK2g02681,.
ACBK2g02682,Chivh-5-004423
ACBK2g02683,.
ACBK2g02684,.
ACBK2g02685,.
ACBK2g02686,Chivh-5-004427
ACBK2g02687,Chivh-5-004429
ACBK2g02688,.
ACBK2g02689,Chivh-5-004430
ACBK2g02690,.
ACBK2g02691,Chivh-5-004433
ACBK2g02692,Chivh-5-004434
ACBK2g02693,.
ACBK2g02694,Chivh-5-004437
ACBK2g02695,Chivh-5-004444
ACBK2g02696,Chivh-5-004445
ACBK2g02697,Chivh-5-004448
ACBK2g02698,.
ACBK2g02699,Chivh-5-004452
ACBK2g02700,.
ACBK2g02701,Chivh-5-004456
ACBK2g02702,Chivh-5-004457
ACBK2g02703,Chivh-5-004473
ACBK2g02704,Chivh-5-004478
ACBK2g02705,.
ACBK2g02706,.
ACBK2g02707,.
ACBK2g02708,.
ACBK2g02709,.
ACBK2g02710,.
ACBK2g02711,.
ACBK2g02712,.
ACBK2g02713,.
ACBK2g02714,Chivh-5-004491
ACBK2g02715,.
ACBK2g02716,.
ACBK2g02717,.
ACBK2g02718,Chivh-5-004495
ACBK2g02719,Chivh-5-004503
ACBK2g02720,Chivh-5-004504
ACBK2g02721,Chivh-5-004510
ACBK2g02722,.
ACBK2g02723,.
ACBK2g02724,Chivh-5-004526
ACBK2g02725,
ACBK2g02726,
ACBK2g02727,Chivh-5-004641
ACBK2g02728,Chivh-5-004640
ACBK2g02729,Chivh-5-004638
ACBK2g02730,Chivh-5-004637
ACBK2g02731,.
ACBK2g02732,Chivh-5-004636
ACBK2g02733,Chivh-5-004630
ACBK2g02734,Chivh-5-004629
ACBK2g02735,Chivh-5-004628
ACBK2g02736,.
ACBK2g02737,Chivh-5-004615
ACBK2g02738,
ACBK2g02739,
ACBK2g02740,
ACBK2g02741,
ACBK2g02742,
ACBK2g02743,
ACBK2g02744,
ACBK2g02745,
ACBK2g02746,
ACBK2g02747,
ACBK2g02748,
ACBK2g02749,Chivh-5-004584
ACBK2g02750,Chivh-5-004582
ACBK2g02751,Chivh-5-004581
ACBK2g02752,.
ACBK2g02753,.
ACBK2g02754,.
ACBK2g02755,.
ACBK2g02756,.
ACBK2g02757,.
ACBK2g02758,.
ACBK2g02759,.
ACBK2g02760,.
ACBK2g02761,Chivh-5-004663
ACBK2g02762,.
ACBK2g02763,Chivh-5-004571
ACBK2g02764,Chivh-5-004563
ACBK2g02765,.
ACBK2g02766,Chivh-5-004559
ACBK2g02767,Chivh-5-004551
ACBK2g02768,.
ACBK2g02769,Chivh-5-004700
ACBK2g02770,Chivh-5-004701
ACBK2g02771,.
ACBK2g02772,.
ACBK2g02773,.
ACBK2g02774,.
ACBK2g02775,.
ACBK2g02776,.
ACBK2g02777,Chivh-5-004703
ACBK2g02778,.
ACBK2g02779,.
ACBK2g02780,.
ACBK2g02781,Chivh-5-004725
ACBK2g02782,Chivh-5-004726
ACBK2g02783,Chivh-5-004780
ACBK2g02784,.
ACBK2g02785,.
ACBK2g02786,.
ACBK2g02787,.
ACBK2g02788,Chivh-5-004747
ACBK2g02789,Chivh-5-004760
ACBK2g02790,.
ACBK2g02791,.
ACBK2g02792,Chivh-5-004761
ACBK2g02793,Chivh-5-004792
ACBK2g02794,Chivh-5-004763
ACBK2g02795,.
ACBK2g02796,.
ACBK2g02797,.
ACBK2g02798,.
ACBK2g02799,.
ACBK2g02800,.
ACBK2g02801,.
ACBK2g02802,.
ACBK2g02803,.
ACBK2g02804,.
ACBK2g02805,.
ACBK2g02806,.
ACBK2g02807,.
ACBK2g02808,.
ACBK2g02809,Chivh-5-004765
ACBK2g02810,Chivh-5-004797
ACBK2g02811,.
ACBK2g02812,.
ACBK2g02813,.
ACBK2g02814,.
ACBK2g02815,.
ACBK2g02816,Chivh-5-004800
ACBK2g02817,.
ACBK2g02818,Chivh-5-004802
ACBK2g02819,Chivh-5-004803
ACBK2g02820,Chivh-5-004805
ACBK2g02821,.
ACBK2g02822,Chivh-5-004826
ACBK2g02823,.
ACBK2g02824,Chivh-5-004837
ACBK2g02825,Chivh-5-004838
ACBK2g02826,Chivh-5-004839
ACBK2g02827,.
ACBK2g02828,Chivh-5-004840
ACBK2g02829,.
ACBK2g02830,Chivh-5-004846
ACBK2g02831,.
ACBK2g02832,Chivh-5-004850
ACBK2g02833,Chivh-5-004852
ACBK2g02834,Chivh-5-004854
ACBK2g02835,Chivh-5-004857
ACBK2g02836,Chivh-5-004858
ACBK2g02837,Chivh-5-004859
ACBK2g02838,.
ACBK2g02839,Chivh-5-004861
ACBK2g02840,Chivh-5-004862
ACBK2g02841,Chivh-5-004863
ACBK2g02842,.
ACBK2g02843,.
ACBK2g02844,Chivh-5-004865
ACBK2g02845,Chivh-5-004866
ACBK2g02846,.
ACBK2g02847,Chivh-5-004876
ACBK2g02848,Chivh-5-004878
ACBK2g02849,Chivh-5-004880
ACBK2g02850,Chivh-5-004883
ACBK2g02851,Chivh-5-004886
ACBK2g02852,.
ACBK2g02853,.
ACBK2g02854,Chivh-5-004892
ACBK2g02855,.
ACBK2g02856,Chivh-5-004901
ACBK2g02857,
ACBK2g02858,
ACBK2g02859,
ACBK2g02860,
ACBK2g02861,Chivh-5-004990
ACBK2g02862,Chivh-5-004989
ACBK2g02863,Chivh-5-004988
ACBK2g02864,Chivh-5-004986
ACBK2g02865,Chivh-5-004984
ACBK2g02866,Chivh-5-004981
ACBK2g02867,.
ACBK2g02868,.
ACBK2g02869,.
ACBK2g02870,.
ACBK2g02871,Chivh-5-004977
ACBK2g02872,Chivh-5-004976
ACBK2g02873,.
ACBK2g02874,.
ACBK2g02875,.
ACBK2g02876,.
ACBK2g02877,.
ACBK2g02878,.
ACBK2g02879,.
ACBK2g02880,.
ACBK2g02881,.
ACBK2g02882,.
ACBK2g02883,.
ACBK2g02884,.
ACBK2g02885,Chivh-5-004972
ACBK2g02886,Chivh-5-004970
ACBK2g02887,Chivh-5-004969
ACBK2g02888,Chivh-5-004968
ACBK2g02889,Chivh-5-004967
ACBK2g02890,.
ACBK2g02891,Chivh-5-004959
ACBK2g02892,Chivh-5-004956
ACBK2g02893,Chivh-5-004955
ACBK2g02894,.
ACBK2g02895,Chivh-5-004947
ACBK2g02896,Chivh-5-004942
ACBK2g02897,Chivh-5-004940
ACBK2g02898,Chivh-5-004939
ACBK2g02899,Chivh-5-004937
ACBK2g02900,.
ACBK2g02901,Chivh-5-004936
ACBK2g02902,.
ACBK2g02903,Chivh-5-004927
ACBK2g02904,Chivh-5-004926
ACBK2g02905,.
ACBK2g02906,Chivh-5-004922
ACBK2g02907,.
ACBK2g02908,Chivh-5-004912
ACBK2g02909,Chivh-5-004911
ACBK2g02910,Chivh-5-004910
ACBK2g02911,
ACBK2g02912,
ACBK2g02913,
ACBK2g02914,Chivh-5-005024
ACBK2g02915,Chivh-5-005023
ACBK2g02916,Chivh-5-005020
ACBK2g02917,Chivh-5-005017
ACBK2g02918,.
ACBK2g02919,Chivh-5-005012
ACBK2g02920,.
ACBK2g02921,.
ACBK2g02922,Chivh-5-005061
ACBK2g02923,.
ACBK2g02924,Chivh-5-005062
ACBK2g02925,Chivh-5-005006
ACBK2g02926,Chivh-5-005068
ACBK2g02927,.
ACBK2g02928,.
ACBK2g02929,.
ACBK2g02930,.
ACBK2g02931,.
ACBK2g02932,.
ACBK2g02933,Chivh-5-005089
ACBK2g02934,.
ACBK2g02935,Chivh-5-005090
ACBK2g02936,Chivh-5-005092
ACBK2g02937,Chivh-5-005093
ACBK2g02938,.
ACBK2g02939,Chivh-5-005129
ACBK2g02940,.
ACBK2g02941,.
ACBK2g02942,.
ACBK2g02943,Chivh-5-005128
ACBK2g02944,Chivh-5-005127
ACBK2g02945,.
ACBK2g02946,Chivh-5-005124
ACBK2g02947,.
ACBK2g02948,Chivh-5-005123
ACBK2g02949,.
ACBK2g02950,.
ACBK2g02951,Chivh-5-005121
ACBK2g02952,.
ACBK2g02953,Chivh-5-005117
ACBK2g02954,.
ACBK2g02955,.
ACBK2g02956,Chivh-5-005110
ACBK2g02957,Chivh-5-005109
ACBK2g02958,.
ACBK2g02959,.
ACBK2g02960,Chivh-5-005144
ACBK2g02961,.
ACBK2g02962,.
ACBK2g02963,.
ACBK2g02964,.
ACBK2g02965,.
ACBK2g02966,Chivh-5-005152
ACBK2g02967,Chivh-5-005156
ACBK2g02968,.
ACBK2g02969,Chivh-5-005159
ACBK2g02970,Chivh-5-005160
ACBK2g02971,Chivh-5-005161
ACBK2g02972,.
ACBK2g02973,.
ACBK2g02974,Chivh-5-005170
ACBK2g02975,Chivh-5-005172
ACBK2g02976,Chivh-5-005173
ACBK2g02977,Chivh-5-005174
ACBK2g02978,Chivh-5-005175
ACBK2g02979,Chivh-5-005184
ACBK2g02980,.
ACBK2g02981,Chivh-5-005189
ACBK2g02982,.
ACBK2g02983,.
ACBK2g02984,.
ACBK2g02985,.
ACBK2g02986,.
ACBK2g02987,Chivh-5-005206
ACBK2g02988,Chivh-5-005207
ACBK2g02989,.
ACBK2g02990,Chivh-5-005209
ACBK2g02991,Chivh-5-005210
ACBK2g02992,Chivh-5-005212
ACBK2g02993,Chivh-5-005213
ACBK2g02994,.
ACBK2g02995,.
ACBK2g02996,.
ACBK2g02997,.
ACBK2g02998,Chivh-5-005219
ACBK2g02999,.
ACBK2g03000,.
ACBK2g03001,Chivh-5-005225
ACBK2g03002,.
ACBK2g03003,Chivh-5-005228
ACBK2g03004,Chivh-5-005230
ACBK2g03005,Chivh-5-005239
ACBK2g03006,Chivh-5-005240
ACBK2g03007,Chivh-5-005241
ACBK2g03008,Chivh-5-005242
ACBK2g03009,.
ACBK2g03010,Chivh-5-005243
ACBK2g03011,Chivh-5-005246
ACBK2g03012,.
ACBK2g03013,.
ACBK2g03014,Chivh-5-005248
ACBK2g03015,.
ACBK2g03016,.
ACBK2g03017,Chivh-5-005254
ACBK2g03018,Chivh-5-005255
ACBK2g03019,.
ACBK2g03020,.
ACBK2g03021,Chivh-5-005259
ACBK2g03022,Chivh-5-005260
ACBK2g03023,Chivh-5-005262
ACBK2g03024,.
ACBK2g03025,.
ACBK2g03026,.
ACBK2g03027,Chivh-5-005265
ACBK2g03028,.
ACBK2g03029,Chivh-5-005269
ACBK2g03030,.
ACBK2g03031,Chivh-5-005277
ACBK2g03032,Chivh-5-005283
ACBK2g03033,Chivh-5-005285
ACBK2g03034,.
ACBK2g03035,.
ACBK2g03036,.
ACBK2g03037,.
ACBK2g03038,.
ACBK2g03039,.
ACBK2g03040,.
ACBK2g03041,.
ACBK2g03042,Chivh-5-005298
ACBK2g03043,Chivh-5-005299
ACBK2g03044,Chivh-5-005302
ACBK2g03045,Chivh-5-005303
ACBK2g03046,Chivh-5-005304
ACBK2g03047,.
ACBK2g03048,Chivh-5-005307
ACBK2g03049,Chivh-5-005308
ACBK2g03050,Chivh-5-005309
ACBK2g03051,Chivh-5-005310
ACBK2g03052,Chivh-5-005311
ACBK2g03053,Chivh-5-005312
ACBK2g03054,Chivh-5-005314
ACBK2g03055,.
ACBK2g03056,Chivh-5-005317
ACBK2g03057,.
ACBK2g03058,.
ACBK2g03059,Chivh-5-005319
ACBK2g03060,.
ACBK2g03061,Chivh-5-005321
ACBK2g03062,Chivh-5-005322
ACBK2g03063,Chivh-5-005324
ACBK2g03064,Chivh-5-005325
ACBK2g03065,.
ACBK2g03066,.
ACBK2g03067,.
ACBK2g03068,.
ACBK2g03069,.
ACBK2g03070,Chivh-5-005355
ACBK2g03071,Chivh-5-005356
ACBK2g03072,Chivh-5-005358
ACBK2g03073,Chivh-5-005360
ACBK2g03074,Chivh-5-005362
ACBK2g03075,.
ACBK2g03076,.
ACBK2g03077,Chivh-5-005365
ACBK2g03078,Chivh-5-005367
ACBK2g03079,Chivh-5-005368
ACBK2g03080,Chivh-5-005370
ACBK2g03081,.
ACBK2g03082,.
ACBK2g03083,.
ACBK2g03084,.
ACBK2g03085,.
ACBK2g03086,.
ACBK2g03087,.
ACBK2g03088,.
ACBK2g03089,Chivh-5-005377
ACBK2g03090,Chivh-5-005378
ACBK2g03091,Chivh-5-005379
ACBK2g03092,Chivh-5-005381
ACBK2g03093,Chivh-5-005385
ACBK2g03094,.
ACBK2g03095,.
ACBK2g03096,.
ACBK2g03097,Chivh-5-005386
ACBK2g03098,Chivh-5-005387
ACBK2g03099,Chivh-5-005389
ACBK2g03100,.
ACBK2g03101,Chivh-5-005390
ACBK2g03102,Chivh-5-005391
ACBK2g03103,Chivh-5-005393
ACBK2g03104,Chivh-5-005394
ACBK2g03105,Chivh-5-005397
ACBK2g03106,.
ACBK2g03107,Chivh-5-005398
ACBK2g03108,Chivh-5-005401
ACBK2g03109,.
ACBK2g03110,.
ACBK2g03111,Chivh-5-005419
ACBK2g03112,Chivh-5-005420
ACBK2g03113,Chivh-5-005421
ACBK2g03114,.
ACBK2g03115,.
ACBK2g03116,Chivh-5-005424
ACBK2g03117,Chivh-5-005425
ACBK2g03118,Chivh-5-005426
ACBK2g03119,Chivh-5-005428
ACBK2g03120,Chivh-5-005429
ACBK2g03121,.
ACBK2g03122,Chivh-5-005430
ACBK2g03123,.
ACBK2g03124,.
ACBK2g03125,.
ACBK2g03126,Chivh-5-005437
ACBK2g03127,.
ACBK2g03128,Chivh-5-005449
ACBK2g03129,.
ACBK2g03130,Chivh-5-005450
ACBK2g03131,Chivh-5-005451
ACBK2g03132,.
ACBK2g03133,Chivh-5-005453
ACBK2g03134,Chivh-5-005454
ACBK2g03135,Chivh-5-005456
ACBK2g03136,Chivh-5-005457
ACBK2g03137,Chivh-5-005458
ACBK2g03138,.
ACBK2g03139,Chivh-5-005462
ACBK2g03140,.
ACBK2g03141,Chivh-5-005463
ACBK2g03142,.
ACBK2g03143,Chivh-5-005465
ACBK2g03144,Chivh-5-005470
ACBK2g03145,Chivh-5-005471
ACBK2g03146,Chivh-5-005474
ACBK2g03147,.
ACBK2g03148,Chivh-5-005475
ACBK2g03149,.
ACBK2g03150,.
ACBK2g03151,.
ACBK2g03152,.
ACBK2g03153,.
ACBK2g03154,.
ACBK2g03155,Chivh-5-005478
ACBK2g03156,Chivh-5-005489
ACBK2g03157,Chivh-5-005490
ACBK2g03158,
ACBK2g03159,
ACBK2g03160,
ACBK2g03161,
ACBK2g03162,
ACBK2g03163,
ACBK2g03164,
ACBK2g03165,
ACBK2g03166,
ACBK2g03167,
ACBK2g03168,
ACBK2g03169,
ACBK2g03170,
ACBK2g03171,
ACBK2g03172,
ACBK2g03173,
ACBK2g03174,
ACBK2g03175,
ACBK2g03176,
ACBK2g03177,
ACBK2g03178,
ACBK2g03179,
ACBK2g03180,
ACBK2g03181,
ACBK3g00001,Chivh-3-000034
ACBK3g00002,Chivh-3-000035
ACBK3g00003,Chivh-3-000036
ACBK3g00004,Chivh-3-000037
ACBK3g00005,Chivh-3-000038
ACBK3g00006,.
ACBK3g00007,Chivh-3-000040
ACBK3g00008,Chivh-3-000041
ACBK3g00009,.
ACBK3g00010,.
ACBK3g00011,Chivh-3-000043
ACBK3g00012,.
ACBK3g00013,Chivh-3-000044
ACBK3g00014,.
ACBK3g00015,Chivh-3-000049
ACBK3g00016,Chivh-3-000050
ACBK3g00017,Chivh-3-000051
ACBK3g00018,Chivh-3-000054
ACBK3g00019,.
ACBK3g00020,.
ACBK3g00021,.
ACBK3g00022,Chivh-3-000056
ACBK3g00023,Chivh-3-000057
ACBK3g00024,.
ACBK3g00025,.
ACBK3g00026,.
ACBK3g00027,.
ACBK3g00028,Chivh-3-000061
ACBK3g00029,Chivh-3-000063
ACBK3g00030,.
ACBK3g00031,Chivh-3-000064
ACBK3g00032,.
ACBK3g00033,Chivh-3-000068
ACBK3g00034,Chivh-3-000069
ACBK3g00035,Chivh-3-000070
ACBK3g00036,Chivh-3-000071
ACBK3g00037,Chivh-3-000072
ACBK3g00038,Chivh-3-000073
ACBK3g00039,Chivh-3-000074
ACBK3g00040,.
ACBK3g00041,Chivh-3-000076
ACBK3g00042,Chivh-3-000077
ACBK3g00043,Chivh-3-000078
ACBK3g00044,Chivh-3-000079
ACBK3g00045,.
ACBK3g00046,Chivh-3-000080
ACBK3g00047,.
ACBK3g00048,Chivh-3-000081
ACBK3g00049,.
ACBK3g00050,Chivh-3-000082
ACBK3g00051,.
ACBK3g00052,Chivh-3-000084
ACBK3g00053,Chivh-3-000086
ACBK3g00054,Chivh-3-000087
ACBK3g00055,Chivh-3-000088
ACBK3g00056,Chivh-3-000090
ACBK3g00057,Chivh-3-000091
ACBK3g00058,.
ACBK3g00059,Chivh-3-000093
ACBK3g00060,Chivh-3-000094
ACBK3g00061,.
ACBK3g00062,Chivh-3-000095
ACBK3g00063,Chivh-3-000096
ACBK3g00064,.
ACBK3g00065,Chivh-3-000099
ACBK3g00066,Chivh-3-000100
ACBK3g00067,Chivh-3-000101
ACBK3g00068,.
ACBK3g00069,Chivh-3-000103
ACBK3g00070,.
ACBK3g00071,Chivh-3-000104
ACBK3g00072,.
ACBK3g00073,.
ACBK3g00074,.
ACBK3g00075,.
ACBK3g00076,Chivh-3-000106
ACBK3g00077,Chivh-3-000107
ACBK3g00078,.
ACBK3g00079,Chivh-3-000108
ACBK3g00080,Chivh-3-000109
ACBK3g00081,Chivh-3-000110
ACBK3g00082,Chivh-3-000112
ACBK3g00083,Chivh-3-000113
ACBK3g00084,Chivh-3-000114
ACBK3g00085,Chivh-3-000116
ACBK3g00086,Chivh-3-000117
ACBK3g00087,.
ACBK3g00088,Chivh-3-000119
ACBK3g00089,Chivh-3-000120
ACBK3g00090,Chivh-3-000121
ACBK3g00091,Chivh-3-000122
ACBK3g00092,Chivh-3-000123
ACBK3g00093,Chivh-3-000126
ACBK3g00094,.
ACBK3g00095,Chivh-3-000129
ACBK3g00096,Chivh-3-000140
ACBK3g00097,Chivh-3-000141
ACBK3g00098,Chivh-3-000142
ACBK3g00099,.
ACBK3g00100,Chivh-3-000144
ACBK3g00101,Chivh-3-000145
ACBK3g00102,Chivh-3-000146
ACBK3g00103,Chivh-3-000147
ACBK3g00104,Chivh-3-000148
ACBK3g00105,Chivh-3-000149
ACBK3g00106,Chivh-3-000150
ACBK3g00107,Chivh-3-000151
ACBK3g00108,Chivh-3-000152
ACBK3g00109,Chivh-3-000153
ACBK3g00110,.
ACBK3g00111,Chivh-3-000155
ACBK3g00112,Chivh-3-000156
ACBK3g00113,Chivh-3-000157
ACBK3g00114,Chivh-3-000158
ACBK3g00115,Chivh-3-000159
ACBK3g00116,.
ACBK3g00117,Chivh-3-000163
ACBK3g00118,Chivh-3-000164
ACBK3g00119,Chivh-3-000165
ACBK3g00120,.
ACBK3g00121,Chivh-3-000167
ACBK3g00122,Chivh-3-000168
ACBK3g00123,.
ACBK3g00124,Chivh-3-000170
ACBK3g00125,Chivh-3-000171
ACBK3g00126,Chivh-3-000172
ACBK3g00127,Chivh-3-000173
ACBK3g00128,.
ACBK3g00129,Chivh-3-000175
ACBK3g00130,Chivh-3-000176
ACBK3g00131,Chivh-3-000178
ACBK3g00132,Chivh-3-000180
ACBK3g00133,.
ACBK3g00134,Chivh-3-000185
ACBK3g00135,Chivh-3-000186
ACBK3g00136,.
ACBK3g00137,Chivh-3-000188
ACBK3g00138,.
ACBK3g00139,.
ACBK3g00140,Chivh-3-000191
ACBK3g00141,.
ACBK3g00142,Chivh-3-000193
ACBK3g00143,Chivh-3-000194
ACBK3g00144,Chivh-3-000196
ACBK3g00145,Chivh-3-000197
ACBK3g00146,Chivh-3-000206
ACBK3g00147,Chivh-3-000207
ACBK3g00148,Chivh-3-000210
ACBK3g00149,.
ACBK3g00150,Chivh-3-000211
ACBK3g00151,.
ACBK3g00152,Chivh-3-000218
ACBK3g00153,.
ACBK3g00154,Chivh-3-000220
ACBK3g00155,Chivh-3-000221
ACBK3g00156,Chivh-3-000222
ACBK3g00157,.
ACBK3g00158,Chivh-3-000223
ACBK3g00159,Chivh-3-000224
ACBK3g00160,Chivh-3-000225
ACBK3g00161,Chivh-3-000226
ACBK3g00162,Chivh-3-000228
ACBK3g00163,.
ACBK3g00164,Chivh-3-000232
ACBK3g00165,Chivh-3-000233
ACBK3g00166,Chivh-3-000234
ACBK3g00167,Chivh-3-000235
ACBK3g00168,Chivh-3-000236
ACBK3g00169,Chivh-3-000237
ACBK3g00170,Chivh-3-000253
ACBK3g00171,.
ACBK3g00172,Chivh-3-000254
ACBK3g00173,Chivh-3-000255
ACBK3g00174,Chivh-3-000256
ACBK3g00175,.
ACBK3g00176,Chivh-3-000258
ACBK3g00177,Chivh-3-000259
ACBK3g00178,Chivh-3-000260
ACBK3g00179,Chivh-3-000261
ACBK3g00180,Chivh-3-000262
ACBK3g00181,Chivh-3-000263
ACBK3g00182,Chivh-3-000264
ACBK3g00183,Chivh-3-000265
ACBK3g00184,Chivh-3-000267
ACBK3g00185,Chivh-3-000268
ACBK3g00186,Chivh-3-000269
ACBK3g00187,.
ACBK3g00188,Chivh-3-000270
ACBK3g00189,.
ACBK3g00190,Chivh-3-000272
ACBK3g00191,Chivh-3-000273
ACBK3g00192,Chivh-3-000274
ACBK3g00193,Chivh-3-000275
ACBK3g00194,Chivh-3-000276
ACBK3g00195,Chivh-3-000277
ACBK3g00196,Chivh-3-000278
ACBK3g00197,.
ACBK3g00198,.
ACBK3g00199,Chivh-3-000280
ACBK3g00200,Chivh-3-000281
ACBK3g00201,Chivh-3-000282
ACBK3g00202,Chivh-3-000283
ACBK3g00203,.
ACBK3g00204,Chivh-3-000285
ACBK3g00205,.
ACBK3g00206,.
ACBK3g00207,Chivh-3-000287
ACBK3g00208,Chivh-3-000289
ACBK3g00209,.
ACBK3g00210,Chivh-3-000290
ACBK3g00211,Chivh-3-000292
ACBK3g00212,.
ACBK3g00213,Chivh-3-000295
ACBK3g00214,Chivh-3-000296
ACBK3g00215,.
ACBK3g00216,.
ACBK3g00217,Chivh-3-000299
ACBK3g00218,Chivh-3-000300
ACBK3g00219,.
ACBK3g00220,Chivh-3-000302
ACBK3g00221,Chivh-3-000303
ACBK3g00222,Chivh-3-000304
ACBK3g00223,Chivh-3-000305
ACBK3g00224,Chivh-3-000306
ACBK3g00225,.
ACBK3g00226,.
ACBK3g00227,Chivh-3-000308
ACBK3g00228,.
ACBK3g00229,Chivh-3-000310
ACBK3g00230,Chivh-3-000311
ACBK3g00231,Chivh-3-000312
ACBK3g00232,Chivh-3-000313
ACBK3g00233,Chivh-3-000326
ACBK3g00234,Chivh-3-000327
ACBK3g00235,Chivh-3-000328
ACBK3g00236,Chivh-3-000329
ACBK3g00237,Chivh-3-000330
ACBK3g00238,.
ACBK3g00239,Chivh-3-000334
ACBK3g00240,Chivh-3-000335
ACBK3g00241,.
ACBK3g00242,Chivh-3-000337
ACBK3g00243,Chivh-3-000338
ACBK3g00244,.
ACBK3g00245,Chivh-3-000339
ACBK3g00246,.
ACBK3g00247,Chivh-3-000341
ACBK3g00248,.
ACBK3g00249,Chivh-3-000343
ACBK3g00250,.
ACBK3g00251,Chivh-3-000345
ACBK3g00252,Chivh-3-000346
ACBK3g00253,Chivh-3-000347
ACBK3g00254,Chivh-3-000348
ACBK3g00255,Chivh-3-000349
ACBK3g00256,.
ACBK3g00257,Chivh-3-000350
ACBK3g00258,Chivh-3-000351
ACBK3g00259,.
ACBK3g00260,.
ACBK3g00261,Chivh-3-000353
ACBK3g00262,Chivh-3-000354
ACBK3g00263,Chivh-3-000355
ACBK3g00264,.
ACBK3g00265,.
ACBK3g00266,Chivh-3-000358
ACBK3g00267,Chivh-3-000359
ACBK3g00268,.
ACBK3g00269,Chivh-3-000361
ACBK3g00270,Chivh-3-000362
ACBK3g00271,Chivh-3-000363
ACBK3g00272,Chivh-3-000365
ACBK3g00273,Chivh-3-000367
ACBK3g00274,Chivh-3-000368
ACBK3g00275,Chivh-3-000369
ACBK3g00276,Chivh-3-000370
ACBK3g00277,Chivh-3-000371
ACBK3g00278,.
ACBK3g00279,.
ACBK3g00280,Chivh-3-000373
ACBK3g00281,.
ACBK3g00282,Chivh-3-000375
ACBK3g00283,Chivh-3-000376
ACBK3g00284,Chivh-3-000378
ACBK3g00285,Chivh-3-000379
